racecourse,distance,going,raceclass,age_cond,age_cond,wintime,count
16.0,6.0,5,3.0,1,1,70.84,1
16.0,6.0,5,3.0,3,3,69.2083333333,6
16.0,6.0,5,4.0,1,1,71.045,6
16.0,6.0,5,4.0,2,2,70.204,5
16.0,6.0,5,4.0,3,3,69.462,5
16.0,6.0,5,5.0,1,1,71.352,5
16.0,6.0,5,5.0,2,2,70.805,2
16.0,6.0,5,5.0,3,3,70.82375,8
16.0,6.0,6,1.0,1,1,71.985,2
16.0,6.0,6,2.0,4,4,69.81,1
16.0,6.0,6,3.0,3,3,70.8175,4
16.0,6.0,6,4.0,1,1,71.18,1
16.0,6.0,6,4.0,3,3,71.47,6
16.0,6.0,6,5.0,1,1,72.57,6
16.0,6.0,6,5.0,2,2,71.6333333333,6
16.0,6.0,8,4.0,1,1,72.875,2
16.0,6.0,8,5.0,1,1,74.19,1
16.0,6.0,8,5.0,2,2,72.04,1
16.0,6.0,9,3.0,3,3,73.385,2
16.0,7.0,2,4.0,1,1,81.3,1
16.0,7.0,2,5.0,3,3,81.64,1
16.0,7.0,3,1.0,2,2,82.2566666667,3
16.0,7.0,3,1.0,3,3,82.035,2
16.0,7.0,3,2.0,2,2,80.835,2
16.0,7.0,3,3.0,1,1,84.32,3
16.0,7.0,3,3.0,2,2,83.375,2
16.0,7.0,3,3.0,3,3,82.35,3
16.0,7.0,3,4.0,1,1,83.83,9
16.0,7.0,3,4.0,2,2,83.3,3
16.0,7.0,3,4.0,3,3,82.2714285714,14
16.0,7.0,3,5.0,1,1,83.816875,16
16.0,7.0,3,5.0,2,2,83.94,1
16.0,7.0,3,5.0,3,3,82.345,10
16.0,7.0,5,1.0,2,2,82.8285714286,7
16.0,7.0,5,1.0,3,3,82.02,3
16.0,7.0,5,2.0,2,2,83.14125,8
16.0,7.0,5,3.0,1,1,84.36,3
16.0,7.0,5,3.0,3,3,82.295,2
16.0,7.0,5,4.0,1,1,85.2485714286,14
16.0,7.0,5,4.0,2,2,84.323,10
16.0,7.0,5,4.0,3,3,83.5864705882,17
16.0,7.0,5,5.0,1,1,84.8976,25
16.0,7.0,5,5.0,2,2,83.6225,4
16.0,7.0,5,5.0,3,3,83.938125,16
16.0,7.0,6,1.0,2,2,85.735,2
16.0,7.0,6,2.0,2,2,85.09,1
16.0,7.0,6,3.0,2,2,85.77,1
16.0,7.0,6,3.0,3,3,84.46,1
16.0,7.0,6,4.0,1,1,85.7825,4
16.0,7.0,6,4.0,2,2,85.3866666667,3
16.0,7.0,6,4.0,3,3,85.192,10
16.0,7.0,6,5.0,1,1,86.6038461538,13
16.0,7.0,6,5.0,2,2,85.8,1
16.0,7.0,6,5.0,3,3,85.9425,4
16.0,7.0,8,1.0,2,2,85.97,2
16.0,7.0,8,1.0,3,3,87.15,1
16.0,7.0,8,2.0,2,2,85.58,1
16.0,7.0,8,3.0,2,2,88.22,1
16.0,7.0,8,4.0,1,1,89.11,1
16.0,7.0,8,4.0,3,3,87.02,2
16.0,7.0,8,5.0,1,1,87.81,1
16.0,7.0,8,5.0,3,3,86.89,1
16.0,7.0,9,4.0,3,3,88.275,2
16.0,7.0,9,5.0,1,1,89.49,1
16.0,8.52,2,1.0,3,3,102.7,1
16.0,8.52,2,4.0,2,2,102.88,1
16.0,8.52,2,4.0,3,3,103.66,1
16.0,8.52,3,1.0,3,3,103.357,10
16.0,8.52,3,2.0,3,3,104.135,2
16.0,8.52,3,2.0,4,4,102.565,2
16.0,8.52,3,3.0,1,1,104.69,1
16.0,8.52,3,3.0,2,2,105.725,2
16.0,8.52,3,4.0,1,1,109.0,1
16.0,8.52,3,4.0,2,2,104.4825,4
16.0,8.52,3,4.0,3,3,104.245625,16
16.0,8.52,3,5.0,2,2,105.357142857,7
16.0,8.52,3,5.0,3,3,104.194285714,7
16.0,8.52,3,5.0,4,4,104.52,1
16.0,8.52,5,1.0,3,3,104.484285714,14
16.0,8.52,5,2.0,3,3,104.785,2
16.0,8.52,5,2.0,4,4,104.021666667,6
16.0,8.52,5,3.0,1,1,105.61,3
16.0,8.52,5,3.0,2,2,105.196666667,3
16.0,8.52,5,3.0,3,3,106.33,2
16.0,8.52,5,4.0,1,1,107.3625,4
16.0,8.52,5,4.0,2,2,106.63,8
16.0,8.52,5,4.0,3,3,105.886,10
16.0,8.52,5,5.0,1,1,107.5125,4
16.0,8.52,5,5.0,2,2,106.5605,20
16.0,8.52,5,5.0,3,3,106.666666667,9
16.0,8.52,5,5.0,4,4,106.56,1
16.0,8.52,6,1.0,3,3,106.95,3
16.0,8.52,6,2.0,1,1,108.43,1
16.0,8.52,6,2.0,4,4,106.45,1
16.0,8.52,6,3.0,1,1,109.78,4
16.0,8.52,6,3.0,2,2,107.298,5
16.0,8.52,6,3.0,3,3,108.16,1
16.0,8.52,6,4.0,1,1,110.395,4
16.0,8.52,6,4.0,2,2,107.726666667,3
16.0,8.52,6,4.0,3,3,108.45375,8
16.0,8.52,6,5.0,2,2,107.892,5
16.0,8.52,6,5.0,3,3,108.73,7
16.0,8.52,6,5.0,4,4,107.33,1
16.0,8.52,8,1.0,3,3,108.363333333,3
16.0,8.52,8,2.0,3,3,111.09,1
16.0,8.52,8,2.0,4,4,107.44,1
16.0,8.52,8,4.0,3,3,115.455,2
16.0,8.52,8,5.0,2,2,112.34,2
16.0,8.52,9,3.0,1,1,112.53,1
16.0,8.52,9,3.0,2,2,111.22,1
16.0,8.52,9,4.0,1,1,113.39,1
16.0,8.52,9,4.0,3,3,115.86,1
16.0,10.08,2,2.0,4,4,125.01,1
16.0,10.08,2,5.0,3,3,126.66,1
16.0,10.08,3,2.0,2,2,127.004285714,7
16.0,10.08,3,2.0,3,3,126.92,1
16.0,10.08,3,2.0,4,4,125.7475,4
16.0,10.08,3,3.0,2,2,126.323333333,3
16.0,10.08,3,3.0,3,3,127.3975,12
16.0,10.08,3,3.0,4,4,128.0,1
16.0,10.08,3,4.0,2,2,128.0725,4
16.0,10.08,3,4.0,3,3,127.209375,16
16.0,10.08,3,5.0,2,2,129.962,5
16.0,10.08,3,5.0,3,3,128.685714286,7
16.0,10.08,3,5.0,4,4,129.727142857,7
16.0,10.08,5,1.0,3,3,127.67,1
16.0,10.08,5,2.0,2,2,128.812222222,9
16.0,10.08,5,2.0,3,3,129.3,1
16.0,10.08,5,2.0,4,4,128.326153846,13
16.0,10.08,5,3.0,3,3,128.648125,16
16.0,10.08,5,4.0,2,2,129.485,4
16.0,10.08,5,4.0,3,3,129.903846154,13
16.0,10.08,5,5.0,2,2,130.5,6
16.0,10.08,5,5.0,3,3,130.438888889,9
16.0,10.08,5,5.0,4,4,129.376666667,6
16.0,10.08,5,6.0,2,2,133.43,1
16.0,10.08,6,2.0,2,2,131.306666667,3
16.0,10.08,6,2.0,4,4,130.76,4
16.0,10.08,6,3.0,2,2,131.97,1
16.0,10.08,6,3.0,3,3,131.511538462,13
16.0,10.08,6,3.0,4,4,130.84,1
16.0,10.08,6,4.0,2,2,134.275,2
16.0,10.08,6,4.0,3,3,131.453333333,6
16.0,10.08,6,5.0,2,2,133.305,4
16.0,10.08,6,5.0,3,3,133.181666667,6
16.0,10.08,6,5.0,4,4,134.785,2
16.0,10.08,8,2.0,2,2,140.615,2
16.0,10.08,8,2.0,4,4,136.766666667,3
16.0,10.08,8,3.0,2,2,135.87,1
16.0,10.08,8,4.0,3,3,134.97,1
16.0,10.08,8,5.0,2,2,136.41,1
16.0,10.08,8,5.0,3,3,134.86,1
16.0,10.08,9,2.0,2,2,140.81,1
16.0,10.08,9,2.0,4,4,139.81,1
16.0,10.08,9,3.0,3,3,137.76,3
16.0,10.08,9,5.0,2,2,140.02,1
16.0,10.08,9,5.0,3,3,136.65,1
16.0,12.05,2,1.0,2,2,153.27,1
16.0,12.05,2,2.0,4,4,155.11,1
16.0,12.05,3,1.0,2,2,154.2325,12
16.0,12.05,3,1.0,4,4,154.761666667,6
16.0,12.05,3,2.0,4,4,155.54375,8
16.0,12.05,3,3.0,3,3,159.68,3
16.0,12.05,3,4.0,2,2,157.6975,4
16.0,12.05,3,4.0,3,3,158.156,5
16.0,12.05,3,4.0,4,4,161.241818182,11
16.0,12.05,3,5.0,2,2,158.745,2
16.0,12.05,3,5.0,3,3,159.04,8
16.0,12.05,3,5.0,4,4,157.391666667,6
16.0,12.05,5,1.0,2,2,157.2625,12
16.0,12.05,5,1.0,4,4,157.126,5
16.0,12.05,5,2.0,2,2,159.8,1
16.0,12.05,5,2.0,4,4,158.058,5
16.0,12.05,5,3.0,3,3,162.826666667,3
16.0,12.05,5,3.0,4,4,159.388333333,6
16.0,12.05,5,4.0,2,2,158.506666667,3
16.0,12.05,5,4.0,3,3,160.18,2
16.0,12.05,5,4.0,4,4,161.427,10
16.0,12.05,5,5.0,2,2,163.64,1
16.0,12.05,5,5.0,3,3,160.249285714,14
16.0,12.05,5,5.0,4,4,160.088,5
16.0,12.05,6,1.0,2,2,160.5,4
16.0,12.05,6,1.0,4,4,160.07,3
16.0,12.05,6,2.0,4,4,160.365,2
16.0,12.05,6,3.0,4,4,162.403333333,3
16.0,12.05,6,4.0,2,2,162.8,1
16.0,12.05,6,4.0,3,3,163.0375,4
16.0,12.05,6,4.0,4,4,164.2,8
16.0,12.05,6,5.0,3,3,163.432,10
16.0,12.05,8,1.0,2,2,163.26,2
16.0,12.05,8,1.0,4,4,165.01,1
16.0,12.05,8,3.0,3,3,171.85,1
16.0,12.05,8,3.0,4,4,172.66,1
16.0,12.05,8,4.0,4,4,166.89,1
16.0,12.05,8,5.0,3,3,169.25,1
16.0,12.05,9,4.0,3,3,168.23,1
16.0,12.05,9,5.0,3,3,172.51,1
18.0,5.0,2,4.0,3,3,58.88,3
18.0,5.0,2,5.0,1,1,60.55,1
18.0,5.0,2,5.0,2,2,59.41,1
18.0,5.0,2,5.0,3,3,59.334,5
18.0,5.0,2,5.0,4,4,58.18,1
18.0,5.0,2,6.0,1,1,60.3433333333,3
18.0,5.0,2,6.0,2,2,58.99,1
18.0,5.0,2,6.0,3,3,60.19,1
18.0,5.0,2,7.0,3,3,58.43,1
18.0,5.0,3,2.0,1,1,59.61,1
18.0,5.0,3,4.0,1,1,61.255,4
18.0,5.0,3,4.0,2,2,59.345,2
18.0,5.0,3,4.0,3,3,59.145,4
18.0,5.0,3,4.0,4,4,59.97,2
18.0,5.0,3,5.0,1,1,59.9308333333,12
18.0,5.0,3,5.0,2,2,59.7733333333,6
18.0,5.0,3,5.0,3,3,59.4918181818,22
18.0,5.0,3,5.0,4,4,58.865,2
18.0,5.0,3,6.0,1,1,60.495,16
18.0,5.0,3,6.0,2,2,60.406,5
18.0,5.0,3,6.0,3,3,59.51875,8
18.0,5.0,3,6.0,4,4,59.3533333333,3
18.0,5.0,5,4.0,1,1,60.61,2
18.0,5.0,5,4.0,3,3,60.87,1
18.0,5.0,5,4.0,4,4,58.8,1
18.0,5.0,5,5.0,1,1,60.355,4
18.0,5.0,5,5.0,2,2,60.4333333333,3
18.0,5.0,5,5.0,3,3,60.575,6
18.0,5.0,5,6.0,1,1,61.6,4
18.0,5.0,5,6.0,2,2,59.88,2
18.0,5.0,5,6.0,3,3,60.3466666667,3
18.0,5.0,5,6.0,4,4,61.42,1
18.0,5.0,6,4.0,1,1,64.03,1
18.0,5.0,6,4.0,4,4,60.46,1
18.0,5.0,6,5.0,1,1,61.49,2
18.0,5.0,6,5.0,2,2,61.06,2
18.0,5.0,6,5.0,3,3,61.4925,4
18.0,5.0,6,6.0,1,1,62.99,3
18.0,5.0,6,6.0,2,2,63.055,2
18.0,5.0,8,3.0,3,3,61.58,1
18.0,5.0,8,4.0,2,2,63.21,1
18.0,5.0,8,4.0,3,3,61.41,1
18.0,5.0,8,5.0,1,1,63.985,4
18.0,5.0,8,5.0,3,3,63.04,4
18.0,5.0,8,6.0,1,1,63.49,2
18.0,5.0,8,6.0,2,2,64.48,2
18.0,5.0,8,6.0,3,3,61.94,2
18.0,5.0,9,5.0,1,1,64.89,1
18.0,5.0,9,5.0,4,4,63.13,1
18.0,6.0,2,3.0,3,3,69.38,1
18.0,6.0,2,4.0,1,1,71.4333333333,3
18.0,6.0,2,4.0,2,2,71.96,1
18.0,6.0,2,5.0,1,1,72.4733333333,3
18.0,6.0,2,5.0,2,2,71.6283333333,6
18.0,6.0,2,5.0,3,3,71.6775,4
18.0,6.0,2,5.0,4,4,71.07,2
18.0,6.0,2,6.0,1,1,71.67,1
18.0,6.0,2,6.0,2,2,71.27,1
18.0,6.0,2,6.0,3,3,71.5575,4
18.0,6.0,2,6.0,4,4,71.63,1
18.0,6.0,2,7.0,3,3,72.1,1
18.0,6.0,3,4.0,1,1,73.14,2
18.0,6.0,3,4.0,2,2,72.03,4
18.0,6.0,3,4.0,3,3,70.735,2
18.0,6.0,3,4.0,4,4,72.48,4
18.0,6.0,3,5.0,1,1,72.3916666667,12
18.0,6.0,3,5.0,2,2,72.609,10
18.0,6.0,3,5.0,3,3,71.6633333333,15
18.0,6.0,3,5.0,4,4,71.6766666667,3
18.0,6.0,3,6.0,1,1,73.2375,4
18.0,6.0,3,6.0,2,2,73.0654545455,11
18.0,6.0,3,6.0,3,3,72.202,20
18.0,6.0,3,6.0,4,4,71.6266666667,3
18.0,6.0,5,2.0,3,3,71.99,1
18.0,6.0,5,4.0,1,1,74.0,3
18.0,6.0,5,4.0,2,2,73.805,2
18.0,6.0,5,4.0,3,3,72.26,3
18.0,6.0,5,4.0,4,4,72.74,1
18.0,6.0,5,5.0,1,1,74.01,2
18.0,6.0,5,5.0,2,2,72.95,4
18.0,6.0,5,5.0,3,3,72.8633333333,3
18.0,6.0,5,6.0,1,1,72.79,1
18.0,6.0,5,6.0,2,2,73.5433333333,3
18.0,6.0,5,6.0,3,3,72.6716666667,6
18.0,6.0,5,6.0,4,4,73.09,1
18.0,6.0,6,4.0,3,3,74.74,1
18.0,6.0,6,4.0,4,4,73.88,1
18.0,6.0,6,5.0,1,1,74.4033333333,3
18.0,6.0,6,5.0,2,2,75.1325,4
18.0,6.0,6,5.0,3,3,74.34,3
18.0,6.0,6,5.0,4,4,73.37,2
18.0,6.0,6,6.0,2,2,74.6075,4
18.0,6.0,6,6.0,3,3,75.525,2
18.0,6.0,6,6.0,4,4,75.06,1
18.0,6.0,8,4.0,1,1,76.85,1
18.0,6.0,8,4.0,3,3,76.88,2
18.0,6.0,8,5.0,1,1,77.5,2
18.0,6.0,8,5.0,2,2,77.29,3
18.0,6.0,8,5.0,3,3,75.1933333333,3
18.0,6.0,8,6.0,2,2,77.8,1
18.0,6.0,8,6.0,3,3,76.42,4
18.0,6.0,8,6.0,4,4,75.39,1
18.0,6.0,9,4.0,4,4,75.07,1
18.0,6.0,9,5.0,3,3,76.72,1
18.0,6.0,9,6.0,2,2,78.99,1
18.0,6.86,3,4.0,2,2,85.34,1
18.0,6.86,3,4.0,3,3,83.8,1
18.0,6.86,3,5.0,3,3,85.55,1
18.0,6.86,3,6.0,1,1,86.37,2
18.0,6.86,9,4.0,3,3,99.805,2
18.0,7.0,2,4.0,1,1,86.39,1
18.0,7.0,2,4.0,3,3,84.4,1
18.0,7.0,2,4.0,4,4,85.55,1
18.0,7.0,2,5.0,1,1,86.38,9
18.0,7.0,2,5.0,2,2,85.53,3
18.0,7.0,2,5.0,3,3,85.12,2
18.0,7.0,2,6.0,1,1,86.6066666667,3
18.0,7.0,2,6.0,2,2,85.8166666667,9
18.0,7.0,2,6.0,3,3,84.55,1
18.0,7.0,3,3.0,3,3,85.96,1
18.0,7.0,3,4.0,1,1,87.465,14
18.0,7.0,3,4.0,2,2,86.2333333333,6
18.0,7.0,3,4.0,3,3,86.3292857143,14
18.0,7.0,3,4.0,4,4,85.51,2
18.0,7.0,3,5.0,1,1,87.1290909091,22
18.0,7.0,3,5.0,2,2,86.2611111111,9
18.0,7.0,3,5.0,3,3,86.7366666667,12
18.0,7.0,3,6.0,1,1,87.1888888889,18
18.0,7.0,3,6.0,2,2,87.5323076923,13
18.0,7.0,3,6.0,3,3,86.225,10
18.0,7.0,3,6.0,4,4,87.0,1
18.0,7.0,5,3.0,4,4,86.68,1
18.0,7.0,5,4.0,1,1,88.095,8
18.0,7.0,5,4.0,2,2,87.92,4
18.0,7.0,5,4.0,3,3,86.33,3
18.0,7.0,5,5.0,1,1,87.795,6
18.0,7.0,5,5.0,2,2,87.0233333333,3
18.0,7.0,5,5.0,3,3,87.19625,8
18.0,7.0,5,5.0,4,4,86.63,1
18.0,7.0,5,6.0,1,1,88.924,10
18.0,7.0,5,6.0,2,2,88.0325,4
18.0,7.0,6,4.0,2,2,88.46,2
18.0,7.0,6,4.0,3,3,91.92,1
18.0,7.0,6,4.0,4,4,87.27,1
18.0,7.0,6,5.0,1,1,88.75,5
18.0,7.0,6,5.0,2,2,87.98,1
18.0,7.0,6,5.0,3,3,89.5071428571,7
18.0,7.0,6,5.0,4,4,88.13,1
18.0,7.0,6,6.0,1,1,90.1833333333,3
18.0,7.0,6,6.0,2,2,90.296,5
18.0,7.0,8,4.0,3,3,91.3916666667,6
18.0,7.0,8,5.0,1,1,91.1922222222,9
18.0,7.0,8,5.0,2,2,90.01,1
18.0,7.0,8,5.0,3,3,90.12,2
18.0,7.0,8,5.0,4,4,90.77,1
18.0,7.0,8,6.0,2,2,91.98,3
18.0,7.0,8,6.0,3,3,90.0866666667,3
18.0,9.68,2,3.0,3,3,125.61,1
18.0,9.68,2,4.0,2,2,122.893333333,3
18.0,9.68,2,4.0,3,3,121.09,1
18.0,9.68,2,4.0,4,4,120.04,1
18.0,9.68,2,5.0,2,2,125.24,2
18.0,9.68,2,5.0,3,3,123.708,5
18.0,9.68,2,5.0,4,4,121.49,1
18.0,9.68,2,6.0,2,2,123.005,2
18.0,9.68,2,6.0,3,3,122.696666667,3
18.0,9.68,2,6.0,4,4,122.48,1
18.0,9.68,3,3.0,2,2,123.64,2
18.0,9.68,3,3.0,3,3,123.33625,8
18.0,9.68,3,4.0,2,2,125.5875,8
18.0,9.68,3,4.0,3,3,122.945,6
18.0,9.68,3,4.0,4,4,125.74,3
18.0,9.68,3,5.0,2,2,124.431818182,11
18.0,9.68,3,5.0,3,3,124.190833333,24
18.0,9.68,3,5.0,4,4,124.791666667,6
18.0,9.68,3,6.0,2,2,125.1325,8
18.0,9.68,3,6.0,3,3,124.2625,8
18.0,9.68,3,6.0,4,4,125.373333333,3
18.0,9.68,5,3.0,2,2,125.21,1
18.0,9.68,5,3.0,3,3,125.37,1
18.0,9.68,5,4.0,2,2,126.164,5
18.0,9.68,5,4.0,3,3,125.163333333,3
18.0,9.68,5,5.0,2,2,126.336666667,3
18.0,9.68,5,5.0,3,3,126.907777778,9
18.0,9.68,5,6.0,2,2,125.773333333,3
18.0,9.68,5,6.0,3,3,125.536666667,3
18.0,9.68,6,4.0,3,3,130.79,1
18.0,9.68,6,5.0,2,2,130.18,6
18.0,9.68,6,5.0,3,3,127.476,5
18.0,9.68,6,5.0,4,4,132.796666667,3
18.0,9.68,6,6.0,2,2,128.77,1
18.0,9.68,6,6.0,3,3,129.38,1
18.0,9.68,6,6.0,4,4,131.39,1
18.0,9.68,8,3.0,3,3,129.52,1
18.0,9.68,8,4.0,2,2,132.555,2
18.0,9.68,8,4.0,3,3,129.13,1
18.0,9.68,8,5.0,3,3,133.106666667,3
18.0,9.68,8,5.0,4,4,133.393333333,3
18.0,9.68,8,6.0,2,2,133.72,2
18.0,9.68,8,6.0,3,3,132.893333333,3
18.0,12.0,2,3.0,2,2,157.455,2
18.0,12.0,2,4.0,4,4,157.23,1
18.0,12.0,2,5.0,2,2,155.306666667,3
18.0,12.0,2,5.0,3,3,158.05,1
18.0,12.0,2,6.0,2,2,158.503333333,3
18.0,12.0,2,6.0,3,3,160.09,1
18.0,12.0,2,6.0,4,4,157.1775,4
18.0,12.0,3,4.0,3,3,159.66,4
18.0,12.0,3,4.0,4,4,159.28,1
18.0,12.0,3,5.0,2,2,159.211,10
18.0,12.0,3,5.0,3,3,160.685,14
18.0,12.0,3,5.0,4,4,159.955,2
18.0,12.0,3,6.0,2,2,159.366923077,13
18.0,12.0,3,6.0,3,3,161.5925,4
18.0,12.0,3,6.0,4,4,160.1925,8
18.0,12.0,5,4.0,3,3,160.96,1
18.0,12.0,5,4.0,4,4,164.8,1
18.0,12.0,5,5.0,2,2,164.966666667,3
18.0,12.0,5,5.0,3,3,161.15,7
18.0,12.0,5,5.0,4,4,169.11,1
18.0,12.0,5,6.0,2,2,161.793333333,3
18.0,12.0,5,6.0,3,3,161.915,4
18.0,12.0,5,6.0,4,4,163.896,5
18.0,12.0,6,5.0,2,2,165.44,2
18.0,12.0,6,5.0,3,3,166.944,5
18.0,12.0,6,5.0,4,4,167.38,1
18.0,12.0,6,6.0,2,2,164.13,1
18.0,12.0,6,6.0,3,3,166.47,1
18.0,12.0,6,6.0,4,4,171.593333333,3
18.0,12.0,8,4.0,3,3,171.045,2
18.0,12.0,8,5.0,2,2,165.47,1
18.0,12.0,8,5.0,3,3,170.38,2
18.0,12.0,8,5.0,4,4,176.87,1
18.0,12.0,8,6.0,2,2,168.11,1
18.0,12.0,8,6.0,3,3,172.41,1
18.0,12.0,8,6.0,4,4,168.8,1
18.0,12.0,9,5.0,4,4,177.295,2
18.0,15.42,2,5.0,4,4,203.64,1
18.0,15.42,3,5.0,3,3,206.18375,8
18.0,15.42,3,5.0,4,4,206.586,5
18.0,15.42,3,6.0,3,3,207.02,3
18.0,15.42,3,6.0,4,4,207.5,1
18.0,15.42,5,5.0,4,4,208.466666667,3
18.0,15.42,5,6.0,3,3,207.93,1
18.0,15.42,5,6.0,4,4,211.5,1
18.0,15.42,5,7.0,3,3,217.3,1
18.0,15.42,6,5.0,3,3,215.74,1
18.0,15.42,6,5.0,4,4,219.075,2
18.0,15.42,8,5.0,4,4,222.7,2
18.0,15.42,8,6.0,3,3,219.48,1
18.0,16.42,2,6.0,4,4,217.43,1
18.0,16.42,3,4.0,3,3,218.72,1
18.0,16.42,3,4.0,4,4,217.93,1
18.0,16.42,3,5.0,3,3,216.01,1
18.0,16.42,3,5.0,4,4,219.82,2
18.0,16.42,3,6.0,2,2,220.16,2
18.0,16.42,3,6.0,3,3,223.826,5
18.0,16.42,3,6.0,4,4,219.216666667,3
18.0,16.42,5,4.0,4,4,222.04,1
18.0,16.42,5,5.0,4,4,224.11,1
18.0,16.42,5,6.0,2,2,224.245,2
18.0,16.42,5,6.0,3,3,222.16,2
18.0,16.42,5,6.0,4,4,229.51,1
18.0,16.42,6,6.0,3,3,226.73,1
18.0,16.42,6,6.0,4,4,233.74,1
18.0,16.42,8,5.0,4,4,232.23,1
20.0,5.0,2,1.0,3,3,56.83,1
20.0,5.0,2,3.0,2,2,57.52,1
20.0,5.0,2,3.0,4,4,57.02,1
20.0,5.0,2,5.0,3,3,58.32,1
20.0,5.0,3,1.0,1,1,58.2125,4
20.0,5.0,3,1.0,3,3,56.9233333333,9
20.0,5.0,3,2.0,1,1,59.57,1
20.0,5.0,3,2.0,4,4,58.56,1
20.0,5.0,3,3.0,2,2,58.04375,8
20.0,5.0,3,3.0,4,4,57.1233333333,6
20.0,5.0,3,4.0,1,1,59.344,5
20.0,5.0,3,4.0,2,2,58.555,2
20.0,5.0,3,4.0,3,3,57.925,2
20.0,5.0,3,4.0,4,4,57.9566666667,3
20.0,5.0,3,5.0,1,1,59.2371428571,7
20.0,5.0,3,5.0,2,2,58.0883333333,12
20.0,5.0,3,5.0,3,3,58.5569230769,13
20.0,5.0,5,1.0,1,1,58.54,9
20.0,5.0,5,1.0,3,3,57.9,4
20.0,5.0,5,2.0,1,1,58.74,1
20.0,5.0,5,2.0,3,3,58.39,1
20.0,5.0,5,2.0,4,4,57.865,2
20.0,5.0,5,3.0,1,1,60.43,1
20.0,5.0,5,3.0,2,2,58.23,6
20.0,5.0,5,3.0,3,3,59.26,1
20.0,5.0,5,3.0,4,4,58.2557142857,7
20.0,5.0,5,4.0,1,1,60.24,4
20.0,5.0,5,4.0,2,2,59.33,1
20.0,5.0,5,4.0,4,4,58.22,2
20.0,5.0,5,5.0,1,1,60.12,6
20.0,5.0,5,5.0,2,2,58.925,4
20.0,5.0,5,5.0,3,3,58.3275,4
20.0,5.0,5,5.0,4,4,58.06,1
20.0,5.0,5,6.0,4,4,59.0825,4
20.0,5.0,6,1.0,1,1,58.83,2
20.0,5.0,6,1.0,3,3,58.52,1
20.0,5.0,6,2.0,3,3,59.83,1
20.0,5.0,6,3.0,3,3,60.0,1
20.0,5.0,6,3.0,4,4,59.0433333333,3
20.0,5.0,6,4.0,1,1,61.825,2
20.0,5.0,6,4.0,2,2,59.36,1
20.0,5.0,6,4.0,4,4,59.6,1
20.0,5.0,6,5.0,1,1,60.8066666667,3
20.0,5.0,6,5.0,2,2,60.285,2
20.0,5.0,6,5.0,3,3,60.1033333333,3
20.0,5.0,8,1.0,1,1,62.07,1
20.0,5.0,8,1.0,3,3,60.84,1
20.0,5.0,8,2.0,3,3,61.26,1
20.0,5.0,8,3.0,4,4,60.3,2
20.0,5.0,8,4.0,2,2,63.18,1
20.0,5.0,8,5.0,1,1,62.435,2
20.0,5.0,8,5.0,2,2,61.37,1
20.0,5.0,8,5.0,3,3,61.1885714286,7
20.0,5.0,9,5.0,3,3,62.78,1
20.0,6.0,2,1.0,1,1,70.68,1
20.0,6.0,2,2.0,3,3,69.74,1
20.0,6.0,2,3.0,3,3,70.43,1
20.0,6.0,2,4.0,1,1,71.815,2
20.0,6.0,2,4.0,3,3,70.745,2
20.0,6.0,3,1.0,1,1,70.9977777778,9
20.0,6.0,3,1.0,3,3,70.35,8
20.0,6.0,3,2.0,1,1,72.0323076923,13
20.0,6.0,3,2.0,3,3,70.51,24
20.0,6.0,3,3.0,1,1,72.3083333333,6
20.0,6.0,3,3.0,3,3,70.965,10
20.0,6.0,3,4.0,1,1,72.7244444444,36
20.0,6.0,3,4.0,2,2,71.895,6
20.0,6.0,3,4.0,3,3,71.1308333333,12
20.0,6.0,3,4.0,4,4,71.48,5
20.0,6.0,3,5.0,1,1,72.62625,24
20.0,6.0,3,5.0,2,2,71.735,2
20.0,6.0,3,5.0,3,3,71.9514285714,7
20.0,6.0,3,5.0,4,4,71.698,5
20.0,6.0,5,1.0,1,1,71.91,5
20.0,6.0,5,2.0,1,1,72.454,15
20.0,6.0,5,2.0,3,3,71.5464705882,17
20.0,6.0,5,3.0,1,1,73.89,3
20.0,6.0,5,3.0,3,3,72.0633333333,18
20.0,6.0,5,4.0,1,1,73.444,25
20.0,6.0,5,4.0,2,2,72.4009090909,11
20.0,6.0,5,4.0,3,3,72.0733333333,6
20.0,6.0,5,4.0,4,4,71.78,7
20.0,6.0,5,5.0,1,1,73.4168,25
20.0,6.0,5,5.0,2,2,73.0333333333,3
20.0,6.0,5,5.0,3,3,72.7671428571,7
20.0,6.0,5,5.0,4,4,72.5742857143,7
20.0,6.0,5,6.0,3,3,72.35,1
20.0,6.0,6,1.0,1,1,73.02,1
20.0,6.0,6,1.0,3,3,71.62,1
20.0,6.0,6,2.0,1,1,72.59,1
20.0,6.0,6,2.0,3,3,73.09,3
20.0,6.0,6,3.0,1,1,73.685,2
20.0,6.0,6,3.0,3,3,73.258,15
20.0,6.0,6,4.0,1,1,74.9222222222,9
20.0,6.0,6,4.0,2,2,76.27,1
20.0,6.0,6,4.0,3,3,74.1925,4
20.0,6.0,6,4.0,4,4,72.21,1
20.0,6.0,6,5.0,1,1,75.1625,12
20.0,6.0,6,5.0,2,2,74.72,2
20.0,6.0,6,5.0,3,3,74.055,4
20.0,6.0,8,1.0,3,3,74.85,1
20.0,6.0,8,2.0,1,1,74.54,2
20.0,6.0,8,2.0,3,3,73.1,1
