racecourse,distance,going,raceclass,age_cond,age_cond,wintime,count
29.0,8.04,6,4.0,3,3,103.17,1
29.0,8.04,6,4.0,4,4,101.94,1
29.0,8.04,6,5.0,2,2,103.843333333,3
29.0,8.04,6,5.0,3,3,105.64,1
29.0,8.04,6,6.0,2,2,101.4,1
29.0,8.04,6,6.0,3,3,101.9175,8
29.0,8.04,8,3.0,2,2,107.39,1
29.0,8.04,8,4.0,1,1,107.94,1
29.0,8.04,8,4.0,2,2,107.08,1
29.0,8.04,8,4.0,3,3,103.875,2
29.0,8.04,8,5.0,2,2,106.23,2
29.0,8.04,8,6.0,2,2,103.45,1
29.0,8.04,8,6.0,3,3,107.73,2
29.0,8.04,9,5.0,3,3,103.91,1
29.0,8.04,9,6.0,3,3,104.0,1
29.0,8.27,2,5.0,2,2,103.12,2
29.0,8.27,2,5.0,3,3,102.49,1
29.0,8.27,2,6.0,2,2,102.59,1
29.0,8.27,2,6.0,3,3,104.075,2
29.0,8.27,3,3.0,3,3,103.026666667,3
29.0,8.27,3,3.0,4,4,102.52,1
29.0,8.27,3,4.0,1,1,105.567142857,7
29.0,8.27,3,4.0,2,2,104.85,2
29.0,8.27,3,4.0,3,3,103.184444444,9
29.0,8.27,3,4.0,4,4,101.89,1
29.0,8.27,3,5.0,2,2,105.2475,12
29.0,8.27,3,5.0,3,3,104.167692308,13
29.0,8.27,3,6.0,1,1,104.44,2
29.0,8.27,3,6.0,2,2,104.887142857,7
29.0,8.27,3,6.0,3,3,104.184285714,7
29.0,8.27,5,2.0,3,3,104.82,1
29.0,8.27,5,3.0,2,2,104.59,1
29.0,8.27,5,3.0,3,3,105.3,1
29.0,8.27,5,4.0,1,1,106.38,9
29.0,8.27,5,4.0,2,2,105.12,4
29.0,8.27,5,4.0,3,3,104.763333333,3
29.0,8.27,5,5.0,2,2,105.91,9
29.0,8.27,5,5.0,3,3,104.886,5
29.0,8.27,5,5.0,4,4,106.3,1
29.0,8.27,5,6.0,2,2,105.87,2
29.0,8.27,5,6.0,3,3,105.873333333,6
29.0,8.27,6,3.0,3,3,106.685,2
29.0,8.27,6,4.0,1,1,109.06,1
29.0,8.27,6,4.0,2,2,106.87,1
29.0,8.27,6,4.0,4,4,114.62,1
29.0,8.27,6,5.0,1,1,109.66,2
29.0,8.27,6,5.0,2,2,108.287142857,7
29.0,8.27,6,5.0,3,3,107.013333333,3
29.0,8.27,6,5.0,4,4,107.865,2
29.0,8.27,6,6.0,2,2,107.7275,4
29.0,8.27,6,6.0,3,3,108.06,1
29.0,8.27,8,2.0,3,3,109.6025,4
29.0,8.27,8,3.0,3,3,106.835,2
29.0,8.27,8,4.0,1,1,109.483333333,3
29.0,8.27,8,5.0,3,3,108.915,2
29.0,8.27,8,5.0,4,4,111.3,1
29.0,8.27,8,6.0,1,1,111.52,2
29.0,8.27,8,6.0,2,2,111.78,1
29.0,8.27,9,3.0,3,3,109.85,2
29.0,8.27,9,4.0,1,1,113.72,2
29.0,8.27,9,5.0,4,4,113.55,1
29.0,8.27,9,6.0,1,1,113.26,1
29.0,9.99,2,3.0,2,2,124.14,1
29.0,9.99,2,4.0,3,3,123.396666667,3
29.0,9.99,2,4.0,4,4,125.49,1
29.0,9.99,2,5.0,2,2,126.705,2
29.0,9.99,2,5.0,3,3,127.415,2
29.0,9.99,2,5.0,4,4,125.77,3
29.0,9.99,2,6.0,2,2,127.085,2
29.0,9.99,2,6.0,3,3,127.81,1
29.0,9.99,3,3.0,1,1,128.295,4
29.0,9.99,3,3.0,2,2,124.893333333,6
29.0,9.99,3,3.0,3,3,125.32,2
29.0,9.99,3,4.0,2,2,126.619375,16
29.0,9.99,3,4.0,3,3,126.616785714,28
29.0,9.99,3,4.0,4,4,126.495714286,7
29.0,9.99,3,5.0,2,2,126.857333333,15
29.0,9.99,3,5.0,3,3,126.4412,25
29.0,9.99,3,5.0,4,4,127.1825,12
29.0,9.99,3,6.0,2,2,127.794285714,21
29.0,9.99,3,6.0,3,3,127.41,2
29.0,9.99,3,6.0,4,4,126.83,1
29.0,9.99,5,2.0,1,1,129.04,1
29.0,9.99,5,3.0,1,1,129.675,2
29.0,9.99,5,3.0,2,2,127.45,2
29.0,9.99,5,3.0,3,3,127.95,1
29.0,9.99,5,4.0,2,2,127.81,6
29.0,9.99,5,4.0,3,3,126.868888889,9
29.0,9.99,5,4.0,4,4,128.003333333,6
29.0,9.99,5,5.0,2,2,128.759230769,13
29.0,9.99,5,5.0,3,3,128.886428571,14
29.0,9.99,5,5.0,4,4,128.682727273,11
29.0,9.99,5,6.0,2,2,129.588125,16
29.0,9.99,5,6.0,3,3,127.93,1
29.0,9.99,5,6.0,4,4,127.995,6
29.0,9.99,6,3.0,1,1,133.5,4
29.0,9.99,6,3.0,2,2,133.59,2
29.0,9.99,6,4.0,2,2,131.856666667,6
29.0,9.99,6,4.0,3,3,130.072,10
29.0,9.99,6,4.0,4,4,132.25,1
29.0,9.99,6,5.0,2,2,131.853333333,3
29.0,9.99,6,5.0,3,3,130.60125,8
29.0,9.99,6,5.0,4,4,130.4025,4
29.0,9.99,6,6.0,2,2,131.324545455,11
29.0,9.99,6,6.0,3,3,132.59,1
29.0,9.99,8,3.0,2,2,133.02,1
29.0,9.99,8,4.0,2,2,132.655,2
29.0,9.99,8,4.0,3,3,132.303333333,3
29.0,9.99,8,4.0,4,4,131.92,2
29.0,9.99,8,5.0,2,2,131.54,1
29.0,9.99,8,5.0,3,3,131.466666667,6
29.0,9.99,8,5.0,4,4,133.975,6
29.0,9.99,8,6.0,2,2,134.234,5
29.0,9.99,8,6.0,3,3,132.91,1
29.0,9.99,9,3.0,1,1,136.28,1
29.0,9.99,9,3.0,2,2,135.56,1
29.0,9.99,9,5.0,3,3,135.096,5
29.0,9.99,9,6.0,2,2,134.34,1
29.0,11.83,2,1.0,4,4,146.51,1
29.0,11.83,2,3.0,2,2,150.585,2
29.0,11.83,2,4.0,3,3,152.16,3
29.0,11.83,2,5.0,2,2,153.42,2
29.0,11.83,2,5.0,3,3,152.42,1
29.0,11.83,2,5.0,4,4,152.04,1
29.0,11.83,2,6.0,4,4,153.495,2
29.0,11.83,3,1.0,4,4,150.03,1
29.0,11.83,3,2.0,2,2,150.34,1
29.0,11.83,3,3.0,2,2,152.48,6
29.0,11.83,3,3.0,3,3,152.6675,4
29.0,11.83,3,4.0,2,2,152.7775,8
29.0,11.83,3,4.0,3,3,152.755,10
29.0,11.83,3,4.0,4,4,152.138,5
29.0,11.83,3,5.0,2,2,152.977692308,13
29.0,11.83,3,5.0,3,3,153.003157895,19
29.0,11.83,3,5.0,4,4,152.424545455,11
29.0,11.83,3,6.0,3,3,156.38,1
29.0,11.83,3,6.0,4,4,153.149166667,12
29.0,11.83,5,1.0,2,2,151.01,1
29.0,11.83,5,1.0,4,4,156.77,1
29.0,11.83,5,2.0,2,2,153.46,1
29.0,11.83,5,3.0,2,2,155.325,6
29.0,11.83,5,3.0,3,3,150.415,2
29.0,11.83,5,4.0,2,2,153.665,4
29.0,11.83,5,4.0,3,3,153.656666667,6
29.0,11.83,5,4.0,4,4,153.12,2
29.0,11.83,5,5.0,2,2,155.6775,8
29.0,11.83,5,5.0,3,3,154.724,10
29.0,11.83,5,5.0,4,4,153.877142857,7
29.0,11.83,5,6.0,2,2,155.233333333,3
29.0,11.83,5,6.0,4,4,154.826666667,3
29.0,11.83,6,1.0,4,4,151.78,1
29.0,11.83,6,2.0,2,2,156.99,3
29.0,11.83,6,3.0,2,2,155.085,2
29.0,11.83,6,4.0,2,2,159.466,5
29.0,11.83,6,4.0,3,3,156.635,2
29.0,11.83,6,4.0,4,4,159.395,2
29.0,11.83,6,5.0,2,2,158.93375,8
29.0,11.83,6,5.0,3,3,156.735,4
29.0,11.83,6,5.0,4,4,157.525,4
29.0,11.83,6,6.0,3,3,161.79,1
29.0,11.83,6,6.0,4,4,159.625,4
29.0,11.83,8,2.0,3,3,159.295,2
29.0,11.83,8,3.0,3,3,158.916666667,3
29.0,11.83,8,4.0,2,2,162.82,1
29.0,11.83,8,4.0,3,3,160.18,1
29.0,11.83,8,5.0,2,2,160.773333333,3
29.0,11.83,8,5.0,3,3,158.63,3
29.0,11.83,8,5.0,4,4,162.92,1
29.0,11.83,8,6.0,2,2,159.13,1
29.0,11.83,8,6.0,3,3,162.2,1
29.0,11.83,8,6.0,4,4,162.7725,4
29.0,11.83,9,2.0,2,2,158.51,1
29.0,11.83,9,3.0,3,3,159.06,1
29.0,11.83,9,6.0,2,2,162.22,1
30.0,5.0,1,1.0,4,4,57.0933333333,3
30.0,5.0,1,2.0,3,3,57.66,1
30.0,5.0,1,2.0,4,4,57.68,3
30.0,5.0,1,3.0,3,3,57.51,1
30.0,5.0,1,4.0,1,1,58.5033333333,3
30.0,5.0,1,4.0,2,2,58.855,2
30.0,5.0,1,4.0,3,3,58.355,6
30.0,5.0,1,4.0,4,4,57.8488888889,9
30.0,5.0,1,5.0,1,1,59.1653333333,15
30.0,5.0,1,5.0,2,2,59.175,8
30.0,5.0,1,5.0,3,3,58.5625,20
30.0,5.0,1,5.0,4,4,58.3290909091,11
30.0,5.0,1,6.0,1,1,58.8333333333,6
30.0,5.0,1,6.0,2,2,58.9163636364,11
30.0,5.0,1,6.0,3,3,58.568,20
30.0,5.0,1,6.0,4,4,58.6626086957,23
30.0,5.0,2,4.0,1,1,58.48,2
30.0,5.0,2,5.0,1,1,57.16,1
30.0,5.0,2,5.0,3,3,57.59,1
30.0,5.0,2,6.0,1,1,58.1233333333,3
30.0,5.0,3,4.0,1,1,58.8166666667,3
30.0,5.0,3,5.0,1,1,58.485,2
30.0,5.0,3,5.0,3,3,57.92,3
30.0,5.0,3,6.0,1,1,57.865,2
30.0,5.0,3,6.0,2,2,57.96,1
30.0,5.0,3,6.0,3,3,57.09,1
30.0,5.0,4,1.0,1,1,61.03,1
30.0,5.0,4,1.0,4,4,58.3383333333,6
30.0,5.0,4,2.0,1,1,59.7,1
30.0,5.0,4,2.0,2,2,59.52,2
30.0,5.0,4,2.0,3,3,58.95,6
30.0,5.0,4,2.0,4,4,58.1830769231,13
30.0,5.0,4,3.0,1,1,59.92,3
30.0,5.0,4,3.0,2,2,59.8533333333,3
30.0,5.0,4,3.0,3,3,58.9353333333,15
30.0,5.0,4,3.0,4,4,59.87,1
30.0,5.0,4,4.0,1,1,60.1557894737,19
30.0,5.0,4,4.0,2,2,59.7044,25
30.0,5.0,4,4.0,3,3,59.2859375,32
30.0,5.0,4,4.0,4,4,58.5616666667,12
30.0,5.0,4,5.0,1,1,59.7117073171,41
30.0,5.0,4,5.0,2,2,59.6481481481,27
30.0,5.0,4,5.0,3,3,59.0854098361,61
30.0,5.0,4,5.0,4,4,58.5483333333,18
30.0,5.0,4,6.0,1,1,60.132,25
30.0,5.0,4,6.0,2,2,59.9295,40
30.0,5.0,4,6.0,3,3,59.2953846154,39
30.0,5.0,4,6.0,4,4,58.9432432432,37
30.0,5.0,4,7.0,4,4,59.43,1
30.0,5.0,5,4.0,1,1,59.425,2
30.0,5.0,5,5.0,1,1,58.13,1
30.0,5.0,5,5.0,3,3,58.27,1
30.0,5.0,5,6.0,1,1,58.7766666667,3
30.0,5.0,6,3.0,4,4,59.66,1
30.0,5.0,6,4.0,1,1,59.31,1
30.0,5.0,6,4.0,3,3,58.87,1
30.0,5.0,7,5.0,2,2,61.66,1
30.0,5.0,7,6.0,2,2,60.55,1
30.0,5.0,8,4.0,1,1,60.79,2
30.0,5.0,8,5.0,1,1,61.84,1
30.0,5.0,8,5.0,3,3,61.26,1
30.0,5.03,1,2.0,2,2,57.4,1
30.0,5.03,1,2.0,4,4,57.4,1
30.0,5.03,1,3.0,2,2,58.0333333333,3
30.0,5.03,1,4.0,3,3,58.23,3
30.0,5.03,1,4.0,4,4,58.3366666667,3
30.0,5.03,1,5.0,1,1,59.0875,8
30.0,5.03,1,5.0,3,3,59.675,2
30.0,5.03,1,5.0,4,4,58.5066666667,3
30.0,5.03,1,6.0,2,2,59.1,2
30.0,5.03,1,6.0,3,3,58.8533333333,6
30.0,5.03,1,6.0,4,4,58.56,7
30.0,5.03,4,1.0,4,4,58.08,1
30.0,5.03,4,2.0,3,3,58.34,2
30.0,5.03,4,4.0,1,1,58.45,1
30.0,5.03,4,4.0,4,4,58.65,5
30.0,5.03,4,5.0,1,1,59.896,5
30.0,5.03,4,5.0,2,2,59.6333333333,3
30.0,5.03,4,5.0,3,3,58.5642857143,7
30.0,5.03,4,5.0,4,4,58.135,2
30.0,5.03,4,6.0,1,1,60.38,1
30.0,5.03,4,6.0,2,2,60.075,2
30.0,5.03,4,6.0,3,3,59.275,4
30.0,5.03,4,6.0,4,4,59.505,2
30.0,5.03,7,5.0,3,3,58.61,1
30.0,6.0,1,1.0,3,3,69.6033333333,3
30.0,6.0,1,1.0,4,4,70.354,5
30.0,6.0,1,2.0,3,3,70.15,4
30.0,6.0,1,2.0,4,4,69.9266666667,6
30.0,6.0,1,3.0,2,2,70.03,1
30.0,6.0,1,3.0,3,3,70.14125,8
30.0,6.0,1,3.0,4,4,70.782,5
30.0,6.0,1,4.0,1,1,71.5145454545,11
30.0,6.0,1,4.0,2,2,71.375,4
30.0,6.0,1,4.0,3,3,70.93,19
30.0,6.0,1,4.0,4,4,70.978,5
30.0,6.0,1,5.0,1,1,72.3389473684,19
30.0,6.0,1,5.0,2,2,72.3592857143,28
30.0,6.0,1,5.0,3,3,71.4463333333,30
30.0,6.0,1,5.0,4,4,71.2080769231,26
30.0,6.0,1,6.0,1,1,72.32125,16
30.0,6.0,1,6.0,2,2,72.1304347826,23
30.0,6.0,1,6.0,3,3,71.3926785714,56
30.0,6.0,1,6.0,4,4,71.5946153846,52
30.0,6.0,1,7.0,3,3,71.47,1
30.0,6.0,2,4.0,1,1,70.57,1
30.0,6.0,2,4.0,2,2,69.33,1
30.0,6.0,2,4.0,3,3,70.6,1
30.0,6.0,2,5.0,3,3,70.52,1
30.0,6.0,2,6.0,1,1,72.05,1
30.0,6.0,2,6.0,2,2,70.1,1
30.0,6.0,2,6.0,3,3,69.9166666667,3
30.0,6.0,3,2.0,2,2,70.62,1
30.0,6.0,3,4.0,1,1,71.4225,4
30.0,6.0,3,4.0,2,2,70.375,4
30.0,6.0,3,4.0,3,3,71.2366666667,3
30.0,6.0,3,5.0,1,1,71.645,2
30.0,6.0,3,5.0,3,3,71.005,2
30.0,6.0,3,6.0,1,1,71.8,2
30.0,6.0,3,6.0,3,3,70.9966666667,3
30.0,6.0,4,1.0,1,1,71.14,1
30.0,6.0,4,1.0,3,3,70.605,8
30.0,6.0,4,1.0,4,4,69.9633333333,3
30.0,6.0,4,2.0,1,1,72.2,4
30.0,6.0,4,2.0,2,2,72.22,1
30.0,6.0,4,2.0,3,3,71.0117647059,17
30.0,6.0,4,2.0,4,4,70.924,10
30.0,6.0,4,3.0,1,1,72.6855555556,9
30.0,6.0,4,3.0,2,2,72.272,10
30.0,6.0,4,3.0,3,3,71.5847826087,23
30.0,6.0,4,3.0,4,4,71.92375,8
30.0,6.0,4,4.0,1,1,72.8770212766,47
30.0,6.0,4,4.0,2,2,72.90525,40
30.0,6.0,4,4.0,3,3,72.1174193548,62
30.0,6.0,4,4.0,4,4,71.6626923077,26
30.0,6.0,4,5.0,1,1,72.960212766,47
30.0,6.0,4,5.0,2,2,72.6049295775,71
30.0,6.0,4,5.0,3,3,72.0492941176,85
30.0,6.0,4,5.0,4,4,71.9164814815,54
30.0,6.0,4,6.0,1,1,73.0202702703,37
30.0,6.0,4,6.0,2,2,72.8906779661,59
30.0,6.0,4,6.0,3,3,72.401965812,117
30.0,6.0,4,6.0,4,4,72.2792553191,94
30.0,6.0,4,7.0,3,3,72.4,1
30.0,6.0,4,7.0,4,4,72.07,1
30.0,6.0,5,2.0,2,2,70.38,1
30.0,6.0,5,4.0,2,2,70.88,3
30.0,6.0,5,5.0,1,1,72.0366666667,6
30.0,6.0,5,5.0,2,2,71.25,1
30.0,6.0,5,5.0,3,3,71.9666666667,3
30.0,6.0,5,6.0,1,1,72.7975,4
30.0,6.0,5,6.0,2,2,73.34,1
30.0,6.0,6,4.0,1,1,73.09,1
30.0,6.0,6,4.0,2,2,72.9666666667,3
30.0,6.0,6,5.0,1,1,72.325,2
30.0,6.0,6,5.0,2,2,73.3033333333,3
30.0,6.0,6,6.0,1,1,73.69,1
30.0,6.0,7,4.0,4,4,71.8,1
30.0,6.0,7,6.0,1,1,72.36,1
30.0,6.0,7,6.0,4,4,74.36,1
30.0,7.0,1,1.0,2,2,83.18,3
30.0,7.0,1,2.0,1,1,83.8,5
30.0,7.0,1,2.0,2,2,83.19,1
30.0,7.0,1,2.0,3,3,82.815,4
30.0,7.0,1,2.0,4,4,83.0508333333,12
30.0,7.0,1,3.0,1,1,85.3975,4
30.0,7.0,1,3.0,2,2,83.535,2
30.0,7.0,1,3.0,3,3,83.198,5
30.0,7.0,1,3.0,4,4,83.056,5
30.0,7.0,1,4.0,1,1,84.59,1
30.0,7.0,1,4.0,2,2,84.2516666667,6
30.0,7.0,1,4.0,3,3,83.681875,16
30.0,7.0,1,4.0,4,4,83.96125,8
30.0,7.0,1,5.0,1,1,85.0871666667,60
30.0,7.0,1,5.0,2,2,85.0928,25
30.0,7.0,1,5.0,3,3,84.762,35
30.0,7.0,1,5.0,4,4,84.109,30
30.0,7.0,1,6.0,1,1,85.059047619,21
30.0,7.0,1,6.0,2,2,85.1893548387,31
30.0,7.0,1,6.0,3,3,84.3755555556,72
30.0,7.0,1,6.0,4,4,84.3828571429,42
30.0,7.0,2,4.0,2,2,81.93,1
30.0,7.0,2,5.0,1,1,83.12,2
30.0,7.0,2,5.0,2,2,81.83,2
30.0,7.0,2,5.0,3,3,82.525,2
30.0,7.0,2,6.0,2,2,83.03,1
30.0,7.0,2,6.0,3,3,81.72,1
30.0,7.0,3,1.0,3,3,82.985,2
30.0,7.0,3,2.0,4,4,82.545,2
30.0,7.0,3,3.0,2,2,82.275,2
30.0,7.0,3,5.0,1,1,83.0733333333,3
30.0,7.0,3,5.0,3,3,84.34,1
30.0,7.0,3,5.0,4,4,82.92,4
30.0,7.0,3,6.0,1,1,83.59,2
30.0,7.0,3,6.0,2,2,82.5166666667,3
30.0,7.0,3,6.0,3,3,83.745,2
30.0,7.0,4,1.0,2,2,84.202,10
30.0,7.0,4,1.0,3,3,83.6475,4
30.0,7.0,4,1.0,4,4,84.21,1
30.0,7.0,4,2.0,1,1,85.1233333333,6
30.0,7.0,4,2.0,2,2,84.675,2
30.0,7.0,4,2.0,3,3,83.7714285714,14
30.0,7.0,4,2.0,4,4,83.9045,20
30.0,7.0,4,3.0,1,1,85.8464285714,14
30.0,7.0,4,3.0,2,2,85.6964285714,14
30.0,7.0,4,3.0,3,3,84.2237142857,35
30.0,7.0,4,3.0,4,4,84.2407142857,14
30.0,7.0,4,4.0,1,1,86.1561363636,44
30.0,7.0,4,4.0,2,2,85.8345238095,42
30.0,7.0,4,4.0,3,3,85.2928985507,69
30.0,7.0,4,4.0,4,4,84.4913953488,43
30.0,7.0,4,5.0,1,1,85.6987254902,102
30.0,7.0,4,5.0,2,2,85.8301904762,105
30.0,7.0,4,5.0,3,3,85.363960396,101
30.0,7.0,4,5.0,4,4,84.8253333333,45
30.0,7.0,4,6.0,1,1,86.20475,40
30.0,7.0,4,6.0,2,2,86.2701282051,78
30.0,7.0,4,6.0,3,3,85.4304166667,120
30.0,7.0,4,6.0,4,4,85.3330851064,94
30.0,7.0,5,1.0,3,3,83.152,5
30.0,7.0,5,2.0,4,4,83.3,2
30.0,7.0,5,3.0,2,2,83.15,1
30.0,7.0,5,4.0,1,1,83.465,2
30.0,7.0,5,4.0,3,3,82.9033333333,3
30.0,7.0,5,4.0,4,4,85.61,1
30.0,7.0,5,5.0,1,1,84.2325,4
30.0,7.0,5,5.0,2,2,83.64,2
30.0,7.0,5,5.0,3,3,85.47,2
30.0,7.0,5,5.0,4,4,84.16,2
30.0,7.0,5,6.0,2,2,83.48,2
30.0,7.0,5,6.0,3,3,84.325,2
30.0,7.0,6,1.0,3,3,85.41,1
30.0,7.0,6,4.0,4,4,87.35,1
30.0,7.0,6,5.0,1,1,84.98,1
30.0,7.0,6,5.0,2,2,84.24,2
30.0,7.0,6,5.0,3,3,85.78,2
30.0,7.0,6,5.0,4,4,87.88,1
30.0,7.0,6,6.0,3,3,86.555,2
30.0,7.0,7,4.0,4,4,87.62,1
30.0,7.0,7,6.0,3,3,88.28,1
30.0,7.0,8,1.0,3,3,86.115,2
30.0,7.0,8,2.0,4,4,88.77,1
30.0,7.0,8,4.0,3,3,87.48,1
30.0,7.0,8,4.0,4,4,87.42,1
30.0,7.0,8,5.0,1,1,88.98,1
30.0,7.0,8,5.0,2,2,88.3,2
30.0,7.64,2,4.0,2,2,89.72,1
30.0,7.64,2,5.0,2,2,90.52,1
30.0,7.64,2,5.0,3,3,90.01,1
30.0,7.64,2,6.0,1,1,91.36,1
30.0,7.64,2,6.0,3,3,89.62,1
30.0,7.64,3,3.0,3,3,89.75,1
30.0,7.64,3,4.0,2,2,90.78,1
30.0,7.64,3,5.0,3,3,89.75,1
30.0,7.64,3,6.0,1,1,91.02,1
30.0,7.64,3,6.0,3,3,89.11,1
30.0,7.64,5,3.0,3,3,91.08,1
30.0,7.64,5,3.0,4,4,94.09,1
30.0,7.64,5,4.0,3,3,91.26,1
30.0,7.64,5,5.0,2,2,92.23,1
30.0,7.64,5,5.0,3,3,91.87,2
30.0,7.64,5,6.0,1,1,91.33,1
30.0,7.64,5,6.0,2,2,90.96,1
30.0,7.64,5,6.0,3,3,91.27,1
30.0,7.64,6,3.0,3,3,93.83,1
30.0,7.64,6,3.0,4,4,95.04,1
30.0,7.64,6,4.0,4,4,94.65,1
30.0,7.64,6,5.0,4,4,94.8,1
30.0,7.64,6,6.0,3,3,94.73,1
30.0,7.64,8,3.0,4,4,94.7,1
30.0,7.64,8,6.0,1,1,97.85,1
30.0,7.64,8,6.0,2,2,98.14,1
30.0,8.0,1,1.0,2,2,95.915,4
30.0,8.0,1,1.0,3,3,95.712,5
30.0,8.0,1,2.0,2,2,97.09,2
30.0,8.0,1,2.0,3,3,95.636,5
30.0,8.0,1,2.0,4,4,95.695,12
30.0,8.0,1,3.0,1,1,97.17,1
30.0,8.0,1,3.0,3,3,96.2011111111,9
30.0,8.0,1,3.0,4,4,96.6669230769,13
30.0,8.0,1,4.0,1,1,97.4875,4
30.0,8.0,1,4.0,2,2,97.9922222222,9
30.0,8.0,1,4.0,3,3,97.0866666667,18
30.0,8.0,1,4.0,4,4,96.9758333333,12
30.0,8.0,1,5.0,1,1,98.12,44
30.0,8.0,1,5.0,2,2,98.0496774194,31
30.0,8.0,1,5.0,3,3,97.7875555556,45
30.0,8.0,1,5.0,4,4,97.546,30
30.0,8.0,1,6.0,1,1,98.6436363636,22
30.0,8.0,1,6.0,2,2,98.1733333333,30
30.0,8.0,1,6.0,3,3,97.8434146341,41
30.0,8.0,1,6.0,4,4,97.92,43
30.0,8.0,1,7.0,3,3,98.7,1
30.0,8.0,1,7.0,4,4,97.44,1
30.0,8.0,4,1.0,2,2,97.3444444444,9
30.0,8.0,4,1.0,3,3,97.97,7
30.0,8.0,4,1.0,4,4,96.952,5
30.0,8.0,4,2.0,1,1,98.61,1
30.0,8.0,4,2.0,2,2,97.45,4
30.0,8.0,4,2.0,3,3,97.4615384615,13
30.0,8.0,4,2.0,4,4,96.655,14
30.0,8.0,4,3.0,1,1,99.1491666667,12
30.0,8.0,4,3.0,2,2,99.184,5
30.0,8.0,4,3.0,3,3,97.9841666667,24
30.0,8.0,4,3.0,4,4,97.7645,20
30.0,8.0,4,4.0,1,1,99.6069565217,46
30.0,8.0,4,4.0,2,2,99.7289473684,38
30.0,8.0,4,4.0,3,3,98.4307594937,79
30.0,8.0,4,4.0,4,4,98.1019512195,41
30.0,8.0,4,5.0,1,1,99.312,45
30.0,8.0,4,5.0,2,2,99.2676842105,95
30.0,8.0,4,5.0,3,3,98.4317094017,117
30.0,8.0,4,5.0,4,4,98.3213432836,67
30.0,8.0,4,6.0,1,1,99.9672413793,29
30.0,8.0,4,6.0,2,2,99.6547252747,91
30.0,8.0,4,6.0,3,3,99.0579166667,72
30.0,8.0,4,6.0,4,4,98.5776699029,103
30.0,8.0,4,7.0,3,3,99.1066666667,3
30.0,8.0,4,7.0,4,4,98.51,1
30.0,8.0,7,3.0,3,3,97.12,1
30.0,8.0,7,4.0,3,3,101.8,1
30.0,8.0,7,5.0,1,1,98.38,1
30.0,8.0,7,6.0,4,4,98.99,2
30.0,9.0,2,3.0,3,3,114.19,1
30.0,9.0,2,4.0,2,2,113.98,1
30.0,9.0,2,4.0,3,3,113.785,2
30.0,9.0,3,6.0,2,2,115.29,1
30.0,9.0,5,6.0,2,2,116.87,1
30.0,9.0,6,5.0,4,4,116.37,1
30.0,9.0,6,6.0,2,2,119.01,1
30.0,9.0,6,6.0,3,3,118.15,1
30.0,10.0,1,1.0,3,3,123.208333333,6
30.0,10.0,1,1.0,4,4,121.7975,8
30.0,10.0,1,2.0,3,3,124.277142857,7
30.0,10.0,1,2.0,4,4,124.408333333,6
30.0,10.0,1,3.0,2,2,125.376666667,3
30.0,10.0,1,3.0,3,3,125.31,3
30.0,10.0,1,3.0,4,4,124.841666667,6
30.0,10.0,1,4.0,2,2,127.475555556,9
30.0,10.0,1,4.0,3,3,125.355,10
30.0,10.0,1,4.0,4,4,124.851428571,7
30.0,10.0,1,5.0,1,1,124.49,1
30.0,10.0,1,5.0,2,2,126.051463415,41
30.0,10.0,1,5.0,3,3,125.954333333,30
30.0,10.0,1,5.0,4,4,126.669333333,30
30.0,10.0,1,6.0,2,2,127.429285714,42
30.0,10.0,1,6.0,3,3,125.868269231,52
30.0,10.0,1,6.0,4,4,125.81673913,46
30.0,10.0,1,7.0,3,3,125.62,1
30.0,10.0,2,5.0,3,3,127.33,1
30.0,10.0,2,6.0,3,3,128.523333333,3
30.0,10.0,3,2.0,4,4,127.425,2
30.0,10.0,3,3.0,4,4,129.12,1
30.0,10.0,3,4.0,2,2,129.43,1
30.0,10.0,3,4.0,3,3,129.46,1
30.0,10.0,3,5.0,2,2,128.59,1
30.0,10.0,3,5.0,3,3,129.795,6
30.0,10.0,3,5.0,4,4,133.37,1
30.0,10.0,3,6.0,2,2,129.9,1
30.0,10.0,3,6.0,3,3,130.558333333,6
30.0,10.0,3,6.0,4,4,130.88,2
30.0,10.0,4,1.0,3,3,124.483809524,21
30.0,10.0,4,1.0,4,4,124.977777778,18
30.0,10.0,4,2.0,1,1,129.525,2
30.0,10.0,4,2.0,2,2,127.42,4
30.0,10.0,4,2.0,3,3,125.475,10
30.0,10.0,4,2.0,4,4,125.355517241,29
30.0,10.0,4,3.0,1,1,125.25,1
30.0,10.0,4,3.0,2,2,127.596333333,30
30.0,10.0,4,3.0,3,3,126.486363636,22
30.0,10.0,4,3.0,4,4,125.778965517,29
30.0,10.0,4,4.0,1,1,128.101428571,7
30.0,10.0,4,4.0,2,2,128.302,60
30.0,10.0,4,4.0,3,3,126.723913043,46
30.0,10.0,4,4.0,4,4,127.101272727,55
30.0,10.0,4,5.0,1,1,126.09,1
30.0,10.0,4,5.0,2,2,127.637037037,81
30.0,10.0,4,5.0,3,3,126.852058824,68
30.0,10.0,4,5.0,4,4,126.766829268,82
30.0,10.0,4,6.0,1,1,128.87,1
30.0,10.0,4,6.0,2,2,128.226268657,67
30.0,10.0,4,6.0,3,3,127.288738739,111
30.0,10.0,4,6.0,4,4,127.063125,128
30.0,10.0,4,7.0,3,3,127.836666667,3
30.0,10.0,5,2.0,4,4,130.453333333,3
30.0,10.0,5,4.0,2,2,128.97,1
