racecourse,age_cond,going,raceclass,distance,distance,wintime,count
6.0,4,8,6.0,6.95,6.95,85.76,4
6.0,4,8,6.0,7.97,7.97,101.34,2
6.0,4,8,6.0,9.95,9.95,128.588333333,6
6.0,4,8,6.0,11.89,11.89,159.4725,4
7.0,1,2,4.0,5.0,5.0,61.53,1
7.0,1,2,5.0,5.0,5.0,61.2975,12
7.0,1,2,5.0,5.88,5.88,73.4225,4
7.0,1,2,5.0,6.87,6.87,86.39,1
7.0,1,2,6.0,5.0,5.0,61.08,4
7.0,1,2,6.0,5.88,5.88,73.55,1
7.0,1,3,4.0,5.88,5.88,74.8266666667,3
7.0,1,3,5.0,5.0,5.0,61.4452,25
7.0,1,3,5.0,5.88,5.88,74.303125,16
7.0,1,3,5.0,5.94,5.94,74.88,1
7.0,1,3,5.0,6.87,6.87,88.725,4
7.0,1,3,5.0,7.91,7.91,101.363333333,3
7.0,1,3,6.0,5.0,5.0,61.452,5
7.0,1,5,3.0,5.88,5.88,74.26,1
7.0,1,5,4.0,5.0,5.0,61.9533333333,3
7.0,1,5,4.0,5.88,5.88,74.98,1
7.0,1,5,4.0,5.94,5.94,75.2,1
7.0,1,5,5.0,5.0,5.0,62.1627777778,18
7.0,1,5,5.0,5.88,5.88,74.7958823529,17
7.0,1,5,5.0,5.94,5.94,75.97,1
7.0,1,5,6.0,5.0,5.0,61.89,3
7.0,1,6,4.0,5.0,5.0,62.535,2
7.0,1,6,4.0,5.88,5.88,75.3466666667,3
7.0,1,6,5.0,5.0,5.0,63.5236363636,11
7.0,1,6,5.0,5.88,5.88,76.3,9
7.0,1,6,5.0,6.87,6.87,89.34,1
7.0,1,6,5.0,7.91,7.91,101.67,1
7.0,1,6,6.0,5.0,5.0,64.2,2
7.0,1,6,6.0,6.87,6.87,90.025,2
7.0,1,8,5.0,5.0,5.0,64.1416666667,6
7.0,1,8,5.0,5.88,5.88,77.3483333333,6
7.0,1,9,5.0,5.88,5.88,77.98,1
7.0,1,9,5.0,6.87,6.87,93.09,1
7.0,1,9,5.0,7.91,7.91,107.15,1
7.0,2,2,4.0,5.0,5.0,59.49,1
7.0,2,2,4.0,6.87,6.87,85.14,1
7.0,2,2,4.0,9.28,9.28,115.01,2
7.0,2,2,5.0,5.0,5.0,60.5533333333,3
7.0,2,2,5.0,5.88,5.88,73.27,1
7.0,2,2,5.0,6.87,6.87,86.1575,4
7.0,2,2,5.0,7.91,7.91,99.85,2
7.0,2,2,5.0,7.97,7.97,100.34,1
7.0,2,2,5.0,9.28,9.28,116.13,5
7.0,2,2,6.0,5.88,5.88,72.975,2
7.0,2,2,6.0,7.91,7.91,99.1375,4
7.0,2,2,6.0,9.28,9.28,116.95,1
7.0,2,3,4.0,6.87,6.87,87.434,5
7.0,2,3,4.0,9.28,9.28,117.22,2
7.0,2,3,4.0,11.49,11.49,142.46,1
7.0,2,3,4.0,11.94,11.94,151.373333333,3
7.0,2,3,4.0,12.0,12.0,160.75,1
7.0,2,3,5.0,5.0,5.0,61.19,5
7.0,2,3,5.0,5.88,5.88,73.095,4
7.0,2,3,5.0,6.87,6.87,87.65,6
7.0,2,3,5.0,6.94,6.94,86.7,1
7.0,2,3,5.0,7.91,7.91,99.955,2
7.0,2,3,5.0,9.28,9.28,118.013333333,9
7.0,2,3,5.0,11.49,11.49,145.785,2
7.0,2,3,6.0,5.0,5.0,61.07,2
7.0,2,3,6.0,5.88,5.88,73.68,10
7.0,2,3,6.0,5.94,5.94,73.24,1
7.0,2,3,6.0,6.87,6.87,87.71,5
7.0,2,3,6.0,6.94,6.94,86.62,1
7.0,2,3,6.0,7.91,7.91,101.354,5
7.0,2,3,6.0,9.28,9.28,117.395,2
7.0,2,3,6.0,11.94,11.94,156.23,1
7.0,2,3,7.0,6.87,6.87,87.19,1
7.0,2,5,1.0,6.87,6.87,86.4,1
7.0,2,5,4.0,5.0,5.0,61.88,2
7.0,2,5,4.0,6.87,6.87,88.095,4
7.0,2,5,4.0,7.91,7.91,98.6,1
7.0,2,5,4.0,9.28,9.28,118.64,1
7.0,2,5,4.0,11.94,11.94,152.1,1
7.0,2,5,5.0,5.0,5.0,61.2766666667,9
7.0,2,5,5.0,5.88,5.88,74.5933333333,3
7.0,2,5,5.0,5.94,5.94,75.245,2
7.0,2,5,5.0,6.87,6.87,89.022,5
7.0,2,5,5.0,7.91,7.91,99.8742857143,7
7.0,2,5,5.0,7.97,7.97,100.57,1
7.0,2,5,5.0,9.28,9.28,118.92,6
7.0,2,5,5.0,11.49,11.49,146.25,1
7.0,2,5,5.0,14.15,14.15,187.45,1
7.0,2,5,6.0,5.0,5.0,63.33,1
7.0,2,5,6.0,5.88,5.88,75.0757142857,7
7.0,2,5,6.0,6.87,6.87,87.0,1
7.0,2,5,6.0,7.91,7.91,102.044,5
7.0,2,5,6.0,7.97,7.97,101.42,1
7.0,2,5,6.0,11.49,11.49,150.34,1
7.0,2,6,4.0,6.87,6.87,89.1975,4
7.0,2,6,5.0,5.0,5.0,62.85,1
7.0,2,6,5.0,5.88,5.88,74.74,2
7.0,2,6,5.0,6.87,6.87,91.175,2
7.0,2,6,5.0,9.28,9.28,120.843333333,6
7.0,2,6,5.0,11.49,11.49,146.83,1
7.0,2,6,6.0,5.0,5.0,63.73,1
7.0,2,6,6.0,5.88,5.88,76.4166666667,3
7.0,2,6,6.0,5.94,5.94,76.95,1
7.0,2,6,6.0,6.87,6.87,91.11,2
7.0,2,6,6.0,7.91,7.91,104.463333333,3
7.0,2,6,6.0,9.28,9.28,120.31,1
7.0,2,8,4.0,6.87,6.87,89.25,1
7.0,2,8,4.0,7.91,7.91,103.8,1
7.0,2,8,4.0,9.28,9.28,121.555,2
7.0,2,8,5.0,5.0,5.0,63.45,1
7.0,2,8,5.0,5.88,5.88,76.62,1
7.0,2,8,5.0,6.87,6.87,89.69,1
7.0,2,8,5.0,9.28,9.28,121.97,1
7.0,2,8,6.0,5.88,5.88,77.16,1
7.0,2,8,6.0,7.91,7.91,104.125,2
7.0,2,9,5.0,7.91,7.91,106.81,1
7.0,3,2,4.0,5.0,5.0,59.7,4
7.0,3,2,4.0,5.88,5.88,70.83,1
7.0,3,2,4.0,6.87,6.87,85.43,2
7.0,3,2,4.0,6.94,6.94,86.99,1
7.0,3,2,4.0,7.91,7.91,97.69,1
7.0,3,2,4.0,9.28,9.28,115.25,2
7.0,3,2,4.0,11.94,11.94,150.655,2
7.0,3,2,4.0,14.15,14.15,185.903333333,3
7.0,3,2,5.0,5.0,5.0,59.91,3
7.0,3,2,5.0,5.88,5.88,72.1575,4
7.0,3,2,5.0,5.94,5.94,72.585,2
7.0,3,2,5.0,6.87,6.87,85.815,8
7.0,3,2,5.0,6.94,6.94,85.91,1
7.0,3,2,5.0,7.91,7.91,98.56875,8
7.0,3,2,5.0,9.28,9.28,116.844,5
7.0,3,2,5.0,11.94,11.94,158.97,1
7.0,3,2,5.0,12.0,12.0,154.175,2
7.0,3,2,5.0,14.15,14.15,189.0,3
7.0,3,2,6.0,5.0,5.0,60.0066666667,3
7.0,3,2,6.0,5.88,5.88,73.33,1
7.0,3,2,6.0,6.87,6.87,86.22,3
7.0,3,2,6.0,7.91,7.91,99.55,3
7.0,3,2,6.0,11.49,11.49,143.02,1
7.0,3,2,6.0,11.94,11.94,152.1475,4
7.0,3,2,6.0,14.15,14.15,186.97,2
7.0,3,3,3.0,7.91,7.91,99.415,4
7.0,3,3,3.0,11.94,11.94,149.13,1
7.0,3,3,3.0,14.15,14.15,187.06,2
7.0,3,3,4.0,5.0,5.0,60.138,5
7.0,3,3,4.0,5.88,5.88,73.38,1
7.0,3,3,4.0,6.87,6.87,87.48,4
7.0,3,3,4.0,7.91,7.91,99.4733333333,12
7.0,3,3,4.0,7.97,7.97,100.79,1
7.0,3,3,4.0,9.28,9.28,118.95,2
7.0,3,3,4.0,11.49,11.49,143.25,2
7.0,3,3,4.0,14.15,14.15,186.152,5
7.0,3,3,5.0,5.0,5.0,61.0685714286,7
7.0,3,3,5.0,5.88,5.88,73.3,5
7.0,3,3,5.0,5.94,5.94,73.0,1
7.0,3,3,5.0,6.87,6.87,86.6136363636,11
7.0,3,3,5.0,6.94,6.94,86.87,1
7.0,3,3,5.0,7.91,7.91,99.9291666667,12
7.0,3,3,5.0,7.97,7.97,99.5,2
7.0,3,3,5.0,9.28,9.28,118.008181818,11
7.0,3,3,5.0,11.49,11.49,145.72,1
7.0,3,3,5.0,14.15,14.15,185.09,1
7.0,3,3,6.0,5.0,5.0,61.904,5
7.0,3,3,6.0,5.88,5.88,73.9966666667,6
7.0,3,3,6.0,6.87,6.87,86.7333333333,6
7.0,3,3,6.0,6.94,6.94,85.83,1
7.0,3,3,6.0,7.91,7.91,100.533333333,6
7.0,3,3,6.0,9.28,9.28,118.1875,4
7.0,3,3,6.0,11.49,11.49,146.31,2
7.0,3,3,6.0,11.94,11.94,152.4475,4
7.0,3,3,6.0,12.0,12.0,152.7,1
7.0,3,3,6.0,17.24,17.24,231.685,2
7.0,3,3,7.0,5.0,5.0,60.83,1
7.0,3,3,7.0,7.91,7.91,100.295,2
7.0,3,3,7.0,11.94,11.94,152.26,1
7.0,3,5,3.0,7.91,7.91,100.57,1
7.0,3,5,3.0,9.28,9.28,115.07,1
7.0,3,5,4.0,5.0,5.0,60.4066666667,3
7.0,3,5,4.0,5.88,5.88,74.04,1
7.0,3,5,4.0,6.87,6.87,87.715,6
7.0,3,5,4.0,6.94,6.94,86.94,1
7.0,3,5,4.0,7.91,7.91,99.9457142857,14
7.0,3,5,4.0,7.97,7.97,99.825,2
7.0,3,5,4.0,9.28,9.28,117.57,3
7.0,3,5,4.0,11.49,11.49,143.76,6
7.0,3,5,4.0,11.94,11.94,153.3,3
7.0,3,5,4.0,12.0,12.0,150.9,1
7.0,3,5,4.0,14.15,14.15,189.01,2
7.0,3,5,5.0,5.0,5.0,61.86,4
7.0,3,5,5.0,5.88,5.88,73.56,3
7.0,3,5,5.0,6.87,6.87,87.41,7
7.0,3,5,5.0,6.94,6.94,87.3,1
7.0,3,5,5.0,7.91,7.91,101.275,6
7.0,3,5,5.0,9.28,9.28,117.523333333,12
7.0,3,5,5.0,11.94,11.94,154.045,2
7.0,3,5,6.0,5.0,5.0,61.39,3
7.0,3,5,6.0,5.88,5.88,73.7666666667,3
7.0,3,5,6.0,5.94,5.94,74.5,2
7.0,3,5,6.0,6.87,6.87,87.46,2
7.0,3,5,6.0,6.94,6.94,88.56,1
7.0,3,5,6.0,7.91,7.91,100.655,8
7.0,3,5,6.0,7.97,7.97,101.32,1
7.0,3,5,6.0,9.28,9.28,118.865,2
7.0,3,5,6.0,11.49,11.49,147.365,2
7.0,3,5,6.0,14.15,14.15,189.68,1
7.0,3,5,6.0,17.24,17.24,229.98,1
7.0,3,6,3.0,7.91,7.91,100.67,1
7.0,3,6,3.0,11.49,11.49,147.36,1
7.0,3,6,3.0,14.15,14.15,194.4,1
7.0,3,6,4.0,5.0,5.0,62.4116666667,6
7.0,3,6,4.0,6.87,6.87,88.495,6
7.0,3,6,4.0,7.91,7.91,101.977777778,9
7.0,3,6,4.0,11.49,11.49,147.53,4
7.0,3,6,5.0,5.0,5.0,62.4225,4
7.0,3,6,5.0,5.88,5.88,75.115,2
7.0,3,6,5.0,6.87,6.87,89.6966666667,3
7.0,3,6,5.0,7.91,7.91,101.936,5
7.0,3,6,5.0,7.97,7.97,106.51,1
7.0,3,6,5.0,9.28,9.28,119.098333333,6
7.0,3,6,6.0,5.0,5.0,62.4066666667,3
7.0,3,6,6.0,5.88,5.88,75.5318181818,11
7.0,3,6,6.0,6.87,6.87,89.51,1
7.0,3,6,6.0,7.91,7.91,102.856666667,3
7.0,3,6,6.0,9.28,9.28,120.35,2
7.0,3,6,6.0,11.49,11.49,146.94,1
7.0,3,6,6.0,11.94,11.94,157.48,1
7.0,3,6,6.0,12.0,12.0,158.65,1
7.0,3,6,6.0,14.15,14.15,193.93,1
7.0,3,6,6.0,17.24,17.24,238.3,1
7.0,3,8,4.0,5.0,5.0,64.32,1
7.0,3,8,4.0,5.88,5.88,76.11,1
7.0,3,8,4.0,7.91,7.91,104.038,5
7.0,3,8,4.0,11.49,11.49,150.865,2
7.0,3,8,4.0,14.15,14.15,198.67,2
7.0,3,8,5.0,5.0,5.0,63.26,2
7.0,3,8,5.0,5.88,5.88,76.7166666667,3
7.0,3,8,5.0,6.87,6.87,91.365,2
7.0,3,8,5.0,7.91,7.91,103.87,3
7.0,3,8,5.0,9.28,9.28,122.0125,4
7.0,3,8,5.0,11.49,11.49,152.44,2
7.0,3,8,6.0,5.0,5.0,64.15,1
7.0,3,8,6.0,5.88,5.88,75.59,1
7.0,3,8,6.0,7.91,7.91,103.95,1
7.0,3,8,6.0,9.28,9.28,122.05,1
7.0,3,8,6.0,11.49,11.49,150.92,1
7.0,3,8,6.0,11.94,11.94,160.64,2
7.0,3,8,6.0,14.15,14.15,195.87,1
7.0,3,9,3.0,7.91,7.91,105.27,1
7.0,3,9,5.0,14.15,14.15,206.21,1
7.0,4,2,4.0,11.94,11.94,156.14,1
7.0,4,2,4.0,17.24,17.24,227.885,2
7.0,4,2,6.0,14.15,14.15,186.61,1
7.0,4,2,6.0,17.24,17.24,231.09,1
7.0,4,3,4.0,5.88,5.88,73.025,2
7.0,4,3,4.0,6.87,6.87,87.11,1
7.0,4,3,4.0,7.91,7.91,99.972,5
7.0,4,3,4.0,9.28,9.28,116.755,2
7.0,4,3,4.0,11.49,11.49,143.963333333,3
7.0,4,3,5.0,5.88,5.88,73.3122222222,9
7.0,4,3,5.0,6.87,6.87,88.0,1
7.0,4,3,5.0,7.91,7.91,100.21,7
7.0,4,3,5.0,9.28,9.28,116.736666667,3
7.0,4,3,5.0,11.49,11.49,146.34,1
7.0,4,3,5.0,14.15,14.15,190.21,2
7.0,4,3,6.0,5.0,5.0,60.61,1
7.0,4,3,6.0,5.88,5.88,73.535,4
7.0,4,3,6.0,7.91,7.91,100.985,4
7.0,4,3,6.0,9.28,9.28,117.756666667,3
7.0,4,3,6.0,14.15,14.15,191.435,2
7.0,4,3,6.0,17.24,17.24,233.373333333,3
7.0,4,3,7.0,6.87,6.87,87.2,1
7.0,4,5,3.0,11.49,11.49,144.095,2
7.0,4,5,4.0,5.0,5.0,60.77,1
7.0,4,5,4.0,5.88,5.88,71.93,1
7.0,4,5,4.0,6.87,6.87,88.51,1
7.0,4,5,4.0,7.91,7.91,100.34,2
7.0,4,5,4.0,11.49,11.49,144.08,1
7.0,4,5,5.0,5.88,5.88,74.7675,4
7.0,4,5,5.0,6.87,6.87,87.46,2
7.0,4,5,5.0,7.91,7.91,100.655,4
7.0,4,5,5.0,9.28,9.28,118.08,2
7.0,4,5,5.0,11.49,11.49,150.26,1
7.0,4,5,5.0,14.15,14.15,189.5,1
7.0,4,5,5.0,17.24,17.24,235.11,1
7.0,4,5,6.0,5.0,5.0,62.63,2
7.0,4,5,6.0,5.88,5.88,75.76,3
7.0,4,5,6.0,7.91,7.91,102.525,2
7.0,4,5,6.0,9.28,9.28,120.25,1
7.0,4,5,6.0,14.15,14.15,187.07,1
7.0,4,5,6.0,17.24,17.24,239.885,2
7.0,4,6,4.0,5.88,5.88,74.05,1
7.0,4,6,4.0,7.91,7.91,101.0825,4
7.0,4,6,4.0,11.49,11.49,148.115,2
7.0,4,6,5.0,5.88,5.88,75.1375,4
7.0,4,6,5.0,6.87,6.87,88.67,1
7.0,4,6,5.0,7.91,7.91,103.146666667,3
7.0,4,6,5.0,9.28,9.28,119.443333333,6
7.0,4,6,5.0,11.49,11.49,149.67,2
7.0,4,6,5.0,14.15,14.15,196.73,1
7.0,4,6,5.0,17.24,17.24,236.905,2
7.0,4,6,6.0,5.0,5.0,62.895,2
7.0,4,6,6.0,5.88,5.88,77.02,3
7.0,4,6,6.0,7.91,7.91,103.26,1
7.0,4,6,6.0,9.28,9.28,119.96,2
7.0,4,6,6.0,14.15,14.15,194.7,2
7.0,4,6,6.0,17.24,17.24,243.98,1
7.0,4,8,5.0,5.88,5.88,77.0,2
7.0,4,8,5.0,9.28,9.28,120.89,1
7.0,4,8,6.0,5.88,5.88,78.91,1
7.0,4,8,6.0,11.49,11.49,154.73,1
7.0,4,8,6.0,17.24,17.24,248.57,1
7.0,4,9,5.0,7.91,7.91,107.24,1
9.0,1,2,4.0,5.0,5.0,59.0466666667,3
9.0,1,2,4.0,5.96,5.96,72.8133333333,3
9.0,1,2,4.0,7.0,7.0,86.1933333333,3
9.0,1,2,5.0,5.0,5.0,58.68,1
9.0,1,2,5.0,5.96,5.96,72.99,1
9.0,1,2,5.0,7.0,7.0,85.794,5
9.0,1,2,6.0,5.0,5.0,59.7766666667,6
9.0,1,2,6.0,5.96,5.96,72.14,1
9.0,1,2,6.0,7.0,7.0,86.692,5
9.0,1,3,3.0,5.96,5.96,74.02,1
9.0,1,3,3.0,7.0,7.0,86.34,1
9.0,1,3,4.0,5.0,5.0,60.3033333333,3
9.0,1,3,4.0,5.96,5.96,73.104,10
9.0,1,3,4.0,7.0,7.0,86.7176923077,13
9.0,1,3,5.0,5.0,5.0,59.686875,16
9.0,1,3,5.0,5.96,5.96,73.295,10
9.0,1,3,5.0,7.0,7.0,86.6621428571,14
9.0,1,3,6.0,5.0,5.0,60.7217391304,23
9.0,1,3,6.0,5.96,5.96,74.0166666667,6
9.0,1,3,6.0,7.0,7.0,87.2444444444,9
9.0,1,5,2.0,7.0,7.0,88.29,1
9.0,1,5,3.0,5.0,5.0,60.7,3
9.0,1,5,4.0,5.0,5.0,60.97,3
9.0,1,5,4.0,5.96,5.96,74.1327272727,11
9.0,1,5,4.0,7.0,7.0,88.0163636364,11
9.0,1,5,5.0,5.0,5.0,60.793,10
9.0,1,5,5.0,5.96,5.96,74.1922222222,9
9.0,1,5,5.0,7.0,7.0,88.15,15
9.0,1,5,6.0,5.0,5.0,60.80125,16
9.0,1,5,6.0,5.96,5.96,75.57,2
9.0,1,5,6.0,7.0,7.0,88.5753846154,13
9.0,1,6,3.0,7.0,7.0,88.895,2
9.0,1,6,4.0,5.0,5.0,63.0433333333,3
9.0,1,6,4.0,5.96,5.96,76.19,9
9.0,1,6,4.0,7.0,7.0,89.5233333333,9
9.0,1,6,5.0,5.0,5.0,61.4876923077,13
9.0,1,6,5.0,5.96,5.96,75.9266666667,9
9.0,1,6,5.0,7.0,7.0,90.0414285714,14
9.0,1,6,6.0,5.0,5.0,62.072,10
9.0,1,6,6.0,5.96,5.96,76.8316666667,6
9.0,1,6,6.0,7.0,7.0,90.7627272727,11
9.0,1,8,2.0,5.96,5.96,80.28,1
9.0,1,8,3.0,7.0,7.0,90.06,2
9.0,1,8,4.0,5.0,5.0,62.07,1
9.0,1,8,4.0,5.96,5.96,77.4325,4
9.0,1,8,4.0,7.0,7.0,92.938,5
9.0,1,8,5.0,5.0,5.0,61.735,10
9.0,1,8,5.0,5.96,5.96,77.4633333333,3
9.0,1,8,5.0,7.0,7.0,92.182,10
9.0,1,8,6.0,5.0,5.0,63.13,3
9.0,1,8,6.0,5.96,5.96,77.2225,8
9.0,1,8,6.0,7.0,7.0,92.2875,4
9.0,1,9,4.0,5.96,5.96,79.885,2
9.0,1,9,4.0,7.0,7.0,91.1933333333,3
9.0,1,9,5.0,5.0,5.0,63.325,2
9.0,1,9,5.0,7.0,7.0,92.3066666667,3
9.0,1,9,6.0,5.0,5.0,63.285,2
9.0,1,9,6.0,5.96,5.96,78.4014285714,7
9.0,1,9,6.0,7.0,7.0,93.09,2
9.0,2,2,4.0,5.0,5.0,57.785,2
9.0,2,2,4.0,7.0,7.0,84.29,3
9.0,2,2,5.0,5.0,5.0,59.59,2
9.0,2,2,5.0,5.96,5.96,70.99,3
9.0,2,2,5.0,7.0,7.0,84.97,1
9.0,2,2,5.0,11.97,11.97,154.428,5
9.0,2,2,6.0,5.0,5.0,59.395,2
9.0,2,2,6.0,5.96,5.96,72.12,3
9.0,2,2,6.0,7.0,7.0,84.9271428571,7
9.0,2,2,6.0,11.97,11.97,155.185,2
9.0,2,2,6.0,13.8,13.8,180.105,2
9.0,2,2,6.0,15.8,15.8,210.37,1
9.0,2,3,3.0,7.0,7.0,86.26,1
9.0,2,3,3.0,11.97,11.97,155.57,4
9.0,2,3,4.0,5.0,5.0,58.32,1
9.0,2,3,4.0,7.0,7.0,85.51875,8
9.0,2,3,4.0,11.97,11.97,157.8625,4
9.0,2,3,4.0,13.8,13.8,182.96,1
9.0,2,3,5.0,5.0,5.0,59.4225,4
9.0,2,3,5.0,5.96,5.96,72.5528571429,7
9.0,2,3,5.0,7.0,7.0,86.105,20
9.0,2,3,5.0,11.97,11.97,156.317272727,11
9.0,2,3,5.0,13.8,13.8,182.094,5
9.0,2,3,6.0,5.0,5.0,59.7525,12
9.0,2,3,6.0,5.96,5.96,73.3563636364,11
9.0,2,3,6.0,7.0,7.0,85.9481818182,22
9.0,2,3,6.0,11.97,11.97,158.1825,4
9.0,2,3,6.0,13.8,13.8,182.162857143,7
9.0,2,3,6.0,15.8,15.8,208.72,6
9.0,2,5,3.0,11.97,11.97,160.6475,4
9.0,2,5,3.0,13.8,13.8,182.35,1
9.0,2,5,4.0,5.0,5.0,59.8025,4
9.0,2,5,4.0,5.96,5.96,74.74,2
9.0,2,5,4.0,7.0,7.0,86.1,4
9.0,2,5,4.0,11.97,11.97,157.47,1
9.0,2,5,4.0,13.8,13.8,184.393333333,3
9.0,2,5,5.0,5.0,5.0,60.18,1
9.0,2,5,5.0,5.96,5.96,73.5214285714,7
9.0,2,5,5.0,7.0,7.0,87.6092307692,13
9.0,2,5,5.0,11.97,11.97,158.463333333,9
9.0,2,5,5.0,13.8,13.8,184.27,2
9.0,2,5,6.0,5.0,5.0,60.6573333333,15
9.0,2,5,6.0,5.96,5.96,74.658,5
9.0,2,5,6.0,7.0,7.0,87.41375,16
9.0,2,5,6.0,11.97,11.97,158.755,2
9.0,2,5,6.0,13.8,13.8,189.12,2
9.0,2,5,6.0,15.8,15.8,214.57,4
9.0,2,6,3.0,11.97,11.97,168.64,1
9.0,2,6,4.0,5.0,5.0,61.82,1
9.0,2,6,4.0,7.0,7.0,89.1025,4
9.0,2,6,4.0,11.97,11.97,160.81,1
9.0,2,6,5.0,5.96,5.96,75.185,2
9.0,2,6,5.0,7.0,7.0,89.5183333333,6
9.0,2,6,5.0,11.97,11.97,164.878333333,6
9.0,2,6,5.0,13.8,13.8,192.02,1
9.0,2,6,6.0,5.0,5.0,62.5257142857,7
9.0,2,6,6.0,5.96,5.96,75.5,3
9.0,2,6,6.0,7.0,7.0,90.21,4
9.0,2,6,6.0,11.97,11.97,163.01,2
9.0,2,6,6.0,13.8,13.8,190.373333333,3
9.0,2,6,6.0,15.8,15.8,217.27,1
9.0,2,8,4.0,5.0,5.0,61.315,2
9.0,2,8,4.0,7.0,7.0,90.805,2
9.0,2,8,4.0,11.97,11.97,167.0,1
9.0,2,8,5.0,5.96,5.96,77.206,5
9.0,2,8,5.0,7.0,7.0,92.71,1
9.0,2,8,5.0,11.97,11.97,164.34,2
9.0,2,8,6.0,5.0,5.0,64.0233333333,3
9.0,2,8,6.0,5.96,5.96,77.835,2
9.0,2,8,6.0,7.0,7.0,91.0233333333,6
9.0,2,8,6.0,11.97,11.97,168.79,1
9.0,2,8,6.0,13.8,13.8,194.04,1
9.0,2,8,6.0,15.8,15.8,221.56,1
9.0,2,9,3.0,11.97,11.97,167.2,1
9.0,2,9,4.0,5.96,5.96,77.91,1
9.0,2,9,5.0,5.96,5.96,78.06,1
9.0,2,9,5.0,7.0,7.0,92.32,2
9.0,2,9,5.0,11.97,11.97,167.06,1
9.0,2,9,6.0,5.0,5.0,63.93,3
9.0,2,9,6.0,7.0,7.0,92.4233333333,3
9.0,3,2,3.0,7.0,7.0,84.09,1
9.0,3,2,4.0,5.0,5.0,58.27,2
9.0,3,2,4.0,5.96,5.96,71.8566666667,3
9.0,3,2,4.0,7.0,7.0,82.56,1
9.0,3,2,4.0,11.97,11.97,151.845,2
9.0,3,2,4.0,13.8,13.8,181.69,1
9.0,3,2,5.0,5.0,5.0,58.385,4
9.0,3,2,5.0,5.96,5.96,71.065,4
9.0,3,2,5.0,7.0,7.0,84.7266666667,3
9.0,3,2,5.0,11.97,11.97,154.304,5
9.0,3,2,5.0,13.8,13.8,179.28,1
9.0,3,2,5.0,15.8,15.8,208.96,1
9.0,3,2,6.0,5.0,5.0,58.634,5
9.0,3,2,6.0,5.96,5.96,71.36,7
9.0,3,2,6.0,7.0,7.0,85.02,8
9.0,3,2,6.0,11.97,11.97,155.644,5
9.0,3,2,6.0,15.8,15.8,206.11,3
9.0,3,3,3.0,7.0,7.0,84.66,1
9.0,3,3,3.0,11.97,11.97,155.572,5
9.0,3,3,4.0,5.0,5.0,59.0,10
9.0,3,3,4.0,5.96,5.96,72.1011111111,9
9.0,3,3,4.0,7.0,7.0,85.1681818182,11
9.0,3,3,4.0,11.97,11.97,156.76,3
9.0,3,3,4.0,13.8,13.8,181.503333333,6
9.0,3,3,4.0,15.8,15.8,205.868571429,7
9.0,3,3,5.0,5.0,5.0,59.05,7
9.0,3,3,5.0,5.96,5.96,72.83,19
9.0,3,3,5.0,7.0,7.0,85.9875,12
9.0,3,3,5.0,11.97,11.97,156.368181818,11
9.0,3,3,5.0,13.8,13.8,180.676666667,3
9.0,3,3,5.0,15.8,15.8,209.993333333,3
9.0,3,3,6.0,5.0,5.0,59.2423809524,21
9.0,3,3,6.0,5.96,5.96,72.6430769231,13
9.0,3,3,6.0,7.0,7.0,85.820625,32
9.0,3,3,6.0,11.97,11.97,157.085333333,15
9.0,3,3,6.0,13.8,13.8,182.265,4
9.0,3,3,6.0,15.8,15.8,209.571666667,6
9.0,3,5,2.0,5.0,5.0,59.49,2
9.0,3,5,2.0,11.97,11.97,159.7,3
9.0,3,5,3.0,5.0,5.0,59.86,1
9.0,3,5,3.0,7.0,7.0,86.63,1
9.0,3,5,3.0,11.97,11.97,157.76,1
9.0,3,5,4.0,5.0,5.0,60.0471428571,7
9.0,3,5,4.0,5.96,5.96,74.165,4
9.0,3,5,4.0,7.0,7.0,86.32,4
9.0,3,5,4.0,11.97,11.97,159.936666667,3
9.0,3,5,4.0,13.8,13.8,183.805,4
9.0,3,5,4.0,15.8,15.8,213.08,5
9.0,3,5,5.0,5.0,5.0,60.915,2
9.0,3,5,5.0,5.96,5.96,73.3907692308,13
9.0,3,5,5.0,7.0,7.0,86.9915384615,13
9.0,3,5,5.0,11.97,11.97,159.324117647,17
9.0,3,5,5.0,13.8,13.8,184.7,1
9.0,3,5,5.0,15.8,15.8,210.278333333,6
9.0,3,5,6.0,5.0,5.0,59.923,20
9.0,3,5,6.0,5.96,5.96,73.6092307692,13
9.0,3,5,6.0,7.0,7.0,87.4940625,32
9.0,3,5,6.0,11.97,11.97,159.610666667,15
9.0,3,5,6.0,13.8,13.8,186.0775,4
9.0,3,5,6.0,15.8,15.8,214.7025,4
9.0,3,6,2.0,5.0,5.0,60.89,1
9.0,3,6,3.0,5.0,5.0,60.98,1
9.0,3,6,3.0,7.0,7.0,87.89,1
9.0,3,6,3.0,11.97,11.97,158.63,1
9.0,3,6,4.0,5.0,5.0,60.8366666667,3
9.0,3,6,4.0,5.96,5.96,75.435,2
9.0,3,6,4.0,7.0,7.0,89.198,5
9.0,3,6,4.0,11.97,11.97,163.7125,8
9.0,3,6,4.0,13.8,13.8,184.07,1
9.0,3,6,4.0,15.8,15.8,214.49,2
9.0,3,6,5.0,5.0,5.0,60.67,3
9.0,3,6,5.0,5.96,5.96,75.8777777778,9
9.0,3,6,5.0,7.0,7.0,88.8566666667,6
9.0,3,6,5.0,11.97,11.97,163.229375,16
