racecourse,age_cond,going,raceclass,distance,distance,wintime,count
29.0,3,8,6.0,7.04,7.04,89.44,1
29.0,3,8,6.0,8.04,8.04,107.73,2
29.0,3,8,6.0,9.99,9.99,132.91,1
29.0,3,8,6.0,11.83,11.83,162.2,1
29.0,3,9,2.0,7.04,7.04,89.31,1
29.0,3,9,3.0,5.01,5.01,62.81,1
29.0,3,9,3.0,8.27,8.27,109.85,2
29.0,3,9,3.0,11.83,11.83,159.06,1
29.0,3,9,5.0,5.99,5.99,74.99,1
29.0,3,9,5.0,7.04,7.04,90.3133333333,3
29.0,3,9,5.0,8.04,8.04,103.91,1
29.0,3,9,5.0,9.99,9.99,135.096,5
29.0,3,9,6.0,8.04,8.04,104.0,1
29.0,4,2,1.0,7.04,7.04,82.01,1
29.0,4,2,1.0,11.83,11.83,146.51,1
29.0,4,2,4.0,5.99,5.99,69.12,1
29.0,4,2,4.0,7.04,7.04,83.48,1
29.0,4,2,4.0,9.99,9.99,125.49,1
29.0,4,2,5.0,9.99,9.99,125.77,3
29.0,4,2,5.0,11.83,11.83,152.04,1
29.0,4,2,6.0,7.04,7.04,83.64,1
29.0,4,2,6.0,11.83,11.83,153.495,2
29.0,4,3,1.0,7.0,7.0,82.57,1
29.0,4,3,1.0,7.04,7.04,83.2775,4
29.0,4,3,1.0,11.83,11.83,150.03,1
29.0,4,3,3.0,8.27,8.27,102.52,1
29.0,4,3,4.0,5.99,5.99,71.52,3
29.0,4,3,4.0,6.0,6.0,70.49,2
29.0,4,3,4.0,7.0,7.0,84.56,1
29.0,4,3,4.0,7.04,7.04,84.32,2
29.0,4,3,4.0,8.27,8.27,101.89,1
29.0,4,3,4.0,9.99,9.99,126.495714286,7
29.0,4,3,4.0,11.83,11.83,152.138,5
29.0,4,3,5.0,5.0,5.0,59.59,1
29.0,4,3,5.0,5.01,5.01,60.19,1
29.0,4,3,5.0,7.0,7.0,82.37,1
29.0,4,3,5.0,7.04,7.04,85.08,2
29.0,4,3,5.0,9.99,9.99,127.1825,12
29.0,4,3,5.0,11.83,11.83,152.424545455,11
29.0,4,3,6.0,7.0,7.0,83.43,2
29.0,4,3,6.0,7.04,7.04,86.505,2
29.0,4,3,6.0,8.04,8.04,101.46,1
29.0,4,3,6.0,9.99,9.99,126.83,1
29.0,4,3,6.0,11.83,11.83,153.149166667,12
29.0,4,5,1.0,7.04,7.04,84.33,5
29.0,4,5,1.0,11.83,11.83,156.77,1
29.0,4,5,4.0,5.99,5.99,72.1533333333,6
29.0,4,5,4.0,7.04,7.04,85.715,4
29.0,4,5,4.0,8.04,8.04,103.37,1
29.0,4,5,4.0,9.99,9.99,128.003333333,6
29.0,4,5,4.0,11.83,11.83,153.12,2
29.0,4,5,5.0,5.01,5.01,59.94,2
29.0,4,5,5.0,5.99,5.99,74.12,1
29.0,4,5,5.0,7.04,7.04,84.84,1
29.0,4,5,5.0,8.27,8.27,106.3,1
29.0,4,5,5.0,9.99,9.99,128.682727273,11
29.0,4,5,5.0,11.83,11.83,153.877142857,7
29.0,4,5,6.0,7.0,7.0,86.84,1
29.0,4,5,6.0,7.04,7.04,85.5,2
29.0,4,5,6.0,9.99,9.99,127.995,6
29.0,4,5,6.0,11.83,11.83,154.826666667,3
29.0,4,6,1.0,7.04,7.04,85.73,2
29.0,4,6,1.0,11.83,11.83,151.78,1
29.0,4,6,4.0,5.99,5.99,72.43,1
29.0,4,6,4.0,7.0,7.0,87.01,1
29.0,4,6,4.0,7.04,7.04,87.2375,4
29.0,4,6,4.0,8.04,8.04,101.94,1
29.0,4,6,4.0,8.27,8.27,114.62,1
29.0,4,6,4.0,9.99,9.99,132.25,1
29.0,4,6,4.0,11.83,11.83,159.395,2
29.0,4,6,5.0,5.01,5.01,60.7,1
29.0,4,6,5.0,5.99,5.99,76.73,1
29.0,4,6,5.0,7.04,7.04,86.84,1
29.0,4,6,5.0,8.27,8.27,107.865,2
29.0,4,6,5.0,9.99,9.99,130.4025,4
29.0,4,6,5.0,11.83,11.83,157.525,4
29.0,4,6,6.0,7.04,7.04,87.28,2
29.0,4,6,6.0,11.83,11.83,159.625,4
29.0,4,8,4.0,7.04,7.04,89.354,5
29.0,4,8,4.0,9.99,9.99,131.92,2
29.0,4,8,5.0,5.99,5.99,76.45,1
29.0,4,8,5.0,8.27,8.27,111.3,1
29.0,4,8,5.0,9.99,9.99,133.975,6
29.0,4,8,5.0,11.83,11.83,162.92,1
29.0,4,8,6.0,11.83,11.83,162.7725,4
29.0,4,9,4.0,7.04,7.04,91.375,2
29.0,4,9,5.0,5.01,5.01,64.69,1
29.0,4,9,5.0,8.27,8.27,113.55,1
30.0,1,1,2.0,7.0,7.0,83.8,5
30.0,1,1,3.0,7.0,7.0,85.3975,4
30.0,1,1,3.0,8.0,8.0,97.17,1
30.0,1,1,4.0,5.0,5.0,58.5033333333,3
30.0,1,1,4.0,6.0,6.0,71.5145454545,11
30.0,1,1,4.0,7.0,7.0,84.59,1
30.0,1,1,4.0,8.0,8.0,97.4875,4
30.0,1,1,5.0,5.0,5.0,59.1653333333,15
30.0,1,1,5.0,5.03,5.03,59.0875,8
30.0,1,1,5.0,6.0,6.0,72.3389473684,19
30.0,1,1,5.0,7.0,7.0,85.0871666667,60
30.0,1,1,5.0,8.0,8.0,98.12,44
30.0,1,1,5.0,10.0,10.0,124.49,1
30.0,1,1,6.0,5.0,5.0,58.8333333333,6
30.0,1,1,6.0,6.0,6.0,72.32125,16
30.0,1,1,6.0,7.0,7.0,85.059047619,21
30.0,1,1,6.0,8.0,8.0,98.6436363636,22
30.0,1,2,4.0,5.0,5.0,58.48,2
30.0,1,2,4.0,6.0,6.0,70.57,1
30.0,1,2,5.0,5.0,5.0,57.16,1
30.0,1,2,5.0,7.0,7.0,83.12,2
30.0,1,2,6.0,5.0,5.0,58.1233333333,3
30.0,1,2,6.0,6.0,6.0,72.05,1
30.0,1,2,6.0,7.64,7.64,91.36,1
30.0,1,3,4.0,5.0,5.0,58.8166666667,3
30.0,1,3,4.0,6.0,6.0,71.4225,4
30.0,1,3,5.0,5.0,5.0,58.485,2
30.0,1,3,5.0,6.0,6.0,71.645,2
30.0,1,3,5.0,7.0,7.0,83.0733333333,3
30.0,1,3,6.0,5.0,5.0,57.865,2
30.0,1,3,6.0,6.0,6.0,71.8,2
30.0,1,3,6.0,7.0,7.0,83.59,2
30.0,1,3,6.0,7.64,7.64,91.02,1
30.0,1,4,1.0,5.0,5.0,61.03,1
30.0,1,4,1.0,6.0,6.0,71.14,1
30.0,1,4,2.0,5.0,5.0,59.7,1
30.0,1,4,2.0,6.0,6.0,72.2,4
30.0,1,4,2.0,7.0,7.0,85.1233333333,6
30.0,1,4,2.0,8.0,8.0,98.61,1
30.0,1,4,2.0,10.0,10.0,129.525,2
30.0,1,4,3.0,5.0,5.0,59.92,3
30.0,1,4,3.0,6.0,6.0,72.6855555556,9
30.0,1,4,3.0,7.0,7.0,85.8464285714,14
30.0,1,4,3.0,8.0,8.0,99.1491666667,12
30.0,1,4,3.0,10.0,10.0,125.25,1
30.0,1,4,4.0,5.0,5.0,60.1557894737,19
30.0,1,4,4.0,5.03,5.03,58.45,1
30.0,1,4,4.0,6.0,6.0,72.8770212766,47
30.0,1,4,4.0,7.0,7.0,86.1561363636,44
30.0,1,4,4.0,8.0,8.0,99.6069565217,46
30.0,1,4,4.0,10.0,10.0,128.101428571,7
30.0,1,4,5.0,5.0,5.0,59.7117073171,41
30.0,1,4,5.0,5.03,5.03,59.896,5
30.0,1,4,5.0,6.0,6.0,72.960212766,47
30.0,1,4,5.0,7.0,7.0,85.6987254902,102
30.0,1,4,5.0,8.0,8.0,99.312,45
30.0,1,4,5.0,10.0,10.0,126.09,1
30.0,1,4,6.0,5.0,5.0,60.132,25
30.0,1,4,6.0,5.03,5.03,60.38,1
30.0,1,4,6.0,6.0,6.0,73.0202702703,37
30.0,1,4,6.0,7.0,7.0,86.20475,40
30.0,1,4,6.0,8.0,8.0,99.9672413793,29
30.0,1,4,6.0,10.0,10.0,128.87,1
30.0,1,5,4.0,5.0,5.0,59.425,2
30.0,1,5,4.0,7.0,7.0,83.465,2
30.0,1,5,5.0,5.0,5.0,58.13,1
30.0,1,5,5.0,6.0,6.0,72.0366666667,6
30.0,1,5,5.0,7.0,7.0,84.2325,4
30.0,1,5,6.0,5.0,5.0,58.7766666667,3
30.0,1,5,6.0,6.0,6.0,72.7975,4
30.0,1,5,6.0,7.64,7.64,91.33,1
30.0,1,6,4.0,5.0,5.0,59.31,1
30.0,1,6,4.0,6.0,6.0,73.09,1
30.0,1,6,5.0,6.0,6.0,72.325,2
30.0,1,6,5.0,7.0,7.0,84.98,1
30.0,1,6,6.0,6.0,6.0,73.69,1
30.0,1,7,5.0,8.0,8.0,98.38,1
30.0,1,7,6.0,6.0,6.0,72.36,1
30.0,1,8,4.0,5.0,5.0,60.79,2
30.0,1,8,5.0,5.0,5.0,61.84,1
30.0,1,8,5.0,7.0,7.0,88.98,1
30.0,1,8,6.0,7.64,7.64,97.85,1
30.0,2,1,1.0,7.0,7.0,83.18,3
30.0,2,1,1.0,8.0,8.0,95.915,4
30.0,2,1,2.0,5.03,5.03,57.4,1
30.0,2,1,2.0,7.0,7.0,83.19,1
30.0,2,1,2.0,8.0,8.0,97.09,2
30.0,2,1,2.0,12.0,12.0,148.335,2
30.0,2,1,3.0,5.03,5.03,58.0333333333,3
30.0,2,1,3.0,6.0,6.0,70.03,1
30.0,2,1,3.0,7.0,7.0,83.535,2
30.0,2,1,3.0,10.0,10.0,125.376666667,3
30.0,2,1,4.0,5.0,5.0,58.855,2
30.0,2,1,4.0,6.0,6.0,71.375,4
30.0,2,1,4.0,7.0,7.0,84.2516666667,6
30.0,2,1,4.0,8.0,8.0,97.9922222222,9
30.0,2,1,4.0,10.0,10.0,127.475555556,9
30.0,2,1,5.0,5.0,5.0,59.175,8
30.0,2,1,5.0,6.0,6.0,72.3592857143,28
30.0,2,1,5.0,7.0,7.0,85.0928,25
30.0,2,1,5.0,8.0,8.0,98.0496774194,31
30.0,2,1,5.0,10.0,10.0,126.051463415,41
30.0,2,1,5.0,12.0,12.0,152.320454545,22
30.0,2,1,6.0,5.0,5.0,58.9163636364,11
30.0,2,1,6.0,5.03,5.03,59.1,2
30.0,2,1,6.0,6.0,6.0,72.1304347826,23
30.0,2,1,6.0,7.0,7.0,85.1893548387,31
30.0,2,1,6.0,8.0,8.0,98.1733333333,30
30.0,2,1,6.0,10.0,10.0,127.429285714,42
30.0,2,1,6.0,12.0,12.0,151.022,5
30.0,2,1,6.0,13.0,13.0,165.12,1
30.0,2,1,6.0,15.77,15.77,205.43,1
30.0,2,2,4.0,6.0,6.0,69.33,1
30.0,2,2,4.0,7.0,7.0,81.93,1
30.0,2,2,4.0,7.64,7.64,89.72,1
30.0,2,2,4.0,9.0,9.0,113.98,1
30.0,2,2,5.0,7.0,7.0,81.83,2
30.0,2,2,5.0,7.64,7.64,90.52,1
30.0,2,2,6.0,6.0,6.0,70.1,1
30.0,2,2,6.0,7.0,7.0,83.03,1
30.0,2,2,6.0,11.48,11.48,148.24,1
30.0,2,3,1.0,11.48,11.48,149.375,8
30.0,2,3,2.0,6.0,6.0,70.62,1
30.0,2,3,3.0,7.0,7.0,82.275,2
30.0,2,3,4.0,6.0,6.0,70.375,4
30.0,2,3,4.0,7.64,7.64,90.78,1
30.0,2,3,4.0,10.0,10.0,129.43,1
30.0,2,3,5.0,10.0,10.0,128.59,1
30.0,2,3,5.0,11.48,11.48,150.083333333,3
30.0,2,3,6.0,5.0,5.0,57.96,1
30.0,2,3,6.0,7.0,7.0,82.5166666667,3
30.0,2,3,6.0,9.0,9.0,115.29,1
30.0,2,3,6.0,10.0,10.0,129.9,1
30.0,2,3,6.0,11.48,11.48,151.08,1
30.0,2,4,1.0,7.0,7.0,84.202,10
30.0,2,4,1.0,8.0,8.0,97.3444444444,9
30.0,2,4,1.0,12.0,12.0,149.695,2
30.0,2,4,2.0,5.0,5.0,59.52,2
30.0,2,4,2.0,6.0,6.0,72.22,1
30.0,2,4,2.0,7.0,7.0,84.675,2
30.0,2,4,2.0,8.0,8.0,97.45,4
30.0,2,4,2.0,10.0,10.0,127.42,4
30.0,2,4,2.0,12.0,12.0,151.915,2
30.0,2,4,3.0,5.0,5.0,59.8533333333,3
30.0,2,4,3.0,6.0,6.0,72.272,10
30.0,2,4,3.0,7.0,7.0,85.6964285714,14
30.0,2,4,3.0,8.0,8.0,99.184,5
30.0,2,4,3.0,10.0,10.0,127.596333333,30
30.0,2,4,3.0,12.0,12.0,153.9625,4
30.0,2,4,4.0,5.0,5.0,59.7044,25
30.0,2,4,4.0,6.0,6.0,72.90525,40
30.0,2,4,4.0,7.0,7.0,85.8345238095,42
30.0,2,4,4.0,8.0,8.0,99.7289473684,38
30.0,2,4,4.0,10.0,10.0,128.302,60
30.0,2,4,4.0,12.0,12.0,153.574,10
30.0,2,4,4.0,13.0,13.0,165.03,2
30.0,2,4,5.0,5.0,5.0,59.6481481481,27
30.0,2,4,5.0,5.03,5.03,59.6333333333,3
30.0,2,4,5.0,6.0,6.0,72.6049295775,71
30.0,2,4,5.0,7.0,7.0,85.8301904762,105
30.0,2,4,5.0,8.0,8.0,99.2676842105,95
30.0,2,4,5.0,10.0,10.0,127.637037037,81
30.0,2,4,5.0,12.0,12.0,153.904705882,34
30.0,2,4,5.0,13.0,13.0,167.32,1
30.0,2,4,5.0,15.77,15.77,215.38,1
30.0,2,4,6.0,5.0,5.0,59.9295,40
30.0,2,4,6.0,5.03,5.03,60.075,2
30.0,2,4,6.0,6.0,6.0,72.8906779661,59
30.0,2,4,6.0,7.0,7.0,86.2701282051,78
30.0,2,4,6.0,8.0,8.0,99.6547252747,91
30.0,2,4,6.0,10.0,10.0,128.226268657,67
30.0,2,4,6.0,12.0,12.0,153.657894737,19
30.0,2,4,6.0,13.0,13.0,166.81,1
30.0,2,4,6.0,15.77,15.77,211.34,1
30.0,2,5,1.0,11.48,11.48,151.459,10
30.0,2,5,2.0,6.0,6.0,70.38,1
30.0,2,5,3.0,7.0,7.0,83.15,1
30.0,2,5,4.0,6.0,6.0,70.88,3
30.0,2,5,4.0,10.0,10.0,128.97,1
30.0,2,5,5.0,6.0,6.0,71.25,1
30.0,2,5,5.0,7.0,7.0,83.64,2
30.0,2,5,5.0,7.64,7.64,92.23,1
30.0,2,5,5.0,11.48,11.48,153.2,1
30.0,2,5,6.0,6.0,6.0,73.34,1
30.0,2,5,6.0,7.0,7.0,83.48,2
30.0,2,5,6.0,7.64,7.64,90.96,1
30.0,2,5,6.0,9.0,9.0,116.87,1
30.0,2,5,6.0,10.0,10.0,130.956666667,3
30.0,2,5,6.0,11.48,11.48,151.14,2
30.0,2,6,1.0,11.48,11.48,156.955,2
30.0,2,6,4.0,6.0,6.0,72.9666666667,3
30.0,2,6,5.0,6.0,6.0,73.3033333333,3
30.0,2,6,5.0,7.0,7.0,84.24,2
30.0,2,6,5.0,11.48,11.48,155.225,2
30.0,2,6,6.0,9.0,9.0,119.01,1
30.0,2,6,6.0,11.48,11.48,153.8,1
30.0,2,7,4.0,10.0,10.0,130.54,1
30.0,2,7,5.0,5.0,5.0,61.66,1
30.0,2,7,5.0,10.0,10.0,131.46,1
30.0,2,7,6.0,5.0,5.0,60.55,1
30.0,2,7,6.0,12.0,12.0,156.61,1
30.0,2,8,1.0,11.48,11.48,157.0,3
30.0,2,8,5.0,7.0,7.0,88.3,2
30.0,2,8,6.0,7.64,7.64,98.14,1
30.0,3,1,1.0,6.0,6.0,69.6033333333,3
30.0,3,1,1.0,8.0,8.0,95.712,5
30.0,3,1,1.0,10.0,10.0,123.208333333,6
30.0,3,1,1.0,13.0,13.0,162.254,5
30.0,3,1,2.0,5.0,5.0,57.66,1
30.0,3,1,2.0,6.0,6.0,70.15,4
30.0,3,1,2.0,7.0,7.0,82.815,4
30.0,3,1,2.0,8.0,8.0,95.636,5
30.0,3,1,2.0,10.0,10.0,124.277142857,7
30.0,3,1,2.0,12.0,12.0,149.95,1
30.0,3,1,2.0,15.77,15.77,203.77,1
30.0,3,1,2.0,16.0,16.0,199.9,1
30.0,3,1,3.0,5.0,5.0,57.51,1
30.0,3,1,3.0,6.0,6.0,70.14125,8
30.0,3,1,3.0,7.0,7.0,83.198,5
30.0,3,1,3.0,8.0,8.0,96.2011111111,9
30.0,3,1,3.0,10.0,10.0,125.31,3
30.0,3,1,3.0,12.0,12.0,152.69,2
30.0,3,1,3.0,13.0,13.0,162.84,1
30.0,3,1,4.0,5.0,5.0,58.355,6
30.0,3,1,4.0,5.03,5.03,58.23,3
30.0,3,1,4.0,6.0,6.0,70.93,19
30.0,3,1,4.0,7.0,7.0,83.681875,16
30.0,3,1,4.0,8.0,8.0,97.0866666667,18
30.0,3,1,4.0,10.0,10.0,125.355,10
30.0,3,1,4.0,12.0,12.0,151.547,10
30.0,3,1,4.0,16.0,16.0,202.26,2
30.0,3,1,5.0,5.0,5.0,58.5625,20
30.0,3,1,5.0,5.03,5.03,59.675,2
30.0,3,1,5.0,6.0,6.0,71.4463333333,30
30.0,3,1,5.0,7.0,7.0,84.762,35
30.0,3,1,5.0,8.0,8.0,97.7875555556,45
30.0,3,1,5.0,10.0,10.0,125.954333333,30
30.0,3,1,5.0,12.0,12.0,152.1116,25
30.0,3,1,5.0,13.0,13.0,165.04,1
30.0,3,1,5.0,15.77,15.77,206.7,2
30.0,3,1,5.0,16.0,16.0,204.093333333,3
30.0,3,1,6.0,5.0,5.0,58.568,20
30.0,3,1,6.0,5.03,5.03,58.8533333333,6
30.0,3,1,6.0,6.0,6.0,71.3926785714,56
30.0,3,1,6.0,7.0,7.0,84.3755555556,72
30.0,3,1,6.0,8.0,8.0,97.8434146341,41
30.0,3,1,6.0,10.0,10.0,125.868269231,52
30.0,3,1,6.0,12.0,12.0,152.92,22
30.0,3,1,6.0,13.0,13.0,165.6475,4
30.0,3,1,6.0,15.77,15.77,202.433333333,3
30.0,3,1,6.0,16.0,16.0,204.46,9
30.0,3,1,7.0,6.0,6.0,71.47,1
30.0,3,1,7.0,8.0,8.0,98.7,1
30.0,3,1,7.0,10.0,10.0,125.62,1
30.0,3,1,7.0,12.0,12.0,152.09,2
30.0,3,2,3.0,9.0,9.0,114.19,1
30.0,3,2,4.0,6.0,6.0,70.6,1
30.0,3,2,4.0,9.0,9.0,113.785,2
30.0,3,2,5.0,5.0,5.0,57.59,1
30.0,3,2,5.0,6.0,6.0,70.52,1
30.0,3,2,5.0,7.0,7.0,82.525,2
30.0,3,2,5.0,7.64,7.64,90.01,1
30.0,3,2,5.0,10.0,10.0,127.33,1
30.0,3,2,5.0,11.48,11.48,147.7,2
30.0,3,2,5.0,16.0,16.0,213.52,1
30.0,3,2,6.0,6.0,6.0,69.9166666667,3
30.0,3,2,6.0,7.0,7.0,81.72,1
30.0,3,2,6.0,7.64,7.64,89.62,1
30.0,3,2,6.0,10.0,10.0,128.523333333,3
30.0,3,2,6.0,11.48,11.48,148.42,1
30.0,3,3,1.0,7.0,7.0,82.985,2
30.0,3,3,3.0,7.64,7.64,89.75,1
30.0,3,3,4.0,6.0,6.0,71.2366666667,3
30.0,3,3,4.0,10.0,10.0,129.46,1
30.0,3,3,5.0,5.0,5.0,57.92,3
30.0,3,3,5.0,6.0,6.0,71.005,2
30.0,3,3,5.0,7.0,7.0,84.34,1
30.0,3,3,5.0,7.64,7.64,89.75,1
30.0,3,3,5.0,10.0,10.0,129.795,6
30.0,3,3,5.0,11.48,11.48,151.83,2
30.0,3,3,5.0,16.0,16.0,215.74,1
30.0,3,3,6.0,5.0,5.0,57.09,1
30.0,3,3,6.0,6.0,6.0,70.9966666667,3
30.0,3,3,6.0,7.0,7.0,83.745,2
30.0,3,3,6.0,7.64,7.64,89.11,1
30.0,3,3,6.0,10.0,10.0,130.558333333,6
30.0,3,3,6.0,11.48,11.48,150.986666667,3
30.0,3,4,1.0,6.0,6.0,70.605,8
30.0,3,4,1.0,7.0,7.0,83.6475,4
30.0,3,4,1.0,8.0,8.0,97.97,7
30.0,3,4,1.0,10.0,10.0,124.483809524,21
30.0,3,4,1.0,12.0,12.0,155.16,1
30.0,3,4,1.0,13.0,13.0,162.1,5
30.0,3,4,2.0,5.0,5.0,58.95,6
30.0,3,4,2.0,5.03,5.03,58.34,2
30.0,3,4,2.0,6.0,6.0,71.0117647059,17
30.0,3,4,2.0,7.0,7.0,83.7714285714,14
30.0,3,4,2.0,8.0,8.0,97.4615384615,13
30.0,3,4,2.0,10.0,10.0,125.475,10
30.0,3,4,2.0,12.0,12.0,149.533333333,3
30.0,3,4,2.0,15.77,15.77,199.05,1
30.0,3,4,2.0,16.0,16.0,202.395,2
30.0,3,4,3.0,5.0,5.0,58.9353333333,15
30.0,3,4,3.0,6.0,6.0,71.5847826087,23
30.0,3,4,3.0,7.0,7.0,84.2237142857,35
30.0,3,4,3.0,8.0,8.0,97.9841666667,24
30.0,3,4,3.0,10.0,10.0,126.486363636,22
30.0,3,4,3.0,12.0,12.0,152.294375,16
30.0,3,4,3.0,13.0,13.0,166.2775,4
30.0,3,4,3.0,16.0,16.0,205.87,1
30.0,3,4,4.0,5.0,5.0,59.2859375,32
30.0,3,4,4.0,6.0,6.0,72.1174193548,62
30.0,3,4,4.0,7.0,7.0,85.2928985507,69
30.0,3,4,4.0,8.0,8.0,98.4307594937,79
30.0,3,4,4.0,10.0,10.0,126.723913043,46
30.0,3,4,4.0,12.0,12.0,152.750697674,43
30.0,3,4,4.0,13.0,13.0,166.72,6
30.0,3,4,4.0,16.0,16.0,208.483333333,3
30.0,3,4,5.0,5.0,5.0,59.0854098361,61
30.0,3,4,5.0,5.03,5.03,58.5642857143,7
30.0,3,4,5.0,6.0,6.0,72.0492941176,85
30.0,3,4,5.0,7.0,7.0,85.363960396,101
30.0,3,4,5.0,8.0,8.0,98.4317094017,117
30.0,3,4,5.0,10.0,10.0,126.852058824,68
30.0,3,4,5.0,12.0,12.0,153.454035088,57
30.0,3,4,5.0,13.0,13.0,166.684375,16
30.0,3,4,5.0,15.77,15.77,208.1,1
30.0,3,4,5.0,16.0,16.0,206.275833333,12
30.0,3,4,6.0,5.0,5.0,59.2953846154,39
30.0,3,4,6.0,5.03,5.03,59.275,4
30.0,3,4,6.0,6.0,6.0,72.401965812,117
30.0,3,4,6.0,7.0,7.0,85.4304166667,120
30.0,3,4,6.0,8.0,8.0,99.0579166667,72
30.0,3,4,6.0,10.0,10.0,127.288738739,111
30.0,3,4,6.0,12.0,12.0,153.330731707,41
30.0,3,4,6.0,13.0,13.0,168.6225,12
30.0,3,4,6.0,15.77,15.77,208.486666667,3
30.0,3,4,6.0,16.0,16.0,207.881666667,18
30.0,3,4,7.0,6.0,6.0,72.4,1
30.0,3,4,7.0,8.0,8.0,99.1066666667,3
30.0,3,4,7.0,10.0,10.0,127.836666667,3
30.0,3,4,7.0,12.0,12.0,152.855,2
30.0,3,5,1.0,7.0,7.0,83.152,5
30.0,3,5,3.0,7.64,7.64,91.08,1
30.0,3,5,4.0,7.0,7.0,82.9033333333,3
30.0,3,5,4.0,7.64,7.64,91.26,1
30.0,3,5,4.0,10.0,10.0,130.52,1
30.0,3,5,4.0,11.48,11.48,151.55,1
30.0,3,5,5.0,5.0,5.0,58.27,1
30.0,3,5,5.0,6.0,6.0,71.9666666667,3
30.0,3,5,5.0,7.0,7.0,85.47,2
30.0,3,5,5.0,7.64,7.64,91.87,2
30.0,3,5,5.0,10.0,10.0,130.723333333,3
30.0,3,5,5.0,11.48,11.48,151.5925,4
30.0,3,5,5.0,16.0,16.0,214.466666667,3
30.0,3,5,6.0,7.0,7.0,84.325,2
30.0,3,5,6.0,7.64,7.64,91.27,1
30.0,3,5,6.0,10.0,10.0,131.036,5
30.0,3,5,6.0,11.48,11.48,152.635,2
30.0,3,6,1.0,7.0,7.0,85.41,1
30.0,3,6,3.0,7.64,7.64,93.83,1
30.0,3,6,4.0,5.0,5.0,58.87,1
30.0,3,6,5.0,7.0,7.0,85.78,2
30.0,3,6,5.0,10.0,10.0,133.45,1
30.0,3,6,5.0,11.48,11.48,153.3,2
30.0,3,6,5.0,16.0,16.0,220.86,1
30.0,3,6,6.0,7.0,7.0,86.555,2
30.0,3,6,6.0,7.64,7.64,94.73,1
30.0,3,6,6.0,9.0,9.0,118.15,1
30.0,3,6,6.0,10.0,10.0,130.48,1
30.0,3,7,1.0,10.0,10.0,127.29,1
30.0,3,7,2.0,12.0,12.0,154.6,1
30.0,3,7,3.0,8.0,8.0,97.12,1
30.0,3,7,3.0,10.0,10.0,128.07,1
30.0,3,7,4.0,8.0,8.0,101.8,1
30.0,3,7,5.0,5.03,5.03,58.61,1
30.0,3,7,6.0,7.0,7.0,88.28,1
30.0,3,8,1.0,7.0,7.0,86.115,2
30.0,3,8,4.0,7.0,7.0,87.48,1
30.0,3,8,5.0,5.0,5.0,61.26,1
30.0,3,8,5.0,11.48,11.48,153.58,1
30.0,4,1,1.0,5.0,5.0,57.0933333333,3
30.0,4,1,1.0,6.0,6.0,70.354,5
30.0,4,1,1.0,10.0,10.0,121.7975,8
30.0,4,1,2.0,5.0,5.0,57.68,3
30.0,4,1,2.0,5.03,5.03,57.4,1
30.0,4,1,2.0,6.0,6.0,69.9266666667,6
30.0,4,1,2.0,7.0,7.0,83.0508333333,12
30.0,4,1,2.0,8.0,8.0,95.695,12
30.0,4,1,2.0,10.0,10.0,124.408333333,6
30.0,4,1,2.0,12.0,12.0,149.223,10
30.0,4,1,2.0,15.77,15.77,202.0,3
30.0,4,1,2.0,16.0,16.0,199.235,2
30.0,4,1,3.0,6.0,6.0,70.782,5
30.0,4,1,3.0,7.0,7.0,83.056,5
30.0,4,1,3.0,8.0,8.0,96.6669230769,13
30.0,4,1,3.0,10.0,10.0,124.841666667,6
30.0,4,1,3.0,12.0,12.0,151.47875,8
30.0,4,1,3.0,13.0,13.0,166.78,1
30.0,4,1,4.0,5.0,5.0,57.8488888889,9
30.0,4,1,4.0,5.03,5.03,58.3366666667,3
30.0,4,1,4.0,6.0,6.0,70.978,5
30.0,4,1,4.0,7.0,7.0,83.96125,8
30.0,4,1,4.0,8.0,8.0,96.9758333333,12
30.0,4,1,4.0,10.0,10.0,124.851428571,7
30.0,4,1,4.0,12.0,12.0,151.538571429,7
30.0,4,1,4.0,13.0,13.0,165.23,2
30.0,4,1,5.0,5.0,5.0,58.3290909091,11
30.0,4,1,5.0,5.03,5.03,58.5066666667,3
30.0,4,1,5.0,6.0,6.0,71.2080769231,26
30.0,4,1,5.0,7.0,7.0,84.109,30
30.0,4,1,5.0,8.0,8.0,97.546,30
30.0,4,1,5.0,10.0,10.0,126.669333333,30
30.0,4,1,5.0,12.0,12.0,153.81862069,29
30.0,4,1,5.0,13.0,13.0,167.691333333,15
30.0,4,1,5.0,15.77,15.77,211.475,2
30.0,4,1,5.0,16.0,16.0,206.847777778,9
30.0,4,1,6.0,5.0,5.0,58.6626086957,23
30.0,4,1,6.0,5.03,5.03,58.56,7
30.0,4,1,6.0,6.0,6.0,71.5946153846,52
30.0,4,1,6.0,7.0,7.0,84.3828571429,42
30.0,4,1,6.0,8.0,8.0,97.92,43
30.0,4,1,6.0,10.0,10.0,125.81673913,46
30.0,4,1,6.0,12.0,12.0,153.311923077,26
30.0,4,1,6.0,13.0,13.0,166.795,12
30.0,4,1,6.0,15.77,15.77,204.51,5
30.0,4,1,6.0,16.0,16.0,205.352777778,18
30.0,4,1,7.0,8.0,8.0,97.44,1
30.0,4,3,2.0,7.0,7.0,82.545,2
30.0,4,3,2.0,10.0,10.0,127.425,2
30.0,4,3,3.0,10.0,10.0,129.12,1
30.0,4,3,5.0,7.0,7.0,82.92,4
