distance,raceclass,age_cond,going,racecourse,racecourse,wintime,count
6.0,4.0,1,1,27.0,27.0,72.45,12
6.0,4.0,1,1,28.0,28.0,72.1,4
6.0,4.0,1,1,30.0,30.0,71.5145454545,11
6.0,4.0,1,1,58.0,58.0,76.2366666667,3
6.0,4.0,1,2,1.0,1.0,74.6,4
6.0,4.0,1,2,2.0,2.0,72.4871428571,7
6.0,4.0,1,2,14.0,14.0,71.494,5
6.0,4.0,1,2,18.0,18.0,71.4333333333,3
6.0,4.0,1,2,20.0,20.0,71.815,2
6.0,4.0,1,2,22.0,22.0,73.22,2
6.0,4.0,1,2,27.0,27.0,71.68,4
6.0,4.0,1,2,30.0,30.0,70.57,1
6.0,4.0,1,2,35.0,35.0,73.91,3
6.0,4.0,1,2,36.0,36.0,72.4733333333,3
6.0,4.0,1,2,41.0,41.0,76.27,8
6.0,4.0,1,2,42.0,42.0,71.15,2
6.0,4.0,1,2,44.0,44.0,75.79,2
6.0,4.0,1,2,51.0,51.0,70.81,1
6.0,4.0,1,2,57.0,57.0,72.365,8
6.0,4.0,1,2,60.0,60.0,72.5166666667,3
6.0,4.0,1,2,62.0,62.0,71.711,10
6.0,4.0,1,3,1.0,1.0,76.0333333333,24
6.0,4.0,1,3,2.0,2.0,72.5933333333,9
6.0,4.0,1,3,14.0,14.0,73.9822222222,18
6.0,4.0,1,3,16.0,16.0,70.9125,4
6.0,4.0,1,3,18.0,18.0,73.14,2
6.0,4.0,1,3,20.0,20.0,72.7244444444,36
6.0,4.0,1,3,22.0,22.0,74.4,15
6.0,4.0,1,3,27.0,27.0,72.7933333333,3
6.0,4.0,1,3,29.0,29.0,72.345,2
6.0,4.0,1,3,30.0,30.0,71.4225,4
6.0,4.0,1,3,35.0,35.0,74.1206666667,15
6.0,4.0,1,3,36.0,36.0,73.4355813953,43
6.0,4.0,1,3,41.0,41.0,77.2466666667,27
6.0,4.0,1,3,42.0,42.0,71.2225,4
6.0,4.0,1,3,43.0,43.0,72.8852631579,19
6.0,4.0,1,3,44.0,44.0,75.1114285714,21
6.0,4.0,1,3,47.0,47.0,75.71,4
6.0,4.0,1,3,50.0,50.0,69.6333333333,3
6.0,4.0,1,3,51.0,51.0,71.7809090909,11
6.0,4.0,1,3,57.0,57.0,73.0930769231,26
6.0,4.0,1,3,60.0,60.0,73.5333333333,57
6.0,4.0,1,3,62.0,62.0,72.9276470588,17
6.0,4.0,1,4,27.0,27.0,73.7623255814,43
6.0,4.0,1,4,28.0,28.0,73.71,15
6.0,4.0,1,4,30.0,30.0,72.8770212766,47
6.0,4.0,1,4,47.0,47.0,76.95375,24
6.0,4.0,1,4,58.0,58.0,75.9441666667,12
6.0,4.0,1,5,1.0,1.0,77.05875,8
6.0,4.0,1,5,2.0,2.0,73.57,12
6.0,4.0,1,5,14.0,14.0,73.8566666667,6
6.0,4.0,1,5,16.0,16.0,71.045,6
6.0,4.0,1,5,18.0,18.0,74.0,3
6.0,4.0,1,5,20.0,20.0,73.444,25
6.0,4.0,1,5,22.0,22.0,75.6135294118,17
6.0,4.0,1,5,27.0,27.0,73.1066666667,3
6.0,4.0,1,5,35.0,35.0,75.8172727273,11
6.0,4.0,1,5,36.0,36.0,73.9,23
6.0,4.0,1,5,41.0,41.0,78.3575,20
6.0,4.0,1,5,42.0,42.0,71.905,2
6.0,4.0,1,5,43.0,43.0,73.7622222222,9
6.0,4.0,1,5,44.0,44.0,76.082,10
6.0,4.0,1,5,47.0,47.0,76.3,1
6.0,4.0,1,5,50.0,50.0,71.1266666667,3
6.0,4.0,1,5,51.0,51.0,73.1844444444,9
6.0,4.0,1,5,54.0,54.0,71.38,1
6.0,4.0,1,5,57.0,57.0,73.7045,20
6.0,4.0,1,5,60.0,60.0,74.5251612903,31
6.0,4.0,1,5,62.0,62.0,73.1025,8
6.0,4.0,1,6,1.0,1.0,76.725,2
6.0,4.0,1,6,2.0,2.0,75.2036363636,11
6.0,4.0,1,6,14.0,14.0,75.3411111111,9
6.0,4.0,1,6,16.0,16.0,71.18,1
6.0,4.0,1,6,20.0,20.0,74.9222222222,9
6.0,4.0,1,6,22.0,22.0,76.5778571429,14
6.0,4.0,1,6,27.0,27.0,75.37,1
6.0,4.0,1,6,29.0,29.0,73.065,2
6.0,4.0,1,6,30.0,30.0,73.09,1
6.0,4.0,1,6,35.0,35.0,77.4128571429,7
6.0,4.0,1,6,36.0,36.0,74.8741666667,12
6.0,4.0,1,6,41.0,41.0,79.417,10
6.0,4.0,1,6,42.0,42.0,74.835,2
6.0,4.0,1,6,43.0,43.0,75.65875,8
6.0,4.0,1,6,44.0,44.0,78.21,3
6.0,4.0,1,6,50.0,50.0,71.18,2
6.0,4.0,1,6,51.0,51.0,74.458,5
6.0,4.0,1,6,57.0,57.0,74.4045454545,11
6.0,4.0,1,6,60.0,60.0,74.9416666667,12
6.0,4.0,1,6,62.0,62.0,74.4933333333,3
6.0,4.0,1,7,47.0,47.0,78.95,2
6.0,4.0,1,7,58.0,58.0,77.98,2
6.0,4.0,1,8,2.0,2.0,76.8133333333,3
6.0,4.0,1,8,14.0,14.0,78.055,10
6.0,4.0,1,8,16.0,16.0,72.875,2
6.0,4.0,1,8,18.0,18.0,76.85,1
6.0,4.0,1,8,20.0,20.0,75.8777777778,9
6.0,4.0,1,8,22.0,22.0,77.7033333333,9
6.0,4.0,1,8,29.0,29.0,76.43,1
6.0,4.0,1,8,35.0,35.0,78.29,1
6.0,4.0,1,8,36.0,36.0,76.785,2
6.0,4.0,1,8,41.0,41.0,80.2885714286,7
6.0,4.0,1,8,43.0,43.0,76.8333333333,3
6.0,4.0,1,8,44.0,44.0,78.47,1
6.0,4.0,1,8,50.0,50.0,73.0433333333,3
6.0,4.0,1,8,51.0,51.0,74.175,4
6.0,4.0,1,8,57.0,57.0,75.45,1
6.0,4.0,1,8,60.0,60.0,76.024,5
6.0,4.0,1,8,62.0,62.0,76.498,5
6.0,4.0,1,9,2.0,2.0,79.705,2
6.0,4.0,1,9,14.0,14.0,78.895,2
6.0,4.0,1,9,22.0,22.0,78.795,2
6.0,4.0,1,9,35.0,35.0,80.9516666667,6
6.0,4.0,1,9,41.0,41.0,81.92,1
6.0,4.0,1,9,43.0,43.0,78.98,1
6.0,4.0,1,9,57.0,57.0,77.85,1
6.0,4.0,1,9,62.0,62.0,77.58,1
6.0,4.0,2,1,27.0,27.0,72.2218181818,11
6.0,4.0,2,1,30.0,30.0,71.375,4
6.0,4.0,2,1,47.0,47.0,75.04,2
6.0,4.0,2,2,2.0,2.0,70.06,1
6.0,4.0,2,2,14.0,14.0,70.965,2
6.0,4.0,2,2,16.0,16.0,69.02,1
6.0,4.0,2,2,18.0,18.0,71.96,1
6.0,4.0,2,2,22.0,22.0,71.93,3
6.0,4.0,2,2,30.0,30.0,69.33,1
6.0,4.0,2,2,35.0,35.0,73.65,1
6.0,4.0,2,2,41.0,41.0,75.29,1
6.0,4.0,2,2,42.0,42.0,70.565,2
6.0,4.0,2,2,43.0,43.0,71.995,2
6.0,4.0,2,2,57.0,57.0,72.585,2
6.0,4.0,2,2,60.0,60.0,73.07,3
6.0,4.0,2,2,62.0,62.0,71.25,1
6.0,4.0,2,3,1.0,1.0,74.585,8
6.0,4.0,2,3,2.0,2.0,71.346,5
6.0,4.0,2,3,14.0,14.0,72.4455555556,9
6.0,4.0,2,3,16.0,16.0,69.0133333333,6
6.0,4.0,2,3,18.0,18.0,72.03,4
6.0,4.0,2,3,20.0,20.0,71.895,6
6.0,4.0,2,3,22.0,22.0,72.9291666667,12
6.0,4.0,2,3,27.0,27.0,72.14,8
6.0,4.0,2,3,30.0,30.0,70.375,4
6.0,4.0,2,3,35.0,35.0,73.2466666667,6
6.0,4.0,2,3,36.0,36.0,72.2433333333,3
6.0,4.0,2,3,41.0,41.0,76.3,8
6.0,4.0,2,3,42.0,42.0,70.844,5
6.0,4.0,2,3,43.0,43.0,72.5875,12
6.0,4.0,2,3,44.0,44.0,74.98,1
6.0,4.0,2,3,50.0,50.0,70.49,1
6.0,4.0,2,3,54.0,54.0,71.445,4
6.0,4.0,2,3,57.0,57.0,72.3470588235,17
6.0,4.0,2,3,60.0,60.0,72.77,4
6.0,4.0,2,4,27.0,27.0,73.0824444444,45
6.0,4.0,2,4,28.0,28.0,73.6533333333,3
6.0,4.0,2,4,30.0,30.0,72.90525,40
6.0,4.0,2,4,47.0,47.0,76.745,16
6.0,4.0,2,4,58.0,58.0,76.07,14
6.0,4.0,2,5,1.0,1.0,75.4,2
6.0,4.0,2,5,2.0,2.0,72.946,5
6.0,4.0,2,5,14.0,14.0,74.1971428571,7
6.0,4.0,2,5,16.0,16.0,70.204,5
6.0,4.0,2,5,18.0,18.0,73.805,2
6.0,4.0,2,5,20.0,20.0,72.4009090909,11
6.0,4.0,2,5,22.0,22.0,74.3883333333,12
6.0,4.0,2,5,27.0,27.0,73.635,4
6.0,4.0,2,5,30.0,30.0,70.88,3
6.0,4.0,2,5,35.0,35.0,75.005,2
6.0,4.0,2,5,36.0,36.0,72.3725,4
6.0,4.0,2,5,41.0,41.0,78.15,1
6.0,4.0,2,5,42.0,42.0,73.52,2
6.0,4.0,2,5,43.0,43.0,72.7776923077,13
6.0,4.0,2,5,44.0,44.0,77.625,2
6.0,4.0,2,5,51.0,51.0,71.8,2
6.0,4.0,2,5,54.0,54.0,72.21,2
6.0,4.0,2,5,57.0,57.0,73.3454545455,11
6.0,4.0,2,5,60.0,60.0,73.115,2
6.0,4.0,2,5,62.0,62.0,72.3,1
6.0,4.0,2,6,2.0,2.0,73.84,1
6.0,4.0,2,6,14.0,14.0,75.65,1
6.0,4.0,2,6,20.0,20.0,76.27,1
6.0,4.0,2,6,22.0,22.0,75.6525,4
6.0,4.0,2,6,27.0,27.0,74.7775,4
6.0,4.0,2,6,29.0,29.0,73.15,1
6.0,4.0,2,6,30.0,30.0,72.9666666667,3
6.0,4.0,2,6,36.0,36.0,73.95,4
6.0,4.0,2,6,41.0,41.0,79.945,2
6.0,4.0,2,6,43.0,43.0,74.1757142857,7
6.0,4.0,2,6,44.0,44.0,77.19,1
6.0,4.0,2,6,50.0,50.0,73.05,1
6.0,4.0,2,6,57.0,57.0,74.1825,4
6.0,4.0,2,6,62.0,62.0,73.25,1
6.0,4.0,2,7,47.0,47.0,77.095,2
6.0,4.0,2,7,58.0,58.0,76.27,1
6.0,4.0,2,8,2.0,2.0,75.945,2
6.0,4.0,2,8,14.0,14.0,78.74,1
6.0,4.0,2,8,20.0,20.0,76.34,1
6.0,4.0,2,8,22.0,22.0,78.8457142857,7
6.0,4.0,2,8,27.0,27.0,76.0,1
6.0,4.0,2,8,35.0,35.0,75.34,1
6.0,4.0,2,8,42.0,42.0,72.94,1
6.0,4.0,2,8,43.0,43.0,76.698,5
6.0,4.0,2,8,47.0,47.0,77.1,1
6.0,4.0,2,8,51.0,51.0,74.27,1
6.0,4.0,2,8,54.0,54.0,74.28,1
6.0,4.0,2,8,57.0,57.0,75.585,2
6.0,4.0,2,8,60.0,60.0,75.5625,4
6.0,4.0,2,9,14.0,14.0,79.92,1
6.0,4.0,2,9,22.0,22.0,79.54,1
6.0,4.0,2,9,35.0,35.0,81.09,1
6.0,4.0,2,9,41.0,41.0,84.53,1
6.0,4.0,2,9,43.0,43.0,78.585,2
6.0,4.0,2,9,51.0,51.0,77.14,1
6.0,4.0,2,9,57.0,57.0,76.89,1
6.0,4.0,2,9,62.0,62.0,76.42,1
6.0,4.0,3,1,27.0,27.0,72.0158823529,17
6.0,4.0,3,1,28.0,28.0,71.04,4
6.0,4.0,3,1,30.0,30.0,70.93,19
6.0,4.0,3,1,47.0,47.0,73.59,1
6.0,4.0,3,1,58.0,58.0,74.28,1
6.0,4.0,3,2,2.0,2.0,71.275,2
6.0,4.0,3,2,14.0,14.0,72.655,4
6.0,4.0,3,2,20.0,20.0,70.745,2
6.0,4.0,3,2,22.0,22.0,71.805,2
6.0,4.0,3,2,27.0,27.0,71.3125,4
6.0,4.0,3,2,30.0,30.0,70.6,1
6.0,4.0,3,2,35.0,35.0,71.04,1
6.0,4.0,3,2,36.0,36.0,71.47,2
6.0,4.0,3,2,41.0,41.0,74.865,2
6.0,4.0,3,2,42.0,42.0,69.955,2
6.0,4.0,3,2,44.0,44.0,73.635,2
6.0,4.0,3,2,51.0,51.0,71.945,2
6.0,4.0,3,2,57.0,57.0,71.0,5
6.0,4.0,3,2,60.0,60.0,70.86,1
6.0,4.0,3,2,62.0,62.0,70.9933333333,3
6.0,4.0,3,3,2.0,2.0,71.4788888889,9
6.0,4.0,3,3,14.0,14.0,72.8372222222,18
6.0,4.0,3,3,16.0,16.0,68.9642857143,7
6.0,4.0,3,3,18.0,18.0,70.735,2
6.0,4.0,3,3,20.0,20.0,71.1308333333,12
6.0,4.0,3,3,22.0,22.0,73.2185714286,14
6.0,4.0,3,3,27.0,27.0,70.76,1
6.0,4.0,3,3,29.0,29.0,70.8,1
6.0,4.0,3,3,30.0,30.0,71.2366666667,3
6.0,4.0,3,3,35.0,35.0,72.57,3
6.0,4.0,3,3,36.0,36.0,71.305,8
6.0,4.0,3,3,41.0,41.0,75.7844444444,9
6.0,4.0,3,3,42.0,42.0,70.714,15
6.0,4.0,3,3,44.0,44.0,73.9716666667,6
6.0,4.0,3,3,47.0,47.0,74.405,2
6.0,4.0,3,3,50.0,50.0,68.5033333333,3
6.0,4.0,3,3,51.0,51.0,70.9621052632,19
6.0,4.0,3,3,54.0,54.0,71.0977777778,9
6.0,4.0,3,3,57.0,57.0,71.9983333333,24
6.0,4.0,3,3,60.0,60.0,72.26,27
6.0,4.0,3,3,62.0,62.0,71.7425,4
6.0,4.0,3,4,27.0,27.0,72.4468181818,44
6.0,4.0,3,4,28.0,28.0,72.3166666667,6
6.0,4.0,3,4,30.0,30.0,72.1174193548,62
6.0,4.0,3,4,47.0,47.0,76.0523728814,59
6.0,4.0,3,4,58.0,58.0,75.2681818182,22
6.0,4.0,3,5,2.0,2.0,72.3655555556,9
6.0,4.0,3,5,14.0,14.0,74.0542857143,7
6.0,4.0,3,5,16.0,16.0,69.462,5
6.0,4.0,3,5,18.0,18.0,72.26,3
6.0,4.0,3,5,20.0,20.0,72.0733333333,6
6.0,4.0,3,5,22.0,22.0,74.2476923077,13
6.0,4.0,3,5,27.0,27.0,73.6133333333,3
6.0,4.0,3,5,35.0,35.0,73.695,6
6.0,4.0,3,5,36.0,36.0,72.66,6
6.0,4.0,3,5,41.0,41.0,76.52,6
6.0,4.0,3,5,42.0,42.0,72.836,5
6.0,4.0,3,5,44.0,44.0,74.8784615385,13
6.0,4.0,3,5,47.0,47.0,75.84,1
6.0,4.0,3,5,50.0,50.0,69.78,1
6.0,4.0,3,5,51.0,51.0,71.737,10
6.0,4.0,3,5,54.0,54.0,71.8,2
6.0,4.0,3,5,57.0,57.0,72.6475,12
6.0,4.0,3,5,60.0,60.0,72.8713333333,30
6.0,4.0,3,5,62.0,62.0,71.9585714286,7
6.0,4.0,3,6,2.0,2.0,73.58,5
6.0,4.0,3,6,14.0,14.0,75.01,1
6.0,4.0,3,6,16.0,16.0,71.47,6
6.0,4.0,3,6,18.0,18.0,74.74,1
6.0,4.0,3,6,20.0,20.0,74.1925,4
6.0,4.0,3,6,22.0,22.0,75.09,6
6.0,4.0,3,6,27.0,27.0,74.75,1
6.0,4.0,3,6,35.0,35.0,75.37,3
6.0,4.0,3,6,41.0,41.0,78.5133333333,3
6.0,4.0,3,6,42.0,42.0,75.0433333333,3
6.0,4.0,3,6,44.0,44.0,76.558,5
6.0,4.0,3,6,51.0,51.0,73.4642857143,7
6.0,4.0,3,6,54.0,54.0,73.445,4
6.0,4.0,3,6,57.0,57.0,74.35,5
6.0,4.0,3,6,60.0,60.0,73.9838461538,13
6.0,4.0,3,6,62.0,62.0,74.895,2
6.0,4.0,3,7,47.0,47.0,78.611,10
6.0,4.0,3,7,58.0,58.0,77.29,3
6.0,4.0,3,8,2.0,2.0,75.7066666667,3
6.0,4.0,3,8,18.0,18.0,76.88,2
6.0,4.0,3,8,20.0,20.0,74.554,5
6.0,4.0,3,8,22.0,22.0,75.825,4
6.0,4.0,3,8,35.0,35.0,76.415,2
6.0,4.0,3,8,41.0,41.0,82.7266666667,3
6.0,4.0,3,8,42.0,42.0,76.0,1
6.0,4.0,3,8,44.0,44.0,77.2666666667,3
6.0,4.0,3,8,50.0,50.0,75.46,1
6.0,4.0,3,8,54.0,54.0,74.18,3
6.0,4.0,3,8,57.0,57.0,74.39,3
6.0,4.0,3,8,60.0,60.0,75.3816666667,6
6.0,4.0,3,8,62.0,62.0,76.625,2
6.0,4.0,3,9,2.0,2.0,78.306,5
6.0,4.0,3,9,20.0,20.0,77.36,1
6.0,4.0,3,9,22.0,22.0,78.28,1
6.0,4.0,3,9,35.0,35.0,80.45,1
6.0,4.0,3,9,44.0,44.0,78.185,2
6.0,4.0,3,9,50.0,50.0,73.81,1
6.0,4.0,3,9,54.0,54.0,74.6,1
6.0,4.0,3,9,57.0,57.0,75.81,1
6.0,4.0,4,1,27.0,27.0,71.8085714286,14
6.0,4.0,4,1,28.0,28.0,71.975,2
6.0,4.0,4,1,30.0,30.0,70.978,5
6.0,4.0,4,1,47.0,47.0,74.03,1
6.0,4.0,4,2,14.0,14.0,70.2,1
6.0,4.0,4,2,22.0,22.0,72.016,5
6.0,4.0,4,2,57.0,57.0,71.03,2
6.0,4.0,4,3,1.0,1.0,74.655,2
6.0,4.0,4,3,14.0,14.0,72.28375,8
6.0,4.0,4,3,18.0,18.0,72.48,4
6.0,4.0,4,3,20.0,20.0,71.48,5
6.0,4.0,4,3,22.0,22.0,72.1675,4
6.0,4.0,4,3,29.0,29.0,70.49,2
6.0,4.0,4,3,35.0,35.0,71.6,1
6.0,4.0,4,3,41.0,41.0,76.07,1
6.0,4.0,4,3,43.0,43.0,71.7133333333,3
6.0,4.0,4,3,44.0,44.0,73.4233333333,3
6.0,4.0,4,3,51.0,51.0,70.54,1
6.0,4.0,4,3,57.0,57.0,72.1535714286,14
6.0,4.0,4,3,60.0,60.0,72.45,1
6.0,4.0,4,3,62.0,62.0,71.048,5
6.0,4.0,4,4,27.0,27.0,72.6773529412,34
6.0,4.0,4,4,28.0,28.0,72.6866666667,6
6.0,4.0,4,4,30.0,30.0,71.6626923077,26
6.0,4.0,4,4,47.0,47.0,76.1425,36
6.0,4.0,4,4,58.0,58.0,76.3233333333,3
6.0,4.0,4,5,14.0,14.0,73.2866666667,6
6.0,4.0,4,5,18.0,18.0,72.74,1
6.0,4.0,4,5,20.0,20.0,71.78,7
6.0,4.0,4,5,22.0,22.0,74.39,2
6.0,4.0,4,5,35.0,35.0,73.615,2
6.0,4.0,4,5,42.0,42.0,71.62,1
6.0,4.0,4,5,43.0,43.0,72.639,10
6.0,4.0,4,5,44.0,44.0,73.78,1
6.0,4.0,4,5,57.0,57.0,72.7308333333,12
6.0,4.0,4,5,62.0,62.0,71.885,2
6.0,4.0,4,6,1.0,1.0,77.2033333333,3
6.0,4.0,4,6,14.0,14.0,73.26,1
6.0,4.0,4,6,18.0,18.0,73.88,1
6.0,4.0,4,6,20.0,20.0,72.21,1
6.0,4.0,4,6,22.0,22.0,77.43,1
6.0,4.0,4,6,35.0,35.0,74.855,2
6.0,4.0,4,6,43.0,43.0,73.34,2
6.0,4.0,4,6,51.0,51.0,73.105,2
6.0,4.0,4,6,57.0,57.0,73.8675,4
6.0,4.0,4,6,62.0,62.0,73.33,1
6.0,4.0,4,7,30.0,30.0,71.8,1
6.0,4.0,4,7,47.0,47.0,77.1125,8
6.0,4.0,4,8,20.0,20.0,75.03,1
6.0,4.0,4,8,22.0,22.0,77.81,1
6.0,4.0,4,8,41.0,41.0,80.41,1
6.0,4.0,4,8,43.0,43.0,77.715,2
6.0,4.0,4,8,51.0,51.0,73.49,2
6.0,4.0,4,8,57.0,57.0,77.31,2
6.0,4.0,4,9,18.0,18.0,75.07,1
6.0,4.0,4,9,22.0,22.0,78.665,2
6.0,4.0,4,9,43.0,43.0,78.1433333333,3
6.0,5.0,1,1,27.0,27.0,73.1752941176,51
6.0,5.0,1,1,28.0,28.0,72.1,7
6.0,5.0,1,1,30.0,30.0,72.3389473684,19
6.0,5.0,1,1,47.0,47.0,75.3755555556,9
6.0,5.0,1,1,58.0,58.0,74.695,2
6.0,5.0,1,2,2.0,2.0,71.6166666667,3
6.0,5.0,1,2,14.0,14.0,72.985,4
6.0,5.0,1,2,18.0,18.0,72.4733333333,3
6.0,5.0,1,2,22.0,22.0,72.9733333333,3
6.0,5.0,1,2,35.0,35.0,75.2,1
6.0,5.0,1,2,41.0,41.0,76.995,2
6.0,5.0,1,2,42.0,42.0,72.0571428571,7
6.0,5.0,1,2,43.0,43.0,72.0,1
6.0,5.0,1,2,44.0,44.0,74.67,1
6.0,5.0,1,2,51.0,51.0,72.456,5
6.0,5.0,1,2,57.0,57.0,72.4764705882,17
6.0,5.0,1,2,62.0,62.0,71.99,1
6.0,5.0,1,3,2.0,2.0,72.7038888889,18
6.0,5.0,1,3,14.0,14.0,73.3214285714,28
6.0,5.0,1,3,16.0,16.0,70.3863636364,11
6.0,5.0,1,3,18.0,18.0,72.3916666667,12
6.0,5.0,1,3,20.0,20.0,72.62625,24
6.0,5.0,1,3,22.0,22.0,74.5786363636,44
6.0,5.0,1,3,27.0,27.0,72.8375,8
6.0,5.0,1,3,29.0,29.0,72.565,2
6.0,5.0,1,3,30.0,30.0,71.645,2
6.0,5.0,1,3,35.0,35.0,74.3922222222,18
6.0,5.0,1,3,36.0,36.0,73.564,5
6.0,5.0,1,3,41.0,41.0,77.4838095238,21
6.0,5.0,1,3,42.0,42.0,71.9462962963,27
6.0,5.0,1,3,43.0,43.0,73.2893333333,30
6.0,5.0,1,3,44.0,44.0,74.8424,25
6.0,5.0,1,3,50.0,50.0,71.81,1
6.0,5.0,1,3,51.0,51.0,72.7593333333,15
6.0,5.0,1,3,54.0,54.0,72.1475,4
6.0,5.0,1,3,57.0,57.0,72.6887301587,63
6.0,5.0,1,3,60.0,60.0,73.5472727273,11
6.0,5.0,1,3,62.0,62.0,73.142,5
6.0,5.0,1,4,27.0,27.0,73.7274736842,95
6.0,5.0,1,4,28.0,28.0,74.4990909091,11
6.0,5.0,1,4,30.0,30.0,72.960212766,47
6.0,5.0,1,4,47.0,47.0,77.0164102564,39
6.0,5.0,1,4,58.0,58.0,75.57,6
6.0,5.0,1,5,2.0,2.0,73.9430434783,23
6.0,5.0,1,5,14.0,14.0,74.66125,8
6.0,5.0,1,5,16.0,16.0,71.352,5
6.0,5.0,1,5,18.0,18.0,74.01,2
6.0,5.0,1,5,20.0,20.0,73.4168,25
6.0,5.0,1,5,22.0,22.0,75.1405769231,52
6.0,5.0,1,5,27.0,27.0,73.7133333333,3
6.0,5.0,1,5,30.0,30.0,72.0366666667,6
6.0,5.0,1,5,35.0,35.0,75.777,10
6.0,5.0,1,5,36.0,36.0,74.842,5
6.0,5.0,1,5,41.0,41.0,78.0792857143,14
6.0,5.0,1,5,42.0,42.0,72.9168,25
6.0,5.0,1,5,43.0,43.0,73.6263333333,30
6.0,5.0,1,5,44.0,44.0,76.035,16
6.0,5.0,1,5,50.0,50.0,71.92,1
6.0,5.0,1,5,51.0,51.0,74.1266666667,9
6.0,5.0,1,5,54.0,54.0,72.92,3
6.0,5.0,1,5,57.0,57.0,73.7651785714,56
6.0,5.0,1,5,60.0,60.0,73.8233333333,6
6.0,5.0,1,5,62.0,62.0,74.236,5
6.0,5.0,1,6,2.0,2.0,74.5308333333,12
6.0,5.0,1,6,14.0,14.0,75.718,5
6.0,5.0,1,6,16.0,16.0,72.57,6
6.0,5.0,1,6,18.0,18.0,74.4033333333,3
6.0,5.0,1,6,20.0,20.0,75.1625,12
6.0,5.0,1,6,22.0,22.0,76.2414285714,28
6.0,5.0,1,6,29.0,29.0,73.75,2
6.0,5.0,1,6,30.0,30.0,72.325,2
6.0,5.0,1,6,35.0,35.0,76.175,8
6.0,5.0,1,6,36.0,36.0,75.0025,4
6.0,5.0,1,6,41.0,41.0,79.92,6
6.0,5.0,1,6,42.0,42.0,73.3266666667,6
6.0,5.0,1,6,43.0,43.0,75.2333333333,12
6.0,5.0,1,6,44.0,44.0,77.041,10
6.0,5.0,1,6,50.0,50.0,73.7325,4
6.0,5.0,1,6,51.0,51.0,74.9516666667,6
6.0,5.0,1,6,54.0,54.0,72.24,1
6.0,5.0,1,6,57.0,57.0,74.6077777778,36
6.0,5.0,1,6,60.0,60.0,75.18,2
6.0,5.0,1,7,27.0,27.0,75.51,3
6.0,5.0,1,7,47.0,47.0,79.338,5
6.0,5.0,1,7,58.0,58.0,76.12,2
6.0,5.0,1,8,2.0,2.0,76.1384615385,13
6.0,5.0,1,8,14.0,14.0,79.395,2
6.0,5.0,1,8,16.0,16.0,74.19,1
6.0,5.0,1,8,18.0,18.0,77.5,2
6.0,5.0,1,8,20.0,20.0,76.2233333333,3
6.0,5.0,1,8,22.0,22.0,77.4453846154,13
6.0,5.0,1,8,29.0,29.0,76.39,1
6.0,5.0,1,8,35.0,35.0,79.1475,4
6.0,5.0,1,8,41.0,41.0,80.786,5
6.0,5.0,1,8,42.0,42.0,74.7214285714,7
6.0,5.0,1,8,43.0,43.0,76.8133333333,6
6.0,5.0,1,8,44.0,44.0,78.51,2
6.0,5.0,1,8,50.0,50.0,73.8575,4
6.0,5.0,1,8,51.0,51.0,76.2,2
6.0,5.0,1,8,54.0,54.0,74.41,1
6.0,5.0,1,8,57.0,57.0,75.25,6
6.0,5.0,1,8,60.0,60.0,76.17,1
6.0,5.0,1,9,2.0,2.0,78.9655555556,9
6.0,5.0,1,9,14.0,14.0,78.2825,4
6.0,5.0,1,9,22.0,22.0,80.2383333333,6
6.0,5.0,1,9,35.0,35.0,79.7666666667,3
6.0,5.0,1,9,41.0,41.0,82.9,4
6.0,5.0,1,9,42.0,42.0,77.94,1
6.0,5.0,1,9,43.0,43.0,78.5675,4
6.0,5.0,1,9,54.0,54.0,77.32,1
6.0,5.0,1,9,57.0,57.0,77.345,4
6.0,5.0,2,1,27.0,27.0,72.9113636364,22
6.0,5.0,2,1,28.0,28.0,72.78,2
6.0,5.0,2,1,30.0,30.0,72.3592857143,28
6.0,5.0,2,1,47.0,47.0,75.7216666667,6
6.0,5.0,2,2,2.0,2.0,71.35,2
6.0,5.0,2,2,14.0,14.0,72.245,2
6.0,5.0,2,2,18.0,18.0,71.6283333333,6
6.0,5.0,2,2,41.0,41.0,76.605,2
6.0,5.0,2,2,42.0,42.0,70.71,3
6.0,5.0,2,2,44.0,44.0,73.44,3
6.0,5.0,2,2,51.0,51.0,71.8611111111,9
6.0,5.0,2,2,57.0,57.0,71.045,2
6.0,5.0,2,3,2.0,2.0,71.52,1
6.0,5.0,2,3,14.0,14.0,72.568125,16
6.0,5.0,2,3,16.0,16.0,69.3333333333,3
6.0,5.0,2,3,18.0,18.0,72.609,10
6.0,5.0,2,3,20.0,20.0,71.735,2
6.0,5.0,2,3,22.0,22.0,74.195,6
6.0,5.0,2,3,29.0,29.0,70.65,1
6.0,5.0,2,3,35.0,35.0,73.94,7
6.0,5.0,2,3,36.0,36.0,73.26,2
6.0,5.0,2,3,41.0,41.0,76.4561538462,26
6.0,5.0,2,3,42.0,42.0,71.6572222222,18
6.0,5.0,2,3,43.0,43.0,72.2986666667,15
6.0,5.0,2,3,44.0,44.0,74.1788888889,9
6.0,5.0,2,3,50.0,50.0,69.3,2
6.0,5.0,2,3,51.0,51.0,70.966,5
6.0,5.0,2,3,57.0,57.0,72.4940909091,22
6.0,5.0,2,3,60.0,60.0,73.1275,4
6.0,5.0,2,4,27.0,27.0,73.20625,48
