distance,raceclass,age_cond,going,racecourse,racecourse,wintime,count
8.0,2.0,2,2,1.0,1.0,99.31,6
8.0,2.0,2,2,14.0,14.0,96.07,1
8.0,2.0,2,2,22.0,22.0,101.965,2
8.0,2.0,2,2,36.0,36.0,97.49,1
8.0,2.0,2,2,60.0,60.0,96.91,2
8.0,2.0,2,3,1.0,1.0,100.323333333,12
8.0,2.0,2,3,2.0,2.0,100.0675,4
8.0,2.0,2,3,14.0,14.0,97.6133333333,6
8.0,2.0,2,3,15.0,15.0,97.27,1
8.0,2.0,2,3,34.0,34.0,100.62,1
8.0,2.0,2,3,36.0,36.0,98.9625,8
8.0,2.0,2,3,44.0,44.0,101.39,1
8.0,2.0,2,3,51.0,51.0,97.44,1
8.0,2.0,2,3,60.0,60.0,98.6944444444,18
8.0,2.0,2,3,62.0,62.0,96.475,2
8.0,2.0,2,4,27.0,27.0,98.7716666667,6
8.0,2.0,2,4,28.0,28.0,98.5833333333,3
8.0,2.0,2,4,30.0,30.0,97.45,4
8.0,2.0,2,4,47.0,47.0,100.86,1
8.0,2.0,2,5,1.0,1.0,101.92,7
8.0,2.0,2,5,2.0,2.0,99.83,1
8.0,2.0,2,5,14.0,14.0,98.75,1
8.0,2.0,2,5,15.0,15.0,100.43,1
8.0,2.0,2,5,22.0,22.0,103.54,1
8.0,2.0,2,5,34.0,34.0,99.8,1
8.0,2.0,2,5,36.0,36.0,100.58,1
8.0,2.0,2,5,44.0,44.0,105.36,1
8.0,2.0,2,5,51.0,51.0,102.48,2
8.0,2.0,2,5,60.0,60.0,100.03,6
8.0,2.0,2,5,62.0,62.0,99.555,2
8.0,2.0,2,6,1.0,1.0,102.26,1
8.0,2.0,2,6,2.0,2.0,102.75,1
8.0,2.0,2,6,14.0,14.0,100.966666667,3
8.0,2.0,2,6,15.0,15.0,103.34,1
8.0,2.0,2,6,20.0,20.0,100.97,1
8.0,2.0,2,6,44.0,44.0,104.52,1
8.0,2.0,2,6,51.0,51.0,100.12,1
8.0,2.0,2,6,62.0,62.0,97.58,1
8.0,2.0,2,8,1.0,1.0,104.55,1
8.0,2.0,2,8,2.0,2.0,106.04,1
8.0,2.0,2,8,15.0,15.0,106.63,1
8.0,2.0,2,8,36.0,36.0,103.91,1
8.0,2.0,2,8,60.0,60.0,102.14,1
8.0,2.0,2,8,62.0,62.0,104.81,1
8.0,2.0,2,9,60.0,60.0,105.54,1
8.0,2.0,3,1,27.0,27.0,96.994,5
8.0,2.0,3,1,28.0,28.0,96.375,2
8.0,2.0,3,1,30.0,30.0,95.636,5
8.0,2.0,3,2,1.0,1.0,99.6366666667,6
8.0,2.0,3,2,20.0,20.0,96.4,2
8.0,2.0,3,2,34.0,34.0,97.2466666667,3
8.0,2.0,3,2,44.0,44.0,98.47,1
8.0,2.0,3,2,51.0,51.0,96.56,2
8.0,2.0,3,3,1.0,1.0,100.297647059,17
8.0,2.0,3,3,2.0,2.0,99.9466666667,3
8.0,2.0,3,3,14.0,14.0,97.666,5
8.0,2.0,3,3,20.0,20.0,97.5433333333,9
8.0,2.0,3,3,22.0,22.0,101.06,1
8.0,2.0,3,3,34.0,34.0,97.485,6
8.0,2.0,3,3,36.0,36.0,98.4,2
8.0,2.0,3,3,42.0,42.0,95.995,4
8.0,2.0,3,3,43.0,43.0,97.28,2
8.0,2.0,3,3,44.0,44.0,101.625,6
8.0,2.0,3,3,50.0,50.0,97.41,1
8.0,2.0,3,3,51.0,51.0,98.14,1
8.0,2.0,3,3,60.0,60.0,99.0733333333,3
8.0,2.0,3,3,62.0,62.0,96.861,10
8.0,2.0,3,4,27.0,27.0,98.0245454545,11
8.0,2.0,3,4,28.0,28.0,98.65,1
8.0,2.0,3,4,30.0,30.0,97.4615384615,13
8.0,2.0,3,4,47.0,47.0,101.005,2
8.0,2.0,3,5,1.0,1.0,102.295,2
8.0,2.0,3,5,2.0,2.0,100.09,5
8.0,2.0,3,5,14.0,14.0,98.44,4
8.0,2.0,3,5,15.0,15.0,100.78,1
8.0,2.0,3,5,20.0,20.0,98.5971428571,7
8.0,2.0,3,5,22.0,22.0,101.73,2
8.0,2.0,3,5,27.0,27.0,99.035,2
8.0,2.0,3,5,34.0,34.0,100.815,2
8.0,2.0,3,5,36.0,36.0,98.739,10
8.0,2.0,3,5,42.0,42.0,96.965,6
8.0,2.0,3,5,43.0,43.0,99.276,5
8.0,2.0,3,5,44.0,44.0,102.3,2
8.0,2.0,3,5,62.0,62.0,97.18,5
8.0,2.0,3,6,1.0,1.0,103.09,4
8.0,2.0,3,6,2.0,2.0,103.96,2
8.0,2.0,3,6,14.0,14.0,99.57,3
8.0,2.0,3,6,20.0,20.0,100.98,2
8.0,2.0,3,6,22.0,22.0,103.195,2
8.0,2.0,3,6,34.0,34.0,102.115,2
8.0,2.0,3,6,36.0,36.0,99.294,5
8.0,2.0,3,6,43.0,43.0,100.945,2
8.0,2.0,3,6,44.0,44.0,105.75,1
8.0,2.0,3,6,60.0,60.0,101.25,1
8.0,2.0,3,6,62.0,62.0,100.105,2
8.0,2.0,3,8,1.0,1.0,106.183333333,3
8.0,2.0,3,8,2.0,2.0,104.82,2
8.0,2.0,3,8,14.0,14.0,102.75,1
8.0,2.0,3,8,20.0,20.0,106.77,1
8.0,2.0,3,8,22.0,22.0,107.46,1
8.0,2.0,3,8,36.0,36.0,102.45,3
8.0,2.0,3,8,42.0,42.0,100.845,2
8.0,2.0,3,8,43.0,43.0,101.995,2
8.0,2.0,3,8,51.0,51.0,107.32,1
8.0,2.0,3,8,60.0,60.0,104.01,1
8.0,2.0,3,8,62.0,62.0,102.21,3
8.0,2.0,3,9,2.0,2.0,106.52,2
8.0,2.0,3,9,62.0,62.0,104.01,1
8.0,2.0,4,1,27.0,27.0,97.7633333333,3
8.0,2.0,4,1,30.0,30.0,95.695,12
8.0,2.0,4,3,1.0,1.0,100.756,5
8.0,2.0,4,3,2.0,2.0,100.285,2
8.0,2.0,4,3,15.0,15.0,99.51,1
8.0,2.0,4,3,20.0,20.0,98.36,2
8.0,2.0,4,3,27.0,27.0,96.92,1
8.0,2.0,4,3,34.0,34.0,97.0214285714,7
8.0,2.0,4,3,42.0,42.0,96.55,1
8.0,2.0,4,3,43.0,43.0,100.75,2
8.0,2.0,4,3,51.0,51.0,97.57,3
8.0,2.0,4,3,60.0,60.0,98.3257142857,7
8.0,2.0,4,4,27.0,27.0,98.0125,4
8.0,2.0,4,4,28.0,28.0,98.51,2
8.0,2.0,4,4,30.0,30.0,96.655,14
8.0,2.0,4,4,47.0,47.0,101.2,6
8.0,2.0,4,5,1.0,1.0,101.99,7
8.0,2.0,4,5,2.0,2.0,98.95,1
8.0,2.0,4,5,14.0,14.0,99.4666666667,9
8.0,2.0,4,5,22.0,22.0,102.535,2
8.0,2.0,4,5,27.0,27.0,97.83,1
8.0,2.0,4,5,34.0,34.0,100.99,1
8.0,2.0,4,5,43.0,43.0,99.535,4
8.0,2.0,4,5,51.0,51.0,100.345,2
8.0,2.0,4,5,60.0,60.0,100.99,2
8.0,2.0,4,6,1.0,1.0,103.185,2
8.0,2.0,4,6,14.0,14.0,101.163,10
8.0,2.0,4,6,20.0,20.0,101.82,1
8.0,2.0,4,6,34.0,34.0,99.955,2
8.0,2.0,4,6,42.0,42.0,99.57,1
8.0,2.0,4,6,43.0,43.0,101.84,1
8.0,2.0,4,6,51.0,51.0,101.675,2
8.0,2.0,4,7,47.0,47.0,104.27,2
8.0,2.0,4,8,14.0,14.0,104.84,4
8.0,2.0,4,8,27.0,27.0,103.96,1
8.0,2.0,4,8,34.0,34.0,103.093333333,3
8.0,2.0,4,8,42.0,42.0,104.555,2
8.0,2.0,4,8,43.0,43.0,102.75,2
8.0,2.0,4,8,51.0,51.0,102.52,1
8.0,2.0,4,9,14.0,14.0,107.79,2
8.0,3.0,1,1,27.0,27.0,98.37,2
8.0,3.0,1,1,28.0,28.0,98.52,1
8.0,3.0,1,1,30.0,30.0,97.17,1
8.0,3.0,1,2,60.0,60.0,100.37,1
8.0,3.0,1,3,2.0,2.0,100.695,2
8.0,3.0,1,3,14.0,14.0,97.8025,4
8.0,3.0,1,3,34.0,34.0,97.5,1
8.0,3.0,1,3,35.0,35.0,101.91,1
8.0,3.0,1,3,36.0,36.0,97.775,2
8.0,3.0,1,3,44.0,44.0,102.25,4
8.0,3.0,1,3,60.0,60.0,101.833333333,3
8.0,3.0,1,4,27.0,27.0,100.48,3
8.0,3.0,1,4,30.0,30.0,99.1491666667,12
8.0,3.0,1,4,47.0,47.0,104.305,4
8.0,3.0,1,5,2.0,2.0,101.82,1
8.0,3.0,1,5,14.0,14.0,99.695,6
8.0,3.0,1,5,15.0,15.0,102.22,2
8.0,3.0,1,5,27.0,27.0,101.11,3
8.0,3.0,1,5,36.0,36.0,99.51,1
8.0,3.0,1,5,44.0,44.0,105.7,1
8.0,3.0,1,6,14.0,14.0,102.766666667,3
8.0,3.0,1,6,34.0,34.0,103.43,1
8.0,3.0,1,6,36.0,36.0,101.384,5
8.0,3.0,1,6,43.0,43.0,102.0,1
8.0,3.0,1,6,51.0,51.0,103.8,1
8.0,3.0,1,6,60.0,60.0,103.26,1
8.0,3.0,1,6,62.0,62.0,102.75,1
8.0,3.0,1,8,2.0,2.0,104.83,1
8.0,3.0,1,8,14.0,14.0,106.261428571,7
8.0,3.0,1,8,15.0,15.0,106.59,1
8.0,3.0,1,8,36.0,36.0,104.64,1
8.0,3.0,1,8,42.0,42.0,103.98,1
8.0,3.0,1,8,44.0,44.0,110.07,1
8.0,3.0,1,8,51.0,51.0,104.365,2
8.0,3.0,1,9,14.0,14.0,105.48,1
8.0,3.0,2,1,27.0,27.0,98.6825,4
8.0,3.0,2,2,1.0,1.0,100.775,2
8.0,3.0,2,2,2.0,2.0,99.165,2
8.0,3.0,2,2,22.0,22.0,100.16,1
8.0,3.0,2,2,34.0,34.0,98.54,2
8.0,3.0,2,2,36.0,36.0,97.81,3
8.0,3.0,2,3,1.0,1.0,101.546,5
8.0,3.0,2,3,2.0,2.0,100.375,2
8.0,3.0,2,3,14.0,14.0,98.855,8
8.0,3.0,2,3,15.0,15.0,99.735,2
8.0,3.0,2,3,22.0,22.0,100.2725,4
8.0,3.0,2,3,36.0,36.0,98.7276470588,17
8.0,3.0,2,3,43.0,43.0,99.4933333333,9
8.0,3.0,2,3,44.0,44.0,102.40625,8
8.0,3.0,2,3,51.0,51.0,98.05,1
8.0,3.0,2,3,60.0,60.0,99.14875,16
8.0,3.0,2,4,27.0,27.0,99.0272727273,11
8.0,3.0,2,4,28.0,28.0,99.4575,4
8.0,3.0,2,4,30.0,30.0,99.184,5
8.0,3.0,2,4,47.0,47.0,103.202,5
8.0,3.0,2,5,1.0,1.0,103.68,2
8.0,3.0,2,5,2.0,2.0,104.565,2
8.0,3.0,2,5,14.0,14.0,100.952142857,14
8.0,3.0,2,5,15.0,15.0,102.59,1
8.0,3.0,2,5,22.0,22.0,104.72,3
8.0,3.0,2,5,34.0,34.0,99.53,1
8.0,3.0,2,5,36.0,36.0,99.914,5
8.0,3.0,2,5,43.0,43.0,101.933333333,6
8.0,3.0,2,5,44.0,44.0,105.42,1
8.0,3.0,2,5,51.0,51.0,99.04,3
8.0,3.0,2,5,60.0,60.0,99.2128571429,7
8.0,3.0,2,6,14.0,14.0,102.0125,4
8.0,3.0,2,6,22.0,22.0,103.85,2
8.0,3.0,2,6,36.0,36.0,100.07,1
8.0,3.0,2,6,43.0,43.0,102.595,2
8.0,3.0,2,6,44.0,44.0,105.72,1
8.0,3.0,2,6,51.0,51.0,100.325,2
8.0,3.0,2,6,60.0,60.0,101.726666667,3
8.0,3.0,2,8,1.0,1.0,105.64,1
8.0,3.0,2,8,14.0,14.0,104.995,2
8.0,3.0,2,8,36.0,36.0,104.3,1
8.0,3.0,2,8,43.0,43.0,106.94,1
8.0,3.0,2,8,44.0,44.0,108.63,1
8.0,3.0,2,8,51.0,51.0,102.256666667,3
8.0,3.0,2,8,60.0,60.0,101.6,1
8.0,3.0,2,8,62.0,62.0,102.18,1
8.0,3.0,2,9,2.0,2.0,113.885,2
8.0,3.0,2,9,14.0,14.0,110.17,1
8.0,3.0,2,9,43.0,43.0,107.973333333,3
8.0,3.0,3,1,27.0,27.0,97.35,6
8.0,3.0,3,1,28.0,28.0,95.93,2
8.0,3.0,3,1,30.0,30.0,96.2011111111,9
8.0,3.0,3,2,1.0,1.0,100.228571429,7
8.0,3.0,3,2,2.0,2.0,98.17,1
8.0,3.0,3,2,14.0,14.0,96.81,1
8.0,3.0,3,2,20.0,20.0,97.65,1
8.0,3.0,3,2,27.0,27.0,97.925,2
8.0,3.0,3,2,35.0,35.0,101.77,1
8.0,3.0,3,2,36.0,36.0,95.47,1
8.0,3.0,3,2,42.0,42.0,95.85,1
8.0,3.0,3,2,44.0,44.0,99.91,1
8.0,3.0,3,2,51.0,51.0,97.756,5
8.0,3.0,3,2,60.0,60.0,98.8533333333,3
8.0,3.0,3,2,62.0,62.0,97.77,1
8.0,3.0,3,3,1.0,1.0,101.867,10
8.0,3.0,3,3,2.0,2.0,99.3875,8
8.0,3.0,3,3,14.0,14.0,98.21,3
8.0,3.0,3,3,15.0,15.0,98.832,5
8.0,3.0,3,3,20.0,20.0,98.98375,8
8.0,3.0,3,3,22.0,22.0,101.63,6
8.0,3.0,3,3,27.0,27.0,98.4275,4
8.0,3.0,3,3,34.0,34.0,97.69,1
8.0,3.0,3,3,35.0,35.0,102.14,2
8.0,3.0,3,3,36.0,36.0,96.7214285714,14
8.0,3.0,3,3,42.0,42.0,96.4322222222,9
8.0,3.0,3,3,43.0,43.0,99.3233333333,3
8.0,3.0,3,3,44.0,44.0,101.983333333,3
8.0,3.0,3,3,51.0,51.0,99.4988235294,17
8.0,3.0,3,3,60.0,60.0,99.2038888889,18
8.0,3.0,3,3,62.0,62.0,96.79,5
8.0,3.0,3,4,27.0,27.0,98.8841666667,12
8.0,3.0,3,4,28.0,28.0,99.5663636364,11
8.0,3.0,3,4,30.0,30.0,97.9841666667,24
8.0,3.0,3,4,47.0,47.0,102.567272727,11
8.0,3.0,3,5,1.0,1.0,102.791428571,7
8.0,3.0,3,5,2.0,2.0,101.51,3
8.0,3.0,3,5,14.0,14.0,100.52,2
8.0,3.0,3,5,15.0,15.0,100.42,4
8.0,3.0,3,5,20.0,20.0,99.4071428571,7
8.0,3.0,3,5,22.0,22.0,102.7175,4
8.0,3.0,3,5,34.0,34.0,100.8,1
8.0,3.0,3,5,35.0,35.0,102.74,2
8.0,3.0,3,5,36.0,36.0,98.2166666667,9
8.0,3.0,3,5,42.0,42.0,97.6725,4
8.0,3.0,3,5,43.0,43.0,100.105,4
8.0,3.0,3,5,44.0,44.0,101.96,1
8.0,3.0,3,5,50.0,50.0,102.84,1
8.0,3.0,3,5,51.0,51.0,99.4646666667,15
8.0,3.0,3,5,60.0,60.0,99.4666666667,6
8.0,3.0,3,5,62.0,62.0,98.48,1
8.0,3.0,3,6,1.0,1.0,104.606666667,3
8.0,3.0,3,6,2.0,2.0,102.96,1
8.0,3.0,3,6,20.0,20.0,102.0,5
8.0,3.0,3,6,22.0,22.0,104.914,5
8.0,3.0,3,6,34.0,34.0,102.35,1
8.0,3.0,3,6,36.0,36.0,100.482857143,7
8.0,3.0,3,6,42.0,42.0,100.12,2
8.0,3.0,3,6,43.0,43.0,101.985714286,7
8.0,3.0,3,6,44.0,44.0,104.58,1
8.0,3.0,3,6,51.0,51.0,102.401666667,6
8.0,3.0,3,6,60.0,60.0,103.59,2
8.0,3.0,3,6,62.0,62.0,98.04,1
8.0,3.0,3,7,30.0,30.0,97.12,1
8.0,3.0,3,8,2.0,2.0,104.72,2
8.0,3.0,3,8,15.0,15.0,103.835,2
8.0,3.0,3,8,22.0,22.0,105.435,2
8.0,3.0,3,8,34.0,34.0,105.97,1
8.0,3.0,3,8,36.0,36.0,103.363333333,3
8.0,3.0,3,8,42.0,42.0,101.77,1
8.0,3.0,3,8,43.0,43.0,103.1,1
8.0,3.0,3,8,44.0,44.0,108.78,1
8.0,3.0,3,8,51.0,51.0,102.66,1
8.0,3.0,3,8,60.0,60.0,103.515,2
8.0,3.0,3,8,62.0,62.0,104.24,1
8.0,3.0,3,9,2.0,2.0,110.945,6
8.0,3.0,3,9,22.0,22.0,106.06,1
8.0,3.0,3,9,34.0,34.0,106.67,1
8.0,3.0,3,9,62.0,62.0,104.91,1
8.0,3.0,4,1,27.0,27.0,97.944,5
8.0,3.0,4,1,28.0,28.0,97.76,2
8.0,3.0,4,1,30.0,30.0,96.6669230769,13
8.0,3.0,4,1,47.0,47.0,100.15,2
8.0,3.0,4,2,14.0,14.0,95.52,1
8.0,3.0,4,2,22.0,22.0,98.54,1
8.0,3.0,4,2,43.0,43.0,97.91,1
8.0,3.0,4,2,62.0,62.0,96.95,1
8.0,3.0,4,3,14.0,14.0,97.65,4
8.0,3.0,4,3,20.0,20.0,96.64,2
8.0,3.0,4,3,22.0,22.0,100.325,2
8.0,3.0,4,3,36.0,36.0,97.3614285714,7
8.0,3.0,4,3,43.0,43.0,98.6683333333,6
8.0,3.0,4,4,27.0,27.0,99.0194117647,17
8.0,3.0,4,4,28.0,28.0,97.47,2
8.0,3.0,4,4,30.0,30.0,97.7645,20
8.0,3.0,4,4,47.0,47.0,102.768181818,11
8.0,3.0,4,5,14.0,14.0,98.41,3
8.0,3.0,4,5,20.0,20.0,99.3725,4
8.0,3.0,4,5,22.0,22.0,102.55,1
8.0,3.0,4,5,36.0,36.0,98.15,2
8.0,3.0,4,5,42.0,42.0,96.58,1
8.0,3.0,4,5,43.0,43.0,99.72,2
8.0,3.0,4,6,1.0,1.0,106.53,2
8.0,3.0,4,6,2.0,2.0,102.85,1
8.0,3.0,4,6,20.0,20.0,102.74,1
8.0,3.0,4,6,22.0,22.0,103.105,2
8.0,3.0,4,6,36.0,36.0,99.63,1
8.0,3.0,4,6,43.0,43.0,101.71,6
8.0,3.0,4,7,47.0,47.0,104.498333333,6
8.0,3.0,4,8,2.0,2.0,103.96,1
8.0,3.0,4,8,14.0,14.0,104.97,2
8.0,3.0,4,8,27.0,27.0,104.75,1
8.0,3.0,4,8,43.0,43.0,107.26,1
8.0,3.0,4,8,51.0,51.0,106.495,2
8.0,3.0,4,9,62.0,62.0,104.07,1
8.0,4.0,1,1,27.0,27.0,99.8754545455,22
8.0,4.0,1,1,28.0,28.0,98.65,4
8.0,4.0,1,1,30.0,30.0,97.4875,4
8.0,4.0,1,1,47.0,47.0,102.01,2
8.0,4.0,1,2,20.0,20.0,99.655,2
8.0,4.0,1,2,27.0,27.0,99.985,2
8.0,4.0,1,2,36.0,36.0,97.16,1
8.0,4.0,1,2,44.0,44.0,100.49,2
8.0,4.0,1,3,2.0,2.0,100.193333333,3
8.0,4.0,1,3,14.0,14.0,100.271428571,7
8.0,4.0,1,3,15.0,15.0,101.8025,4
8.0,4.0,1,3,20.0,20.0,100.545,12
8.0,4.0,1,3,27.0,27.0,100.2725,4
8.0,4.0,1,3,34.0,34.0,99.96,3
8.0,4.0,1,3,35.0,35.0,103.915,2
8.0,4.0,1,3,36.0,36.0,98.922962963,27
8.0,4.0,1,3,43.0,43.0,100.424,5
8.0,4.0,1,3,44.0,44.0,102.978333333,6
8.0,4.0,1,3,50.0,50.0,100.346666667,3
8.0,4.0,1,3,51.0,51.0,100.788,5
8.0,4.0,1,3,60.0,60.0,101.301428571,7
8.0,4.0,1,3,62.0,62.0,99.2,1
8.0,4.0,1,4,27.0,27.0,100.387777778,45
8.0,4.0,1,4,28.0,28.0,100.893846154,13
8.0,4.0,1,4,30.0,30.0,99.6069565217,46
8.0,4.0,1,4,47.0,47.0,103.975,10
8.0,4.0,1,5,1.0,1.0,104.85,1
8.0,4.0,1,5,2.0,2.0,103.76,5
8.0,4.0,1,5,14.0,14.0,101.683333333,3
8.0,4.0,1,5,15.0,15.0,102.43,4
8.0,4.0,1,5,20.0,20.0,100.3,4
8.0,4.0,1,5,27.0,27.0,101.82,3
8.0,4.0,1,5,34.0,34.0,101.8475,4
8.0,4.0,1,5,35.0,35.0,104.54,2
8.0,4.0,1,5,36.0,36.0,99.51,21
8.0,4.0,1,5,43.0,43.0,100.5075,4
8.0,4.0,1,5,44.0,44.0,104.574615385,13
8.0,4.0,1,5,50.0,50.0,103.88,1
8.0,4.0,1,5,51.0,51.0,100.41,5
8.0,4.0,1,5,60.0,60.0,101.007,10
8.0,4.0,1,5,62.0,62.0,99.64,2
8.0,4.0,1,6,2.0,2.0,105.7075,4
8.0,4.0,1,6,14.0,14.0,102.974,5
8.0,4.0,1,6,15.0,15.0,104.27,2
8.0,4.0,1,6,20.0,20.0,102.776,5
8.0,4.0,1,6,34.0,34.0,103.721428571,7
8.0,4.0,1,6,35.0,35.0,106.02,1
8.0,4.0,1,6,36.0,36.0,102.368333333,12
8.0,4.0,1,6,42.0,42.0,103.13,1
8.0,4.0,1,6,43.0,43.0,103.3,1
8.0,4.0,1,6,44.0,44.0,105.412,10
8.0,4.0,1,6,50.0,50.0,106.09,1
8.0,4.0,1,6,51.0,51.0,102.396666667,3
8.0,4.0,1,6,60.0,60.0,102.08,4
8.0,4.0,1,6,62.0,62.0,101.94,1
8.0,4.0,1,7,27.0,27.0,102.145,2
8.0,4.0,1,7,47.0,47.0,107.468,5
8.0,4.0,1,8,2.0,2.0,108.372,5
8.0,4.0,1,8,14.0,14.0,108.87,1
8.0,4.0,1,8,15.0,15.0,106.34,2
8.0,4.0,1,8,20.0,20.0,107.27,3
8.0,4.0,1,8,34.0,34.0,105.603636364,11
8.0,4.0,1,8,36.0,36.0,102.7375,4
8.0,4.0,1,8,44.0,44.0,106.803333333,3
8.0,4.0,1,8,50.0,50.0,110.1,1
8.0,4.0,1,8,51.0,51.0,105.7125,4
8.0,4.0,1,8,60.0,60.0,104.505,4
8.0,4.0,1,8,62.0,62.0,103.64,2
8.0,4.0,1,9,2.0,2.0,114.543333333,6
8.0,4.0,1,9,14.0,14.0,110.93,1
8.0,4.0,1,9,15.0,15.0,106.92,1
8.0,4.0,1,9,22.0,22.0,106.19,1
8.0,4.0,1,9,34.0,34.0,107.130666667,15
8.0,4.0,1,9,35.0,35.0,116.23,2
8.0,4.0,1,9,44.0,44.0,109.2575,4
8.0,4.0,1,9,50.0,50.0,111.91,1
8.0,4.0,1,9,51.0,51.0,107.75,1
8.0,4.0,1,9,62.0,62.0,105.5,1
8.0,4.0,2,1,27.0,27.0,98.5794117647,17
8.0,4.0,2,1,28.0,28.0,99.245,2
8.0,4.0,2,1,30.0,30.0,97.9922222222,9
8.0,4.0,2,1,47.0,47.0,101.776666667,3
8.0,4.0,2,2,1.0,1.0,103.193333333,3
8.0,4.0,2,2,2.0,2.0,99.34,1
8.0,4.0,2,2,14.0,14.0,98.97,1
8.0,4.0,2,2,20.0,20.0,97.28,1
8.0,4.0,2,2,27.0,27.0,97.9233333333,3
8.0,4.0,2,2,34.0,34.0,97.875,2
8.0,4.0,2,2,36.0,36.0,99.34,2
8.0,4.0,2,2,42.0,42.0,95.81,1
8.0,4.0,2,2,44.0,44.0,100.745,2
8.0,4.0,2,2,60.0,60.0,98.18,1
8.0,4.0,2,3,1.0,1.0,101.775789474,19
8.0,4.0,2,3,2.0,2.0,100.61,2
8.0,4.0,2,3,14.0,14.0,100.650909091,11
8.0,4.0,2,3,15.0,15.0,99.35,4
8.0,4.0,2,3,20.0,20.0,100.095833333,12
8.0,4.0,2,3,22.0,22.0,100.556666667,3
8.0,4.0,2,3,27.0,27.0,99.7075,8
8.0,4.0,2,3,34.0,34.0,98.922,20
8.0,4.0,2,3,35.0,35.0,101.969,10
8.0,4.0,2,3,36.0,36.0,99.2442857143,21
8.0,4.0,2,3,42.0,42.0,95.8133333333,9
8.0,4.0,2,3,43.0,43.0,100.35625,8
8.0,4.0,2,3,44.0,44.0,101.993684211,19
8.0,4.0,2,3,51.0,51.0,99.1414285714,7
8.0,4.0,2,3,60.0,60.0,99.6458333333,12
8.0,4.0,2,3,62.0,62.0,98.14,4
8.0,4.0,2,4,27.0,27.0,99.6146666667,60
8.0,4.0,2,4,28.0,28.0,99.22,5
8.0,4.0,2,4,30.0,30.0,99.7289473684,38
8.0,4.0,2,4,47.0,47.0,104.42037037,27
8.0,4.0,2,5,1.0,1.0,102.992,10
8.0,4.0,2,5,2.0,2.0,102.45,5
8.0,4.0,2,5,14.0,14.0,100.795,8
8.0,4.0,2,5,15.0,15.0,100.8,1
8.0,4.0,2,5,20.0,20.0,100.811538462,13
8.0,4.0,2,5,22.0,22.0,102.358,5
8.0,4.0,2,5,27.0,27.0,100.13,3
8.0,4.0,2,5,34.0,34.0,100.076,5
8.0,4.0,2,5,35.0,35.0,102.77,2
8.0,4.0,2,5,36.0,36.0,100.143571429,14
8.0,4.0,2,5,43.0,43.0,101.024285714,7
8.0,4.0,2,5,44.0,44.0,103.92,11
8.0,4.0,2,5,51.0,51.0,100.488571429,7
8.0,4.0,2,5,60.0,60.0,100.465,10
8.0,4.0,2,5,62.0,62.0,99.95,4
8.0,4.0,2,6,1.0,1.0,103.086666667,3
8.0,4.0,2,6,2.0,2.0,104.34,1
8.0,4.0,2,6,14.0,14.0,101.745,4
8.0,4.0,2,6,20.0,20.0,103.845,2
8.0,4.0,2,6,22.0,22.0,104.16,2
8.0,4.0,2,6,34.0,34.0,102.625,2
8.0,4.0,2,6,35.0,35.0,104.958,5
8.0,4.0,2,6,36.0,36.0,101.295,6
8.0,4.0,2,6,44.0,44.0,105.002,5
8.0,4.0,2,6,51.0,51.0,102.4425,4
8.0,4.0,2,6,60.0,60.0,101.9,4
8.0,4.0,2,6,62.0,62.0,98.93,1
8.0,4.0,2,7,27.0,27.0,101.64,1
8.0,4.0,2,7,47.0,47.0,107.2775,4
8.0,4.0,2,8,1.0,1.0,108.33,1
8.0,4.0,2,8,2.0,2.0,110.165,2
8.0,4.0,2,8,14.0,14.0,107.24,3
8.0,4.0,2,8,15.0,15.0,101.325,2
8.0,4.0,2,8,20.0,20.0,105.805,4
8.0,4.0,2,8,27.0,27.0,104.37,1
8.0,4.0,2,8,34.0,34.0,105.225,6
8.0,4.0,2,8,35.0,35.0,105.67,1
8.0,4.0,2,8,36.0,36.0,102.42,1
8.0,4.0,2,8,42.0,42.0,99.98,1
8.0,4.0,2,8,51.0,51.0,105.69,3
8.0,4.0,2,8,60.0,60.0,103.91,1
8.0,4.0,2,9,14.0,14.0,109.05,1
8.0,4.0,2,9,35.0,35.0,113.095,2
8.0,4.0,2,9,43.0,43.0,109.69,1
8.0,4.0,3,1,27.0,27.0,98.2089285714,28
8.0,4.0,3,1,28.0,28.0,96.88,7
8.0,4.0,3,1,30.0,30.0,97.0866666667,18
8.0,4.0,3,1,47.0,47.0,100.704,5
8.0,4.0,3,2,2.0,2.0,99.97,2
8.0,4.0,3,2,14.0,14.0,98.0433333333,6
8.0,4.0,3,2,35.0,35.0,100.52,3
8.0,4.0,3,2,36.0,36.0,96.32,1
8.0,4.0,3,2,42.0,42.0,94.03,2
8.0,4.0,3,2,43.0,43.0,103.66,1
8.0,4.0,3,2,44.0,44.0,100.92,1
8.0,4.0,3,2,51.0,51.0,96.9933333333,3
8.0,4.0,3,2,60.0,60.0,99.5833333333,3
8.0,4.0,3,3,1.0,1.0,102.52,4
8.0,4.0,3,3,2.0,2.0,100.13,3
8.0,4.0,3,3,14.0,14.0,99.5364705882,17
8.0,4.0,3,3,15.0,15.0,100.366666667,6
8.0,4.0,3,3,20.0,20.0,98.7616666667,12
8.0,4.0,3,3,22.0,22.0,100.58,1
8.0,4.0,3,3,27.0,27.0,98.915,4
8.0,4.0,3,3,34.0,34.0,99.985,4
8.0,4.0,3,3,35.0,35.0,102.035,2
