,Group.1,Group.2,Group.3,x.0%,x.5%
2955,9.16,21,C,116.26,116.9145
3338,9.16,21,D,116.1,116.466
3789,9.16,21,E,114.03,115.937
4186,9.16,21,F,117.11,117.3515
1858,11.07,21,5,139.8,140.324
2289,11.07,21,6,140.9,142.506
3339,11.07,21,D,145.95,145.9955
3790,11.07,21,E,140.58,141.425
4187,11.07,21,F,141.93,142.458
78,12.08,21,1,153.66,154.272
354,12.08,21,2,150.52,150.69
782,12.08,21,3,152.9,153.0155
1316,12.08,21,4,154.11,154.549
1859,12.08,21,5,153.24,153.6105
2290,12.08,21,6,153.82,154.0755
2574,12.08,21,A,157.13,157.2535
2956,12.08,21,C,153.59,153.844
3340,12.08,21,D,177.07,177.07
3791,12.08,21,E,154.07,154.455
4188,12.08,21,F,155.41,155.883
79,13.04,21,1,175.55,175.55
783,13.04,21,3,167.3,168.7445
1317,13.04,21,4,165.32,166.986
1860,13.04,21,5,167.28,167.335
2291,13.04,21,6,169.96,170.784
2741,13.04,21,B,170.85,170.85
2957,13.04,21,C,169.89,169.89
3341,13.04,21,D,166.04,168.46
3792,13.04,21,E,168.35,169.27
4189,13.04,21,F,166.87,167.44
80,5,22,1,56.39,56.922
355,5,22,2,57.84,58.0385
784,5,22,3,59.05,59.05
1318,5,22,4,58.93,59.338
1861,5,22,5,59.63,59.99
2742,5,22,B,60.67,60.678
2958,5,22,C,58.59,58.942
3342,5,22,D,59.56,59.7105
3793,5,22,E,59.86,60.319
81,6,22,1,69.4,70.12
356,6,22,2,71.46,71.63
785,6,22,3,70.41,71.276
1319,6,22,4,70.83,71.565
1862,6,22,5,71.76,72.425
2292,6,22,6,73.75,73.795
2575,6,22,A,72.04,72.2
2959,6,22,C,71.63,72.409
3343,6,22,D,71.98,72.22
3794,6,22,E,72.46,72.46
4190,6,22,F,72.87,73.272
82,7,22,1,86.96,87.269
357,7,22,2,88.18,88.372
786,7,22,3,85.95,86.094
1320,7.06,22,4,87.96,87.96
83,7.12,22,1,89.37,89.37
84,7.14,22,1,88.23,88.62
787,7.14,22,3,92.23,92.3005
1863,7.14,22,5,89.66,89.711
2576,7.14,22,A,89.34,89.4435
2960,7.14,22,C,88.41,88.42
3344,7.14,22,D,89.61,89.9235
3795,7.14,22,E,88.67,88.757
788,7.17,22,3,88.49,88.49
85,8,22,1,100.77,101.0625
358,8,22,2,99.02,99.428
789,8,22,3,99.88,100.5475
1321,8,22,4,100.58,100.699
1864,8,22,5,99.16,99.93
790,8.02,22,3,101.41,101.41
1322,8.06,22,4,101.83,101.83
1865,8.09,22,5,103.21,103.21
1323,8.12,22,4,104.93,104.93
1866,8.12,22,5,106,106
86,8.14,22,1,99.44,100.136
359,8.14,22,2,101.42,101.444
791,8.14,22,3,101.36,101.4835
1324,8.14,22,4,101.58,101.7795
1867,8.14,22,5,101.62,102.5675
2293,8.14,22,6,103.05,103.5255
2577,8.14,22,A,104.11,104.11
2961,8.14,22,C,100.58,101.147
3345,8.14,22,D,102.33,103.366
3796,8.14,22,E,102.48,102.534
1325,8.15,22,4,103.3,103.3
1868,8.15,22,5,104.55,104.55
1869,8.17,22,5,102.93,102.93
792,8.26,22,3,104.24,104.24
1870,8.26,22,5,103.57,103.6405
87,10.43,22,1,129.95,130.306
360,10.43,22,2,130.42,130.5
793,10.43,22,3,128.25,129.4645
1326,10.43,22,4,130.92,131.056
1871,10.43,22,5,129.03,130.379
1872,10.45,22,5,133.8,133.856
1873,10.52,22,5,134.04,134.04
88,10.55,22,1,130.29,131.384
361,10.55,22,2,132.36,132.5715
794,10.55,22,3,132.8,133.244
1327,10.55,22,4,133.18,133.383
1874,10.55,22,5,132.75,133.489
2294,10.55,22,6,136.68,136.8905
2578,10.55,22,A,130.4,130.457
2743,10.55,22,B,131.05,131.0765
2962,10.55,22,C,132.44,133.2275
3346,10.55,22,D,134.26,134.392
3797,10.55,22,E,133.98,134.028
4436,10.55,22,G,136.57,136.966
1875,10.58,22,5,136.09,136.09
1876,10.6,22,5,135.39,135.39
1328,10.7,22,4,133.77,133.77
1877,10.7,22,5,135.22,135.22
89,11.91,22,1,148.44,149.976
362,11.91,22,2,148.66,148.745
795,11.91,22,3,149.5,149.516
1329,11.91,22,4,145.53,149.5845
1878,11.91,22,5,149.58,150.4315
2579,11.91,22,A,149.76,149.991
2744,11.91,22,B,150.46,150.616
2963,11.91,22,C,151.3,152.191
3347,11.91,22,D,150.99,151.246
3798,11.91,22,E,154.21,154.826
4191,11.91,22,F,154.02,154.0685
1330,11.93,22,4,151.89,151.89
1879,11.93,22,5,152.9,152.994
90,12,22,1,150.59,150.6705
363,12,22,2,152.08,152.08
796,12,22,3,158.1,158.1
1331,12,22,4,152.81,152.81
1880,12,22,5,151.93,151.987
91,14,22,1,180.43,180.8215
364,14,22,2,175.64,176.846
797,14,22,3,180.16,180.604
1332,14,22,4,175.2,176.0835
1881,14,22,5,179.91,180.3975
2964,14,22,C,181.55,181.9175
3348,14,22,D,180.3,181.044
3799,14,22,E,182.63,182.8905
1882,14.09,22,5,182.52,182.52
1333,14.17,22,4,187.04,187.04
92,16,22,1,213.7,218.5745
365,16,22,2,232.1,236.465
798,16,22,3,224.4,226.07
1334,16,22,4,222.8,225.7575
2580,16,22,A,212.13,212.292
2745,16,22,B,245.4,245.866
2965,16,22,C,223.81,225.277
3349,16,22,D,221.7,225.062
3800,16,22,E,217.05,222.0045
4192,16,22,F,236.65,237.744
799,16.12,22,3,216.86,216.86
366,16.2,22,2,206.98,207.918
800,16.2,22,3,216.28,216.28
1335,16.2,22,4,211.93,213.0445
2966,16.2,22,C,211.56,212.608
3801,16.2,22,E,213.54,214.086
93,16.5,22,1,222.57,227.541
801,16.5,22,3,234.13,234.65
1336,16.5,22,4,235.83,235.83
367,17,22,2,254.5,254.5
94,20,22,1,280.1,281.65
368,20,22,2,280,281.4
802,20,22,3,275.87,277.645
1337,20,22,4,272.9,288.441
2581,20,22,A,314.34,314.34
2746,20,22,B,284.53,293.825
2967,20,22,C,299.1,303.86
3350,20,22,D,309.77,312.536
3802,20,22,E,279.35,281.41
4193,20,22,F,301.8,301.88
369,20.5,22,2,299.16,299.268
803,20.5,22,3,287.16,287.9665
1338,20.5,22,4,306.02,306.893
370,21,22,2,361.44,361.44
371,22,22,2,340,340.67
1339,22,22,4,355.6,355.6
2747,22,22,B,347.06,347.205
2968,22,22,C,316.08,316.588
3351,22,22,D,320.75,322.385
372,23,22,2,356.6,356.6
95,23.5,22,1,365.16,365.5395
373,23.5,22,2,332.4,333.368
804,23.5,22,3,382.3,383.474
1340,23.5,22,4,355.67,357.539
2582,23.5,22,A,346.15,346.88
2748,23.5,22,B,346.3,348.23
2969,23.5,22,C,394.72,394.72
3352,23.5,22,D,335.81,338.0195
3803,23.5,22,E,357.91,361.988
4194,23.5,22,F,379.74,379.74
96,24,22,1,338,340.3205
374,24,22,2,329.53,331.9695
805,24,22,3,344.5,345.605
1341,24,22,4,353.06,353.201
97,25,22,1,361.27,361.352
375,25,22,2,331.72,334.489
1342,25,22,4,360.24,360.9105
376,28,22,2,451,452.84
806,28,22,3,443.9,444.345
807,28.5,22,3,469.09,470.794
808,29,22,3,461.3,461.3
809,16,23,3,242.81,243.0715
1343,16,23,4,228.7,231.19
1883,16,23,5,241.2,241.8
3804,16,23,E,230.91,232.974
4195,16,23,F,240.74,240.9245
377,17,23,2,242.57,242.57
810,17,23,3,223.92,224.998
1344,17,23,4,224.4,227.538
1884,17,23,5,230.69,232.675
3353,17,23,D,229.83,231.37
3805,17,23,E,226.71,228.624
4196,17,23,F,230.1,230.16
4437,17,23,G,230.7,231.42
1345,19,23,4,271.4,271.968
1885,19,23,5,274.4,275.758
3354,19,23,D,299.2,299.2
811,19.5,23,3,296.82,296.82
1346,19.5,23,4,276.43,277.004
1886,19.5,23,5,280.37,280.763
3355,19.5,23,D,272.17,275.074
3806,19.5,23,E,269.88,272.367
4197,19.5,23,F,267.17,271.1365
4438,19.5,23,G,270.62,272.496
812,20,23,3,279.13,282.622
1347,20,23,4,279.3,281
1887,20,23,5,282.2,283.802
813,21.5,23,3,314.5,315.041
1348,21.5,23,4,318.8,319.955
1888,21.5,23,5,310.2,310.765
1349,22.5,23,4,312.4,319.554
1889,22.5,23,5,313.2,314.55
814,25.5,23,3,392.3,392.885
1350,25.5,23,4,377.4,382.977
1890,25.5,23,5,393,394.566
378,26,23,2,416.18,416.18
815,26,23,3,396.5,396.84
1351,26,23,4,369.7,376.653
1891,26,23,5,371.16,376.895
3356,26,23,D,385.9,385.9
3807,26,23,E,362.58,365.557
4198,26,23,F,371.85,377.2725
3357,16,24,D,236.56,237.706
3808,16,24,E,232.12,232.31
4199,16,24,F,226.22,228.1175
4439,16,24,G,241.13,241.13
379,16.5,24,2,240.3,240.553
816,16.5,24,3,245.91,246.183
1352,16.5,24,4,239.03,243.696
1892,16.5,24,5,237.39,240.02
2970,16.5,24,C,239.25,239.25
3358,16.5,24,D,245.75,245.844
3809,16.5,24,E,236.09,240.1
4200,16.5,24,F,243.6,244.3605
4440,16.5,24,G,243.85,245.415
380,20.5,24,2,301.3,301.3
817,20.5,24,3,297.04,298.791
1353,20.5,24,4,293.89,299.385
1893,20.5,24,5,297.8,300.967
2749,20.5,24,B,310.71,310.71
3359,20.5,24,D,300.7,303.196
3810,20.5,24,E,287.19,294.195
4201,20.5,24,F,287.45,289.655
4441,20.5,24,G,294.71,295.525
818,23,24,3,414.1,414.1
1354,23,24,4,379.9,379.9
819,24,24,3,356.8,361.384
1355,24,24,4,345.94,353.6035
1894,24,24,5,345,357.64
3811,24,24,E,349.8,350.028
4202,24,24,F,343.58,350.665
820,25,24,3,372.9,377.823
1356,25,24,4,393.6,396.525
1895,25,24,5,375.5,376.592
3812,25,24,E,400.73,402.905
821,32,24,3,535.07,535.663
1357,32,24,4,552,552.18
822,16.5,25,3,222.21,223.096
1358,16.5,25,4,211.1,215.96
1896,16.5,25,5,216.6,220.6875
2583,16.5,25,A,231.27,231.27
2750,16.5,25,B,227.51,227.51
2971,16.5,25,C,222.3,222.945
3360,16.5,25,D,232.62,234.388
3813,16.5,25,E,215.61,222.612
4203,16.5,25,F,216.84,217.805
4442,16.5,25,G,222.54,222.736
98,20.5,25,1,295.4,296.1035
381,20.5,25,2,291.65,292.8605
823,20.5,25,3,270.66,282.605
1359,20.5,25,4,277.76,281.8585
1897,20.5,25,5,274.7,274.748
2751,20.5,25,B,300.2,300.3245
2972,20.5,25,C,304.6,304.7975
3361,20.5,25,D,278.73,280.19
3814,20.5,25,E,277.4,278.128
4204,20.5,25,F,281.91,285.125
4443,20.5,25,G,277.73,279.4835
1360,21.5,25,4,295,298.99
1898,21.5,25,5,302.5,304.356
3362,21.5,25,D,292.2,293.9615
3815,21.5,25,E,297.19,300.259
4205,21.5,25,F,295.3,295.726
4444,21.5,25,G,294.2,295.564
824,24,25,3,348.19,350.845
1361,24,25,4,358.75,358.9875
1899,24,25,5,386.5,386.5
3363,24,25,D,383.18,383.694
3816,24,25,E,378.1,378.167
1362,26,25,4,352.42,359.8
1900,26,25,5,350.31,351.96
2973,26,25,C,369.95,369.95
3364,26,25,D,383.2,383.7075
3817,26,25,E,362.3,365.4625
4206,26,25,F,357.09,363.903
4445,26,25,G,390.81,390.8585
3365,16,26,D,216.5,216.665
3818,16,26,E,229.6,229.6
382,16.5,26,2,252,252.191
825,16.5,26,3,224.43,226.14
1363,16.5,26,4,218.4,230.203
1901,16.5,26,5,240.9,240.9
2752,16.5,26,B,231.71,232.648
2974,16.5,26,C,234.27,236.4645
3366,16.5,26,D,221.09,225.6565
3819,16.5,26,E,228.38,232.681
4207,16.5,26,F,265.22,265.22
383,17,26,2,252.7,253.215
826,17,26,3,255.7,256.4
1364,17,26,4,246.86,247.752
1902,17,26,5,262,262
3367,17,26,D,263.9,263.9
3820,17,26,E,266.83,267.093
99,18,26,1,270.54,271.121
384,18,26,2,275.8,276.002
827,18,26,3,249.1,251.628
1365,18,26,4,254.8,258.238
1903,18,26,5,257.6,257.78
2584,18,26,A,260.9,261.83
2753,18,26,B,261.17,262.027
2975,18,26,C,255.79,256.21
3368,18,26,D,259.31,259.415
3821,18,26,E,266.08,267.2075
4208,18,26,F,253.24,261.4705
1366,20.5,26,4,299.2,300.29
385,22.5,26,2,354.4,354.5
828,22.5,26,3,318.1,318.383
1367,22.5,26,4,285.6,320.27
1904,22.5,26,5,332.09,334.6585
2754,22.5,26,B,314.43,314.745
3369,22.5,26,D,317.19,323.05
3822,22.5,26,E,314.89,316.116
4209,22.5,26,F,321.59,321.761
386,23.5,26,2,354.46,357.014
829,23.5,26,3,351.8,352.1
1368,23.5,26,4,351.6,355.84
1905,23.5,26,5,350.1,350.88
387,25,26,2,426.76,426.76
830,25,26,3,373.15,373.3725
1369,25,26,4,372.72,378.472
1906,25,26,5,384.87,385.556
831,26,26,3,408.6,409.39
388,27,26,2,400.3,400.3
832,27,26,3,396.69,397.0515
1907,27,26,5,389.5,390.68
3823,27,26,E,393.87,395.462
4210,27,26,F,377.6,380.69
1370,28,26,4,441.43,441.9385
100,5,27,1,59.85,59.8555
833,5,27,3,58.59,58.644
1371,5,27,4,58.5,58.845
1908,5,27,5,58.96,59.211
2295,5,27,6,59.2,59.308
2456,5,27,7,59.63,59.87
2585,5,27,A,57.74,57.852
2976,5,27,C,63.52,63.52
3370,5,27,D,57.68,57.977
3824,5,27,E,59.8,59.8
4560,5,27,H,65.38,65.38
389,6,27,2,69.79,70.583
834,6,27,3,70.77,71.02
1372,6,27,4,70.87,71.364
1909,6,27,5,71.57,71.7905
2296,6,27,6,71.13,71.806
2457,6,27,7,72.34,72.46
2977,6,27,C,70.22,70.268
3371,6,27,D,70.69,70.7215
3825,6,27,E,70.23,70.45
101,7,27,1,84.24,84.2445
390,7,27,2,83.43,83.6575
835,7,27,3,83.41,83.932
1373,7,27,4,83.29,84.096
1910,7,27,5,83.99,84.5955
2297,7,27,6,84.06,84.9635
2458,7,27,7,84.68,85.369
2978,7,27,C,83.81,84.006
3372,7,27,D,84.76,85.53
3826,7,27,E,86.03,86.102
4561,7,27,H,96.75,96.75
102,8,27,1,96.01,96.2
391,8,27,2,96.67,96.6985
836,8,27,3,97.06,97.247
1374,8,27,4,95.73,97.288
1911,8,27,5,96.94,98.18
2298,8,27,6,97.37,98.46
2459,8,27,7,98.64,98.9175
2586,8,27,A,103.11,103.11
2755,8,27,B,96.92,97.102
2979,8,27,C,97.54,97.54
3373,8,27,D,98.61,98.6135
3827,8,27,E,98.17,98.414
2299,9,27,6,116.19,116.19
2980,9,27,C,110.9,111.188
3374,9,27,D,110.09,110.63
3828,9,27,E,112.43,112.625
103,10,27,1,123.77,123.941
392,10,27,2,122.97,123.114
837,10,27,3,123.81,124.395
1375,10,27,4,124.44,124.71
1912,10,27,5,124.33,125.182
2300,10,27,6,124.8,125.5625
2460,10,27,7,126.19,127.06
2587,10,27,A,122.16,122.859
2756,10,27,B,124.38,124.806
2981,10,27,C,122.95,123.489
3375,10,27,D,125.71,125.7285
3829,10,27,E,126.7,126.7
4562,10,27,H,140.02,140.02
393,11,27,2,136.09,136.63
838,11,27,3,137.74,138.1105
1376,11,27,4,136.98,138.124
1913,11,27,5,138.44,138.756
2301,11,27,6,138.96,140.099
2461,11,27,7,141.03,141.086
104,12,27,1,148.99,149.54
394,12,27,2,151.67,151.754
839,12,27,3,150.6,151.0005
1377,12,27,4,150.15,151.196
1914,12,27,5,150.96,152.448
2302,12,27,6,151.74,152.9635
2462,12,27,7,153.71,153.942
2588,12,27,A,151.72,151.7275
2982,12,27,C,151.3,151.6825
3376,12,27,D,151.54,151.954
3830,12,27,E,152.52,152.5605
4563,12,27,H,174.02,174.02
1915,14.42,27,5,191.78,192.3585
2983,14.42,27,C,192.85,192.922
3377,14.42,27,D,186.93,187.098
3831,14.42,27,E,191.16,191.731
105,16,27,1,201.5,221.354
395,16,27,2,204.36,206.2
840,16,27,3,203.9,206.2075
1378,16,27,4,204.7,207.178
1916,16,27,5,205.2,207.19
2303,16,27,6,205.83,207.6925
2463,16,27,7,210.68,210.835
2589,16,27,A,226.32,226.7295
2757,16,27,B,227.38,228.356
2984,16,27,C,205.55,208.278
3378,16,27,D,205.98,207.92
3832,16,27,E,206.27,207.99
4211,16,27,F,230.7,231.645
1379,18,27,4,240.5,240.548
106,20.5,27,1,335,335
396,20.5,27,2,307.09,307.262
841,20.5,27,3,310.6,311.11
1380,20.5,27,4,314.87,314.921
2985,20.5,27,C,306.14,306.14
107,21,27,1,311.1,312.048
397,21,27,2,304.06,304.689
842,21,27,3,302.31,308.86
1381,21,27,4,297.3,306.39
1917,21,27,5,334.21,334.21
2758,21,27,B,340.45,340.45
2986,21,27,C,305.62,306.0015
3379,21,27,D,298.46,299.7745
108,24,27,1,357.35,359.9825
398,24,27,2,361.5,362.398
843,24,27,3,363.81,364.143
1382,24,27,4,360.83,361.628
2590,24,27,A,354.2,354.497
109,24.5,27,1,364.2,364.8475
399,24.5,27,2,368.4,370.599
844,24.5,27,3,375.61,376.523
1383,24.5,27,4,366.4,366.73
2591,24.5,27,A,355.19,356.83
2759,24.5,27,B,357,357
2987,24.5,27,C,353.59,355.9855
3380,24.5,27,D,358.64,361.382
3833,24.5,27,E,377.75,377.75
3381,25,27,D,378.07,378.837
400,5,28,2,58.8,58.8
845,5,28,3,59.73,59.7455
1384,5,28,4,59.34,59.3955
1918,5,28,5,59.25,59.4025
2304,5,28,6,60.12,60.158
401,6,28,2,71.63,71.65
846,6,28,3,71.52,71.805
1385,6,28,4,71.9,72.1125
1919,6,28,5,72.34,72.439
2305,6,28,6,72.46,72.6305
402,8,28,2,98.65,98.65
847,8,28,3,98.1,98.136
1386,8,28,4,99.36,99.465
1920,8,28,5,98.63,98.918
2306,8,28,6,98.92,99.211
2464,8,28,7,102.32,102.32
403,9.21,28,2,114.08,114.08
848,9.21,28,3,117.9,117.9
404,10,28,2,126.8,126.9065
849,10,28,3,125.02,125.348
1387,10,28,4,126.13,126.23
1921,10,28,5,126.28,126.67
2307,10,28,6,127.05,127.6025
2465,10,28,7,129.35,129.35
405,13.3,28,2,168.87,168.87
850,13.3,28,3,172.37,172.37
1922,13.3,28,5,173.6,173.808
2308,13.3,28,6,171.34,171.895
2466,13.3,28,7,176.1,176.1
851,14,28,3,181.83,181.83
1388,14,28,4,182.05,182.064
1923,14,28,5,181.21,182.006
2309,14,28,6,182.66,182.752
406,16,28,2,210.31,210.4045
2310,16,28,6,208.69,208.7525
407,5.01,29,2,59.58,59.581
852,5.01,29,3,57.85,58.015
1389,5.01,29,4,57.86,57.977
1924,5.01,29,5,59.32,59.34
2311,5.01,29,6,58.55,58.7045
2467,5.01,29,7,59.37,59.598
2988,5.01,29,C,58,58.036
3382,5.01,29,D,59.71,59.7325
3834,5.01,29,E,59.12,59.4
853,5.99,29,3,72.51,72.523
1390,5.99,29,4,69.12,69.439
1925,5.99,29,5,70.43,70.79
2312,5.99,29,6,72.18,72.238
2468,5.99,29,7,72.06,72.06
3383,5.99,29,D,70.89,71.061
3835,5.99,29,E,69.68,70.14
110,7.04,29,1,81.92,81.956
408,7.04,29,2,85.36,85.362
854,7.04,29,3,83.2,83.233
1391,7.04,29,4,83.03,83.3
1926,7.04,29,5,82.79,83.5335
2313,7.04,29,6,83.64,83.801
2469,7.04,29,7,90.25,90.312
2592,7.04,29,A,82.72,82.766
2989,7.04,29,C,83.45,83.49
3384,7.04,29,D,83.24,83.285
3836,7.04,29,E,83.24,83.429
4212,7.04,29,F,84.49,84.49
4446,7.04,29,G,85.81,85.8835
409,8.04,29,2,102.54,102.54
1392,8.04,29,4,103.37,103.37
1927,8.04,29,5,105.64,105.64
2314,8.04,29,6,103.07,103.07
2470,8.04,29,7,109.09,109.09
2990,8.04,29,C,100.24,100.24
3385,8.04,29,D,93.45,96.706
3837,8.04,29,E,101.81,101.906
4213,8.04,29,F,94.03,94.961
410,8.27,29,2,110.08,110.08
855,8.27,29,3,102.27,102.395
1393,8.27,29,4,101.89,102.1735
1928,8.27,29,5,102.17,102.553
2315,8.27,29,6,102.89,103.418
2471,8.27,29,7,103.99,103.99
856,9.99,29,3,125.08,125.128
1394,9.99,29,4,123.02,124.3445
1929,9.99,29,5,124.04,125.5065
2316,9.99,29,6,126.63,126.69
2472,9.99,29,7,125.98,126.488
3386,9.99,29,D,122.34,124.9605
3838,9.99,29,E,124.2,124.35
4447,9.99,29,G,127.81,128.065
857,11.83,29,3,152.64,152.735
1395,11.83,29,4,149.89,150.007
1930,11.83,29,5,149.2,150.781
2317,11.83,29,6,151.6,151.789
2473,11.83,29,7,165.72,165.72
2593,11.83,29,A,146.51,147.038
2991,11.83,29,C,149.65,149.8405
3387,11.83,29,D,149.17,150.472
3839,11.83,29,E,151.31,151.408
4214,11.83,29,F,152.14,152.585
858,16,29,3,219.5,224.705
1396,16,29,4,225,228.18
1931,16,29,5,227.3,227.84
2992,16,29,C,236.37,236.397
3388,16,29,D,222.77,226.314
3840,16,29,E,226.77,234.138
4215,16,29,F,242.3,242.812
4448,16,29,G,247.42,247.535
859,20.5,29,3,300.4,304.84
1397,20.5,29,4,298,304.89
1932,20.5,29,5,306.6,308.94
2993,20.5,29,C,318.91,319.5895
3389,20.5,29,D,302.5,319.794
3841,20.5,29,E,312.54,313.416
4216,20.5,29,F,308.46,308.5635
4449,20.5,29,G,316.97,319.3225
860,23.5,29,3,347.38,349.801
1398,23.5,29,4,344.1,344.48
3390,24,29,D,367.18,367.18
111,5,30,1,56.67,56.8725
411,5,30,2,57.15,57.64
861,5,30,3,57.14,57.4175
1399,5,30,4,56.21,56.927
1933,5,30,5,56.09,57.0415
2318,5,30,6,56.69,57.814
2474,5,30,7,58.64,58.696
2760,5,30,B,57.39,57.4865
2994,5,30,C,58.02,58.0375
3391,5,30,D,57.55,58.459
3842,5,30,E,56.72,57.5475
4217,5,30,F,57.09,58.08
4450,5,30,G,58.97,59.0075
4564,5,30,H,59,59.1125
1400,5.03,30,4,58.05,58.063
1934,5.03,30,5,59.41,59.41
2319,5.03,30,6,58.63,58.678
112,6,30,1,68.94,69.324
412,6,30,2,68.75,69.433
862,6,30,3,69.24,69.61
1401,6,30,4,68.64,70.085
1935,6,30,5,68.13,69.691
2320,6,30,6,68.53,70.295
2475,6,30,7,71.47,71.56
2594,6,30,A,71.16,71.16
2995,6,30,C,71.3,71.32
3392,6,30,D,69.28,70.472
3843,6,30,E,70.43,70.65
4069,6,30,f,72.53,72.553
4218,6,30,F,69.27,70.021
4451,6,30,G,70.9,70.93
4565,6,30,H,72.81,72.81
113,7,30,1,80.05,80.349
413,7,30,2,81.88,82.1
863,7,30,3,82.59,82.635
1402,7,30,4,81.06,82.608
1936,7,30,5,80.37,82.451
2321,7,30,6,81.48,83.0845
2476,7,30,7,85.2,85.272
2595,7,30,A,82.26,82.412
2761,7,30,B,81.52,82.365
2996,7,30,C,83.37,83.4825
3393,7,30,D,79.41,82.335
3844,7,30,E,81.92,83.4415
4219,7,30,F,81.72,84.032
4452,7,30,G,85.7,85.735
4566,7,30,H,85.14,85.535
114,7.64,30,1,88.88,89.2445
864,7.64,30,3,94.09,94.1375
1403,7.64,30,4,92.06,92.084
1937,7.64,30,5,89.07,89.49
2322,7.64,30,6,89.11,89.1345
2997,7.64,30,C,89.06,89.3015
3394,7.64,30,D,87.47,88.986
3845,7.64,30,E,89.75,89.784
4220,7.64,30,F,90.24,90.2995
115,8,30,1,94.77,95.2315
414,8,30,2,94.51,94.87
865,8,30,3,95.1,95.39
1404,8,30,4,95.4,96.068
1938,8,30,5,96.01,96.5855
2323,8,30,6,96.04,96.9875
2477,8,30,7,97.44,97.44
2596,8,30,A,100.69,100.69
2998,8,30,C,97.37,97.574
3395,8,30,D,95.22,97.513
3846,8,30,E,96.8,97.0455
4221,8,30,F,97.72,97.99
4453,8,30,G,97.05,97.698
4567,8,30,H,99.59,99.6725
1939,9,30,5,114.88,115.107
2324,9,30,6,114.1,114.292
2999,9,30,C,114.19,114.2955
3396,9,30,D,113.19,113.309
4222,9,30,F,118.15,118.15
116,10,30,1,120.99,121.1985
415,10,30,2,121.73,122.4695
866,10,30,3,122.62,123.2105
1405,10,30,4,122.19,123.535
1940,10,30,5,123.48,124.39
2325,10,30,6,122.82,124.504
2478,10,30,7,124.65,125.33
2597,10,30,A,122.6,123
2762,10,30,B,123.97,124.27
3000,10,30,C,123.78,124.16
3397,10,30,D,123.92,125.09
3847,10,30,E,125,125.352
4223,10,30,F,124.5,125.5005
4454,10,30,G,124.4,126.7
4568,10,30,H,127.11,127.35
3398,10.27,30,D,132.36,132.65
4224,10.27,30,F,137.05,137.05
117,11.48,30,1,152.17,152.17
1406,11.48,30,4,155.46,155.46
1941,11.48,30,5,147.34,148.225
2326,11.48,30,6,148.62,148.953
3399,11.48,30,D,147.48,147.767
3848,11.48,30,E,147.59,147.656
4225,11.48,30,F,148.42,148.42
4455,11.48,30,G,149.16,149.782
118,12,30,1,150.67,151.044
416,12,30,2,147.97,148.246
867,12,30,3,148.22,148.523
1407,12,30,4,148.1,149.2845
1942,12,30,5,148.88,150.23
2327,12,30,6,149.25,150.813
2479,12,30,7,151.87,151.8735
2763,12,30,B,150.14,150.2185
3001,12,30,C,149.15,149.522
3400,12,30,D,149.47,150.708
3849,12,30,E,150.86,152.124
4226,12,30,F,151.76,152.63
4456,12,30,G,151.99,153.327
4569,12,30,H,152.85,153.102
119,13,30,1,161.08,161.168
417,13,30,2,173.13,173.3315
868,13,30,3,162.84,163.285
1408,13,30,4,163.66,164.36
1943,13,30,5,162.46,163.7
2328,13,30,6,161.15,164.8815
2480,13,30,7,164.8,165.175
3002,13,30,C,166.23,166.3105
3401,13,30,D,163.76,163.886
3850,13,30,E,164.32,164.686
4227,13,30,F,163.88,164.469
4457,13,30,G,167.11,167.524
4570,13,30,H,168.57,168.66
1944,14,30,5,185.39,186.272
3402,14,30,D,182.14,182.812
418,15.77,30,2,197.3,197.3
1945,15.77,30,5,203.36,203.4875
2329,15.77,30,6,203.9,204.03
120,16,30,1,214.68,215.1215
419,16,30,2,196.73,197.681
869,16,30,3,203.35,203.524
1409,16,30,4,200.07,203.221
1946,16,30,5,201.83,203.35
2330,16,30,6,200.35,202.315
2481,16,30,7,209.62,209.62
3403,16,30,D,204.5,204.698
3851,16,30,E,202.86,203.678
4228,16,30,F,202.61,203.15
4458,16,30,G,208.73,208.739
4571,16,30,H,209.04,209.18
870,16.5,30,3,249.4,249.795
1410,16.5,30,4,228.5,235.1
1947,16.5,30,5,236.73,239.4085
3003,16.5,30,C,237.44,237.503
3404,16.5,30,D,245.6,245.76
3852,16.5,30,E,240.34,240.574
121,19.5,30,1,305.85,305.85
871,19.5,30,3,293.31,293.72
1411,19.5,30,4,291.52,292.664
1948,19.5,30,5,283.66,288.625
2764,19.5,30,B,308.42,309.5555
3004,19.5,30,C,281.25,281.25
3405,19.5,30,D,282.04,282.04
3853,19.5,30,E,283.56,287.112
872,20,30,3,327.8,327.8
1412,20,30,4,330.1,330.21
1949,20,30,5,328.6,329.24
873,20.5,30,3,322.88,322.88
1413,20.5,30,4,326.25,326.3215
1950,20.5,30,5,306.42,306.5125
3854,20.5,30,E,303.44,304.1595
874,23,30,3,370.1,371.218
1414,23,30,4,331.9,336.6985
1951,23,30,5,358.12,360.119
3406,23,30,D,338.95,339.008
3855,23,30,E,352.59,354.132
4229,23,30,F,368.26,368.26
122,24,30,1,386.94,387.474
875,24,30,3,388.2,388.7565
1415,24,30,4,361.09,361.2605
1952,24,30,5,367.25,368.525
3856,24,30,E,387.55,387.55
123,16,31,1,237.22,237.489
420,16,31,2,233.7,234.36
876,16,31,3,233.5,235.315
2598,16,31,A,242.91,243.2695
