,Group.1,Group.2,Group.3,x.0%,x.5%
4131,8.06,11,F,93.99,94.0125
4411,8.06,11,G,94.61,94.747
4558,8.06,11,H,101.76,101.76
36,10.16,11,1,126.17,126.17
690,10.16,11,3,129.55,129.6025
1767,10.16,11,5,126.66,127.302
2254,10.16,11,6,127.55,128.6905
2541,10.16,11,A,127.69,127.786
2905,10.16,11,C,128.96,129.105
3261,10.16,11,D,127.27,127.7875
3711,10.16,11,E,127.93,128.018
4132,10.16,11,F,125.23,126.13
4412,10.16,11,G,129.74,129.964
4559,10.16,11,H,142.37,142.4285
1222,12.1,11,4,158.96,159.888
1768,12.1,11,5,155.05,155.2145
2255,12.1,11,6,155.75,156.5265
3262,12.1,11,D,156.14,156.608
3712,12.1,11,E,158.24,158.3415
4133,12.1,11,F,155.65,156.798
1769,16.22,11,5,216.39,216.5775
2256,16.22,11,6,211.95,213.6675
4134,16.22,11,F,216.04,216.6355
291,16.5,11,2,240.7,240.7
691,16.5,11,3,228.63,229.59
1223,16.5,11,4,233.28,235.632
1770,16.5,11,5,232.92,235.3635
2708,16.5,11,B,249.8,249.85
2906,16.5,11,C,226.13,228.944
3263,16.5,11,D,229.67,229.9325
3713,16.5,11,E,229.98,231.209
4135,16.5,11,F,245.5,245.86
4413,16.5,11,G,236.14,239.444
1771,18,11,5,239.58,239.855
2257,18,11,6,238.37,239.348
3264,18,11,D,237.58,238.2805
3714,18,11,E,236.63,237.029
292,19.5,11,2,284.45,287.464
692,19.5,11,3,294.9,297.06
1224,19.5,11,4,294.4,296.785
1772,19.5,11,5,304.54,304.806
2542,19.5,11,A,291.88,292.682
3265,19.5,11,D,301.54,304.375
37,20,11,1,283.5,284.025
293,20,11,2,319.58,319.58
693,20,11,3,284.46,285.4545
1225,20,11,4,282.31,284.185
1773,20,11,5,285.67,287.573
2543,20,11,A,273.2,277.232
2709,20,11,B,282.33,284.038
2907,20,11,C,303.06,303.671
3266,20,11,D,280.12,282.904
3715,20,11,E,284.99,291.032
4136,20,11,F,326.06,326.06
4414,20,11,G,282.25,283.104
294,24,11,2,356.5,357.22
694,24,11,3,358.4,359.18
1226,24,11,4,353,361.65
1774,24,11,5,356,357.55
2544,24,11,A,351.78,351.78
2710,24,11,B,350.02,350.038
2908,24,11,C,369.5,372.0475
3267,24,11,D,361.19,365.726
3716,24,11,E,368.11,368.11
4137,24,11,F,363.84,363.97
1775,26.5,11,5,430.94,431.639
38,29.5,11,1,459.84,460.105
39,5.07,12,1,59.24,59.4825
295,5.07,12,2,59.55,59.57
695,5.07,12,3,59.75,59.855
1227,5.07,12,4,59.7,59.7455
1776,5.07,12,5,61.82,61.82
2258,5.07,12,6,62.25,62.4045
2545,5.07,12,A,59.42,59.484
2711,5.07,12,B,59.64,59.818
2909,5.07,12,C,59.84,59.89
3268,5.07,12,D,59.93,60.182
296,5.5,12,2,67.31,67.31
696,5.5,12,3,67.76,67.76
40,6.08,12,1,73.15,73.293
297,6.08,12,2,75.67,75.67
697,6.08,12,3,74.91,74.934
1228,6.08,12,4,73.78,73.855
1777,6.08,12,5,73.67,73.786
2546,6.08,12,A,72.94,72.9625
3269,6.08,12,D,73.24,73.705
41,7.01,12,1,84.97,85.129
298,7.01,12,2,83.75,84.618
698,7.01,12,3,83.91,84.2245
1229,7.01,12,4,84.15,84.2265
1778,7.01,12,5,85.51,85.5925
2712,7.01,12,B,84.36,84.4365
2910,7.01,12,C,84.69,85.07
3717,7.01,12,E,86.94,86.985
299,7.55,12,2,91.66,91.66
699,7.55,12,3,91.82,91.97
1230,7.55,12,4,92.1,92.1855
1779,7.55,12,5,92.43,92.5745
2259,7.55,12,6,94.61,94.8175
2911,7.55,12,C,90.95,91.111
3270,7.55,12,D,93.38,93.446
3718,7.55,12,E,92.56,92.622
42,10.34,12,1,127.92,128.199
300,10.34,12,2,128.4,128.621
700,10.34,12,3,127.57,129.065
1231,10.34,12,4,129.81,130.255
1780,10.34,12,5,129.44,129.539
2547,10.34,12,A,129.69,129.716
2912,10.34,12,C,129.13,129.274
3271,10.34,12,D,128.48,129.448
3719,10.34,12,E,128.97,129.5955
1232,11.36,12,4,142.44,142.776
43,12.3,12,1,154.93,155.693
301,12.3,12,2,155.6,155.8105
701,12.3,12,3,154.88,154.88
1233,12.3,12,4,156.25,157.159
1781,12.3,12,5,157.35,158.246
2913,12.3,12,C,157.68,157.718
3272,12.3,12,D,156.23,157.0525
3720,12.3,12,E,159.58,160.584
44,13.4,12,1,168.77,169.787
702,13.4,12,3,174.37,174.696
1234,13.4,12,4,171.44,172.284
2548,13.4,12,A,167.3,168.353
703,15.89,12,3,209.41,209.85
1235,15.89,12,4,205.18,205.39
1782,15.89,12,5,206.58,207.323
3273,15.89,12,D,200.33,202.8195
302,18.67,12,2,238.89,239.115
2713,18.67,12,B,240.2,240.6635
45,17,13,1,259.02,260.0775
303,17,13,2,248.51,248.51
704,17,13,3,234.6,236.5855
1236,17,13,4,231,234.63
1783,17,13,5,240.52,244.776
2549,17,13,A,273.82,273.82
3274,17,13,D,232.18,233.37
3721,17,13,E,234.1,235.9325
4138,17,13,F,238.4,240.3695
4415,17,13,G,234.57,234.8895
46,17.5,13,1,245.9,247.0375
304,17.5,13,2,256.2,256.475
705,17.5,13,3,240.8,247.728
1237,17.5,13,4,248.17,249.844
2914,17.5,13,C,253.35,253.4025
3275,17.5,13,D,252.93,253.343
3722,17.5,13,E,242.9,244.42
4416,17.5,13,G,267.58,267.852
706,19,13,3,260.43,262.494
1238,19,13,4,254.1,263.62
1784,19,13,5,260.7,262.63
3276,19,13,D,256.59,261.2415
3723,19,13,E,257.35,262.51
4139,19,13,F,265.1,265.5355
4417,19,13,G,258.92,260.4375
305,19.5,13,2,286.8,287.76
707,19.5,13,3,276.97,280.7815
1239,19.5,13,4,274.9,278.932
1785,19.5,13,5,286.38,287.043
2714,19.5,13,B,292.66,293.2935
3277,19.5,13,D,308.19,308.19
3724,19.5,13,E,292.62,293.1795
708,21.5,13,3,308.8,311.55
1240,21.5,13,4,307.4,311.01
1786,21.5,13,5,322,325.808
3278,22,13,D,310.09,310.09
3725,22,13,E,323.11,323.2935
709,22.5,13,3,320.94,323.396
1241,22.5,13,4,318.62,324.388
1787,22.5,13,5,343.73,343.73
3279,22.5,13,D,325.29,325.472
3726,22.5,13,E,304.2,319.802
4140,22.5,13,F,320.13,321.3285
3727,23,13,E,329.12,331.691
306,23.5,13,2,345.5,347.8565
710,23.5,13,3,325.97,327.461
1242,23.5,13,4,334.6,335.184
1788,23.5,13,5,368.8,369.43
3280,23.5,13,D,361.17,361.3525
3728,23.5,13,E,352.39,352.993
711,24,13,3,351.53,354.386
1243,24,13,4,347.5,347.95
1789,24,13,5,356.61,356.61
712,24.5,13,3,346.24,347.192
1244,24.5,13,4,353.92,355.28
2915,24.5,13,C,360.04,360.04
3281,24.5,13,D,342.69,346.1445
3729,24.5,13,E,356.51,357.3115
4141,24.5,13,F,352.22,353.108
713,25.5,13,3,395.71,395.92
1245,25.5,13,4,370.76,370.842
714,32,13,3,491.7,492.148
47,5,14,1,61.51,61.51
307,5,14,2,57.95,58.09
715,5,14,3,57.31,57.6085
1246,5,14,4,57.91,58.1575
1790,5,14,5,57.95,57.9575
2260,5,14,6,58.81,59.041
2715,5,14,B,57.59,58.25
3282,5,14,D,58.61,59.169
4142,5,14,F,59.42,59.614
48,5.64,14,1,65.64,65.64
308,5.64,14,2,66.01,66.227
716,5.64,14,3,67.5,67.5
2716,5.64,14,B,67.23,67.359
49,6,14,1,70.62,71.5465
309,6,14,2,70.98,71.141
717,6,14,3,70.36,70.446
1247,6,14,4,70.2,70.7415
1791,6,14,5,70.21,70.394
2550,6,14,A,73.19,73.47
2916,6,14,C,71.65,71.695
3283,6,14,D,71.31,71.384
3730,6,14,E,71.84,71.8435
310,6.5,14,2,76.98,77.23
50,7,14,1,81.66,82.17
311,7,14,2,81.81,81.9925
718,7,14,3,83.09,83.452
1248,7,14,4,82.92,83.66
1792,7,14,5,83.04,83.529
2551,7,14,A,84.52,84.96
2717,7,14,B,86.04,86.7135
2917,7,14,C,83.44,83.9575
3284,7,14,D,84.5,84.755
3731,7,14,E,85.18,85.436
4143,7,14,F,88.39,88.39
51,8,14,1,94.46,95.644
312,8,14,2,95.72,96.568
719,8,14,3,94.95,95.2635
1249,8,14,4,95.95,96.765
1793,8,14,5,97.84,98.407
2261,8,14,6,97.21,97.411
2552,8,14,A,97.49,97.875
2718,8,14,B,97.34,97.457
2918,8,14,C,96.81,96.996
3285,8,14,D,96.61,97.495
3732,8,14,E,102.85,103.561
52,10.27,14,1,127.71,128.439
313,10.27,14,2,124.81,125.874
720,10.27,14,3,125.65,126.0115
1250,10.27,14,4,127.19,127.6815
1794,10.27,14,5,127.51,128.98
2553,10.27,14,A,130.86,130.86
2719,10.27,14,B,129.7,129.872
2919,10.27,14,C,126.21,126.7525
3286,10.27,14,D,127.85,128.83
3733,10.27,14,E,132.74,133.095
4144,10.27,14,F,132.41,132.41
53,12,14,1,149.15,149.291
314,12,14,2,147.48,148.37
721,12,14,3,151.16,151.315
1251,12,14,4,149.61,149.9875
1795,12,14,5,149.31,150.526
2554,12,14,A,149.67,150.041
2720,12,14,B,147.71,150.902
2920,12,14,C,148.94,149.808
3287,12,14,D,152.09,152.822
3734,12,14,E,155.02,155.05
4145,12,14,F,152.19,152.19
54,14.6,14,1,181.07,181.4885
315,14.6,14,2,182.64,183.18
722,14.6,14,3,199.05,199.05
1252,14.6,14,4,184.53,185.819
1796,14.6,14,5,187.36,187.644
2555,14.6,14,A,184.87,184.9285
2721,14.6,14,B,184.25,184.397
2921,14.6,14,C,189.54,191.0985
3288,14.6,14,D,186.3,186.7515
55,16.5,14,1,233.72,234.374
316,16.5,14,2,214.52,217.3745
723,16.5,14,3,235,235.679
1253,16.5,14,4,221.16,232.27
1797,16.5,14,5,219.4,219.703
2262,16.5,14,6,214.9,215.2475
2722,16.5,14,B,239.36,240.372
2922,16.5,14,C,221.14,226.5025
3289,16.5,14,D,239.83,241.125
3735,16.5,14,E,219.37,221.057
4146,16.5,14,F,222.72,230.868
56,18,14,1,228.41,228.978
317,18,14,2,241,241
724,18,14,3,247,247
2556,18,14,A,230.29,230.6815
2923,18,14,C,241.78,242.098
318,19,14,2,281.62,283.2535
725,19,14,3,281.2,282.24
1254,19,14,4,280.5,281.055
2924,19,14,C,278.58,278.58
3290,19,14,D,302.37,302.37
3736,19,14,E,285.84,286.357
319,19.5,14,2,282.31,282.854
726,19.5,14,3,274.6,275.833
1255,19.5,14,4,273.36,274.805
1798,19.5,14,5,278.4,280.255
2925,19.5,14,C,281.9,283.144
3291,19.5,14,D,276.47,279.69
3737,19.5,14,E,286.88,287.309
4147,19.5,14,F,281.58,282.528
2557,20,14,A,300.51,301.011
2926,20,14,C,296.27,297.896
3738,20,14,E,294.5,295.245
4148,20,14,F,306.36,306.36
4418,20,14,G,303.28,303.28
320,24,14,2,353.3,354.62
727,24,14,3,360,360.711
1256,24,14,4,360,361.225
57,24.5,14,1,349,350.775
321,24.5,14,2,346.7,348.954
728,24.5,14,3,338.2,343.08
1257,24.5,14,4,354.18,355.39
1799,24.5,14,5,369.9,370.085
2558,24.5,14,A,376.45,376.8895
2723,24.5,14,B,361.46,361.88
3739,24.5,14,E,365.14,365.416
729,26,14,3,393,393
1258,26,14,4,401.3,401.3
58,5,15,1,60.79,60.79
322,5,15,2,57.52,57.665
730,5,15,3,57.93,57.9975
1259,5,15,4,57.54,57.925
1800,5,15,5,58.3,58.419
2263,5,15,6,58.22,58.5555
2444,5,15,7,60.13,60.249
2724,5,15,B,57.81,57.81
2927,5,15,C,57.01,57.43
3292,5,15,D,57.27,58.341
3740,5,15,E,58.83,58.847
4149,5,15,F,58.29,58.416
4419,5,15,G,59.75,59.772
323,7.14,15,2,86.94,87.0765
731,7.14,15,3,86.56,86.64
1260,7.14,15,4,86.42,86.605
1801,7.14,15,5,86.57,86.95
2264,7.14,15,6,86.51,87.5935
2445,7.14,15,7,91.82,91.82
2928,7.14,15,C,89.43,89.43
3293,7.14,15,D,87.2,87.288
3741,7.14,15,E,87.13,87.427
4150,7.14,15,F,87.02,87.29
324,8,15,2,100.78,100.78
732,8,15,3,96.83,97.649
1261,8,15,4,97.79,98.4275
1802,8,15,5,99.21,99.664
2265,8,15,6,99.42,99.637
2446,8,15,7,103.45,103.487
2725,8,15,B,99.51,99.51
3294,8,15,D,98.8,99.398
3742,8,15,E,99.28,99.3175
4151,8,15,F,99.14,99.426
4420,8,15,G,101.63,101.63
325,9,15,2,110.42,110.512
733,9,15,3,116.95,116.95
1262,9,15,4,110.6,110.9825
1803,9,15,5,111.15,111.332
2266,9,15,6,111.1,112.15
2447,9,15,7,115.86,115.938
3295,9,15,D,112.13,112.63
3743,9,15,E,111.41,111.652
4152,9,15,F,111.99,112.182
326,12,15,2,155.21,155.21
734,12,15,3,158.51,159.0425
1263,12,15,4,157.02,157.061
1804,12,15,5,155.75,155.8025
2267,12,15,6,153.81,155.09
2448,12,15,7,159.87,159.87
2929,12,15,C,155.08,155.08
3296,12,15,D,155.01,155.571
3744,12,15,E,154.09,154.762
4153,12,15,F,153.73,154.297
1264,12.45,15,4,157.4,158.363
1805,12.45,15,5,161.1,161.483
2268,12.45,15,6,159.66,160.93
735,13,15,3,166.41,166.4925
1265,13,15,4,171.5,171.533
1806,13,15,5,168.2,168.618
2269,13,15,6,167.51,168.1355
3297,13,15,D,184.71,184.71
4154,13,15,F,171.1,171.5725
59,14,15,1,179.26,179.378
327,14,15,2,177.98,178.876
736,14,15,3,181.8,181.956
1266,14,15,4,179.56,180.014
1807,14,15,5,180.45,181.726
2270,14,15,6,180.72,181.068
2449,14,15,7,187.06,187.167
3298,14,15,D,181.87,182.23
3745,14,15,E,179.42,180.204
4155,14,15,F,181.8,182.451
60,16,15,1,216.75,216.9545
328,16,15,2,209.11,212.161
737,16,15,3,179.2,218.28
1267,16,15,4,209.95,212.705
1808,16,15,5,209.37,212.356
2271,16,15,6,206.23,208.025
2559,16,15,A,207.96,207.96
2930,16,15,C,207.97,209.506
3299,16,15,D,206.09,210.6875
3746,16,15,E,209.75,210.447
4156,16,15,F,208.56,208.614
4421,16,15,G,225.91,226.456
329,17,15,2,246.67,246.67
2931,17,15,C,245.12,245.1485
3300,17,15,D,245.18,245.18
4157,17,15,F,244.22,244.22
4422,17,15,G,251.35,251.35
1809,18.17,15,5,252.72,252.72
738,20,15,3,276.4,278.741
1268,20,15,4,280.46,283.069
1810,20,15,5,282.97,283.892
2932,20,15,C,294.51,294.51
3301,20,15,D,283.91,284.498
3747,20,15,E,282.05,286.28
4158,20,15,F,280.72,282.2215
739,24,15,3,366.5,366.57
1269,24,15,4,360.5,362.144
1811,24,15,5,375.99,375.99
3302,24,15,D,343.77,345.826
3748,24,15,E,348.89,349.181
4159,24,15,F,342.96,344.134
4423,24,15,G,355.09,356.5605
330,24.5,15,2,341.5,341.5
740,24.5,15,3,339.34,340.655
1270,24.5,15,4,330.38,345.219
1812,24.5,15,5,340.4,340.8545
3303,24.5,15,D,358.93,359.18
3749,24.5,15,E,356.27,357.116
4160,24.5,15,F,361.53,361.53
4161,27,15,F,409.1,409.1
61,5,16,1,55.59,55.59
331,5,16,2,53.69,54.098
741,5,16,3,54.25,54.674
1271,5,16,4,54.19,54.31
2560,5,16,A,54.29,54.366
2726,5,16,B,53.72,53.865
2933,5,16,C,53.9,54.07
3304,5,16,D,56.68,56.68
332,6,16,2,67.5,67.545
742,6,16,3,67.21,67.446
1272,6,16,4,68.13,68.286
1813,6,16,5,70.79,70.8225
2934,6,16,C,67.38,67.685
3305,6,16,D,68.98,68.992
3750,6,16,E,69.22,69.26
62,7,16,1,81.34,81.3815
333,7,16,2,83.33,83.33
743,7,16,3,82.14,82.172
1273,7,16,4,81.23,81.311
1814,7,16,5,81.65,81.7195
2561,7,16,A,81.76,81.8155
2935,7,16,C,81.2,81.325
3306,7,16,D,80.16,81.5685
3751,7,16,E,81.64,81.751
63,8.52,16,1,101.71,102.603
334,8.52,16,2,102.35,102.565
744,8.52,16,3,106.92,106.92
1274,8.52,16,4,102.58,103.4635
1815,8.52,16,5,103.28,103.31
2562,8.52,16,A,101.37,101.8335
2727,8.52,16,B,102.82,102.973
2936,8.52,16,C,105.74,105.861
3307,8.52,16,D,102.88,103.504
3752,8.52,16,E,103.36,103.472
64,10.08,16,1,127.67,127.67
335,10.08,16,2,124.35,125.7845
745,10.08,16,3,124.74,126.095
1275,10.08,16,4,125.97,126.322
1816,10.08,16,5,127.02,127.592
2728,10.08,16,B,125.01,125.595
2937,10.08,16,C,126.84,126.945
3308,10.08,16,D,125.52,126.7185
3753,10.08,16,E,126.66,126.835
65,12.05,16,1,153.42,153.915
336,12.05,16,2,154.68,154.7655
746,12.05,16,3,157.5,157.522
1276,12.05,16,4,156.75,157.568
1817,12.05,16,5,156.29,157.035
2563,12.05,16,A,155.68,155.736
2729,12.05,16,B,154.8,154.862
2938,12.05,16,C,158.4,158.7555
3309,12.05,16,D,155.22,155.3505
3754,12.05,16,E,158.03,158.66
747,16,17,3,234.69,235.5
1277,16,17,4,230.65,233.59
1818,16,17,5,229.05,231.8445
3310,16,17,D,231.41,232.304
3755,16,17,E,236.35,241.7135
4162,16,17,F,245.47,246.016
4424,16,17,G,225.63,228.022
748,16.5,17,3,252.39,253.842
1278,16.5,17,4,258.1,258.52
1819,16.5,17,5,262.66,262.678
3756,16.5,17,E,263.99,263.99
749,20,17,3,306.02,310.775
1279,20,17,4,291.28,291.602
1820,20,17,5,288.8,292.584
3311,20,17,D,308.74,310.056
3757,20,17,E,288.3,291.375
4163,20,17,F,288.8,288.84
4425,20,17,G,314.48,315.378
750,21.5,17,3,328.39,331.342
1280,21.5,17,4,337.7,338.5965
1821,21.5,17,5,342.6,342.616
3758,21.5,17,E,346.21,347.015
751,23.5,17,3,341.28,342.148
1281,23.5,17,4,347.41,349.53
1822,23.5,17,5,356.7,358.295
3312,23.5,17,D,356.4,356.5975
3759,23.5,17,E,337.26,339.4325
4164,23.5,17,F,343.4,343.588
752,24.5,17,3,382.9,384.965
1282,24.5,17,4,391.48,393.71
1823,24.5,17,5,414.8,414.8
753,5,18,3,61.58,61.58
1283,5,18,4,58.25,58.37
1824,5,18,5,58.18,58.441
2272,5,18,6,58.65,58.9125
2450,5,18,7,58.43,58.43
3313,5,18,D,58.44,58.476
3760,5,18,E,58.86,58.916
4165,5,18,F,59.38,59.383
337,6,18,2,71.99,71.99
754,6,18,3,69.38,69.38
1284,6,18,4,70.28,70.9625
1825,6,18,5,70.23,70.398
2273,6,18,6,70.66,71.2475
2451,6,18,7,72.1,72.1955
3314,6,18,D,73.36,73.5395
3761,6,18,E,71.17,71.365
4166,6,18,F,71.09,71.155
4426,6,18,G,71.71,72.054
3315,6.86,18,D,83.8,85.394
3762,6.86,18,E,85.55,85.55
755,7,18,3,85.96,85.996
1285,7,18,4,84.4,84.52
1826,7,18,5,83.77,84.769
2274,7,18,6,84.55,84.655
2452,7,18,7,88.06,88.06
3316,7,18,D,85.64,85.658
3763,7,18,E,85.44,85.629
756,9.68,18,3,122.13,122.27
1286,9.68,18,4,120.04,120.11
1827,9.68,18,5,120.43,121.5275
2275,9.68,18,6,121.6,122.392
2453,9.68,18,7,123.07,123.164
2939,9.68,18,C,120.51,120.77
3317,9.68,18,D,124.01,124.0965
3764,9.68,18,E,123.62,124.3515
4167,9.68,18,F,122.36,122.728
4427,9.68,18,G,125.16,125.16
1287,12,18,4,155.18,155.345
1828,12,18,5,158.05,158.474
2276,12,18,6,156.02,157.1365
2454,12,18,7,158.48,158.48
3318,12,18,D,163.61,163.69
3765,12,18,E,156.03,157.392
4168,12,18,F,157.71,158.1335
4428,12,18,G,160.81,161.003
1829,15.42,18,5,202.97,203.439
2277,15.42,18,6,204.11,205.127
2455,15.42,18,7,207.78,208.256
3766,15.42,18,E,204.23,204.586
757,16,18,3,237.22,237.22
1288,16,18,4,254.98,254.98
1830,16,18,5,232.29,232.353
3319,16,18,D,231.09,231.09
4169,16,18,F,237.67,238.39
1289,16.42,18,4,217.93,218.1355
1831,16.42,18,5,216.01,216.752
2278,16.42,18,6,216.03,216.45
3320,16.42,18,D,218.72,218.72
4170,16.42,18,F,217.85,218.5185
758,17.5,18,3,269.66,269.87
1290,17.5,18,4,258.25,259.424
1832,17.5,18,5,250.1,256.18
3321,17.5,18,D,269.45,270.609
3767,17.5,18,E,251.46,252.11
4171,17.5,18,F,250.69,252.615
4429,17.5,18,G,251.65,253.038
1291,20.5,18,4,305.9,310.8885
1833,20.5,18,5,301.6,306.525
2940,20.5,18,C,321.28,321.599
3322,20.5,18,D,323.51,324.947
3768,20.5,18,E,302.77,306.6475
4172,20.5,18,F,306.1,313.8265
759,21,18,3,307.13,307.2335
1292,21,18,4,318.8,318.8
1834,21,18,5,215.9,249.74
4173,21,18,F,312.96,312.96
1293,22.5,18,4,336.5,340.4935
1835,22.5,18,5,358.3,358.46
3769,22.5,18,E,342.13,346.343
4174,22.5,18,F,335.87,347.18
4430,22.5,18,G,354.75,356.739
760,25,18,3,407.41,407.41
1294,25,18,4,372.1,372.215
1836,25,18,5,372.8,377.42
4175,28,18,F,405.91,406.9595
338,18,19,2,268.7,268.89
761,18,19,3,271.94,273.38
1295,18,19,4,262.67,264.912
1837,18,19,5,269.06,270.41
3770,18,19,E,270.8,271.395
4176,18,19,F,265.2,265.496
339,18.5,19,2,264.27,264.5565
762,18.5,19,3,258.2,261.14
1296,18.5,19,4,253.19,257.085
1838,18.5,19,5,256.14,259.715
2730,18.5,19,B,277.2,277.2
2941,18.5,19,C,260.84,262.084
3323,18.5,19,D,253.1,259.53
3771,18.5,19,E,246.8,256.5245
4177,18.5,19,F,259,259.15
4431,18.5,19,G,254.09,257.1515
66,20,19,1,293.15,293.382
340,20,19,2,285.72,286.416
763,20,19,3,286.6,291.005
1297,20,19,4,277.5,282.5235
1839,20,19,5,268.3,281.469
2564,20,19,A,281.34,284.6685
2731,20,19,B,297.07,297.07
2942,20,19,C,300.65,301.133
3324,20,19,D,313.2,313.525
3772,20,19,E,290.04,291.66
4178,20,19,F,278.54,278.891
4432,20,19,G,298.95,299.83
764,22,19,3,325.46,326.634
1298,22,19,4,328.62,329.609
1840,22,19,5,331.76,332.814
765,22.5,19,3,351.75,352.3675
1299,22.5,19,4,310.5,319.6175
1841,22.5,19,5,317.84,321.335
3325,22.5,19,D,306.7,315.244
3773,22.5,19,E,310.59,319.66
4179,22.5,19,F,313.35,320.048
4433,22.5,19,G,339.11,339.525
766,26.5,19,3,397.78,399.572
1300,26.5,19,4,394.98,396.94
1842,26.5,19,5,409.3,420.36
341,27,19,2,431.48,431.48
767,27,19,3,389.6,390.12
1301,27,19,4,386.1,389.6685
1843,27,19,5,404.6,405.8
3326,27,19,D,402.16,402.16
3774,27,19,E,391.15,393.4465
4434,27,19,G,381.5,382.1185
768,28,19,3,439.44,441.5855
67,5,20,1,56.63,56.65
342,5,20,2,57.34,57.408
769,5,20,3,56.29,56.9835
1302,5,20,4,57.57,57.57
1844,5,20,5,57.5,57.636
2279,5,20,6,58.43,58.493
2565,5,20,A,56.73,56.856
2732,5,20,B,58.39,58.39
3327,5,20,D,57.64,57.685
3775,5,20,E,57.9,58.06
68,6,20,1,69.1,69.132
343,6,20,2,69.74,69.878
770,6,20,3,70.12,70.5545
1303,6,20,4,69.9,70.215
1845,6,20,5,70.98,71.0035
2280,6,20,6,72.35,72.35
2566,6,20,A,69.88,69.895
2733,6,20,B,70.01,70.0485
2943,6,20,C,70.31,70.346
3328,6,20,D,70.47,70.6625
3776,6,20,E,70.83,71.241
69,7,20,1,84.19,85.004
344,7,20,2,84.84,85.0195
771,7,20,3,86.29,86.308
1304,7,20,4,85.84,85.91
1846,7,20,5,87.87,87.877
2567,7,20,A,84.36,84.763
2734,7,20,B,85.28,85.501
2944,7,20,C,85.29,85.765
3329,7,20,D,87.02,87.15
3777,7,20,E,86.73,86.8185
70,8,20,1,96.1,96.493
345,8,20,2,95.61,96.325
772,8,20,3,96.68,97.4335
1305,8,20,4,97.28,98.423
1847,8,20,5,98.25,98.274
2281,8,20,6,98.69,98.822
2568,8,20,A,96.73,96.749
2735,8,20,B,96.65,96.866
2945,8,20,C,96.6,97.23
3330,8,20,D,97.88,98.349
3778,8,20,E,98.01,98.1
4180,8,20,F,99.84,99.87
71,9,20,1,116.35,116.35
346,9,20,2,114.18,114.252
773,9,20,3,113.36,113.55
1306,9,20,4,116.07,116.07
1848,9,20,5,114.27,115.324
2282,9,20,6,118.08,118.2645
2946,9,20,C,113.41,113.848
3331,9,20,D,115.52,115.565
3779,9,20,E,116.87,117.175
4181,9,20,F,117.53,117.622
72,9.87,20,1,123.51,124.47
347,9.87,20,2,125.55,125.721
774,9.87,20,3,127.19,127.29
1307,9.87,20,4,128.27,128.376
1849,9.87,20,5,126.8,127.01
2569,9.87,20,A,123.44,124.0775
2736,9.87,20,B,124.14,124.436
2947,9.87,20,C,128.35,128.35
3780,9.87,20,E,127.25,127.6925
1308,11,20,4,146.51,146.619
1850,11,20,5,146.89,147.005
3781,11,20,E,148.61,148.61
73,12,20,1,153.86,154.627
348,12,20,2,154.94,155.2165
775,12,20,3,155.9,155.912
1309,12,20,4,153.66,153.9065
1851,12,20,5,157.23,157.363
2570,12,20,A,154.4,154.564
2737,12,20,B,156.05,156.587
2948,12,20,C,154.33,154.775
3332,12,20,D,156.82,156.9505
3782,12,20,E,159.87,160.317
74,14,20,1,177.61,177.984
349,14,20,2,179.66,179.762
776,14,20,3,182.69,182.8355
1310,14,20,4,188.75,188.75
1852,14,20,5,181.52,181.553
2283,14,20,6,186.74,186.74
2571,14,20,A,180.27,180.318
2738,14,20,B,179.23,179.7655
2949,14,20,C,179.47,179.9965
3333,14,20,D,186.35,186.35
3783,14,20,E,193.55,193.55
75,16,20,1,201.55,201.87
350,16,20,2,206.95,207.321
777,16,20,3,209.81,210.5225
1311,16,20,4,206.97,207.152
1853,16,20,5,207.89,208.264
2284,16,20,6,213.63,213.63
2572,16,20,A,201.63,202.69
3334,16,20,D,205.77,206.763
3784,16,20,E,206.66,206.734
2950,20,20,C,267.52,267.52
351,21,20,2,267.97,268.134
2951,21,20,C,270.82,271.012
76,5.02,21,1,58.57,58.6825
778,5.02,21,3,59.01,59.01
1312,5.02,21,4,58.08,58.65
1854,5.02,21,5,58.38,58.629
2285,5.02,21,6,58.5,58.997
2573,5.02,21,A,59.28,59.28
3335,5.02,21,D,58.2,58.434
3785,5.02,21,E,59.14,59.323
4182,5.02,21,F,58.7,59
2952,5.91,21,C,72.29,72.29
3786,5.91,21,E,70.59,70.708
4183,5.91,21,F,71.53,71.53
77,6.02,21,1,72.62,72.62
352,6.02,21,2,69.33,69.501
779,6.02,21,3,70.13,70.3665
1313,6.02,21,4,69.91,70.162
1855,6.02,21,5,69.87,70.3795
2286,6.02,21,6,70.52,70.85
2739,6.02,21,B,69.7,69.733
2953,6.02,21,C,70.39,70.411
3336,6.02,21,D,70.36,70.564
3787,6.02,21,E,71.24,71.5085
4184,6.02,21,F,70.63,70.76
353,8.3,21,2,105.03,105.467
780,8.3,21,3,104.52,104.586
1314,8.3,21,4,104.9,105.017
1856,8.3,21,5,104.57,104.86
2287,8.3,21,6,104.7,104.904
2954,8.3,21,C,106.33,106.7095
3337,8.3,21,D,104.84,104.9345
3788,8.3,21,E,105.1,105.375
4185,8.3,21,F,105.35,105.36
4435,8.3,21,G,112.2,112.3575
781,9.16,21,3,116.17,116.565
1315,9.16,21,4,113.6,114.272
1857,9.16,21,5,113.74,115.41
2288,9.16,21,6,116.34,117.054
2740,9.16,21,B,114.56,114.8495
