"","Group.1","Group.2","Group.3","x.0%","x.5%"
"151", 7.00, 36,"1", 82.4800, 82.6360
"152", 8.00, 36,"1", 94.0700, 94.6210
"153", 9.00, 36,"1",107.2600,107.8050
"154",10.00, 36,"1",120.1300,121.4120
"155",12.00, 36,"1",146.0700,148.3790
"156",16.00, 36,"1",198.6400,200.8400
"157",18.00, 36,"1",238.5200,238.5200
"158",21.50, 37,"1",303.5500,303.7350
"159", 6.07, 38,"1", 71.1700, 71.6065
"160",10.23, 38,"1",131.2400,131.2400
"161",14.07, 38,"1",180.0800,180.9035
"162", 6.00, 41,"1", 74.2000, 74.2840
"163", 8.02, 41,"1",101.2400,101.8960
"164",10.03, 41,"1",130.3000,130.3000
"165",12.04, 41,"1",154.1000,154.6670
"166", 6.00, 42,"1", 76.3600, 76.3600
"167", 7.00, 42,"1", 81.0400, 81.1660
"168", 6.00, 43,"1", 72.4000, 72.4000
"169", 6.00, 44,"1", 71.8100, 72.0035
"170", 6.96, 44,"1", 87.1000, 87.1000
"171", 8.00, 44,"1", 98.2900, 98.6860
"172", 9.90, 44,"1",124.8100,125.2380
"173", 5.03, 45,"1", 59.2700, 59.3900
"174", 7.07, 45,"1", 89.4900, 89.6395
"175", 8.06, 45,"1", 99.2000, 99.8910
"176",10.03, 45,"1",123.4000,124.4640
"177",16.00, 45,"1",226.0300,226.9225
"178",16.35, 45,"1",209.3800,209.8360
"179",16.50, 45,"1",230.1300,231.3800
"180",20.00, 45,"1",301.3000,301.3240
"181",20.50, 45,"1",310.2500,310.4410
"182",22.00, 45,"1",315.2200,315.2590
"183",24.50, 45,"1",379.2000,379.2600
"184", 5.00, 47,"1", 57.7600, 57.8320
"185", 6.00, 47,"1", 75.7400, 75.7400
"186", 7.00, 47,"1", 88.1900, 88.2530
"187", 8.00, 47,"1",101.5500,101.5500
"188",17.00, 49,"1",256.0000,256.9350
"189",10.85, 54,"1",134.9800,135.5610
"190",19.00, 54,"1",283.4000,283.7100
"191",21.00, 54,"1",312.4500,312.9450
"192",16.00, 55,"1",226.0700,226.0700
"193",16.50, 55,"1",231.3400,231.4150
"194",20.00, 55,"1",311.6300,311.6300
"195",20.50, 55,"1",294.4000,294.5470
"196",25.00, 55,"1",362.1500,363.6350
"197",16.00, 56,"1",205.8600,210.4725
"198",20.00, 56,"1",317.7000,317.7000
"199",21.00, 56,"1",306.5900,307.4160
"200",25.50, 56,"1",370.6600,373.4040
"201", 6.00, 57,"1", 69.8900, 70.0150
"202", 8.30, 57,"1", 99.8100,100.1710
"203",10.03, 57,"1",122.4400,123.6010
"204",11.61, 57,"1",143.5400,144.1850
"205", 5.09, 58,"1", 61.3300, 61.3300
"206", 5.98, 58,"1", 73.6800, 73.7480
"207", 7.15, 58,"1", 86.8600, 87.0200
"208", 8.64, 58,"1",108.6000,108.6920
"209", 9.47, 58,"1",120.6300,120.6300
"210",12.23, 58,"1",159.6400,159.8390
"211", 6.00, 60,"1", 69.1100, 69.5330
"212", 7.00, 60,"1", 83.0900, 83.3015
